sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,simple_sentences_gpt4o,tags,timex_tag,ekilex_tag,ner_tag,A,E,T,L1,L2,L,S,tag,initial_cat,verb_head_same_sent,head_verbi_alluv
18858835,28480647,5,andma,järele,ad,turg,turgudel,"Kartulihinna talvine kõrgtase on turgudel veidi järele andnud , odavam import on surunud hinda alla .","['Kartulihinna talvine kõrgtase on turgudel veidi järele andnud.', 'Odavam import on surunud hinda alla.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
448928,702770,7,väsima,,ad,päev,päeval,Veerand naistest oli väsinud vähemalt paaril päeval nädalas .,['Veerand naistest oli väsinud vähemalt paaril päeval nädalas.'],|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,TIME,,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
11396030,18262013,4,põrutama,,in,kesknädal,Kesknädalas,Karilaid põrutab eilses Kesknädalas otse : « Anda 100 kriitikavaba päeva sellisele grupeeringule see oleks vastutustundetu !,"['Karilaid põrutab eilses Kesknädalas otse.', 'Karilaid ütles: «Anda 100 kriitikavaba päeva sellisele grupeeringule see oleks vastutustundetu!»']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,,time,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
10460639,16775337,7,arenema,,in,maapiirkond,maapiirkondades,"Nüüd ma mõistan , miks meie maapiirkondades ettevõtlus ei arene . ""","['Nüüd ma mõistan, miks meie maapiirkondades ettevõtlus ei arene.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
4495143,7227503,7,taotlema,,el,struktuurifond,struktuurifondidest,"Kahe aasta eest taotles sotsiaalministeerium ELi struktuurifondidest raha , et viia Eestis kõik meditsiiniandmed 2008. aastaks elektrooniliseks ja ühendada haiglate infosüsteemid tervikuks , kirjutab Postimees .","['Kahe aasta eest taotles sotsiaalministeerium ELi struktuurifondidest raha.', 'Eesmärk oli viia Eestis kõik meditsiiniandmed 2008. aastaks elektrooniliseks.', 'Eesmärk oli ühendada haiglate infosüsteemid tervikuks.', 'Selle kohta kirjutab Postimees.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
16091362,24979021,10,võtma,,adit,elamine,elamisse,"Kui juhtubki kalli peniga midagi , võtab koerausku peremees elamisse uue koera .","['Kui juhtub kalli peniga midagi, võtab koerausku peremees elamisse uue koera.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
9452632,15178761,8,kustuma,,in,Wien,Wienis,"See kujutab 1791. aasta detsembripäeva , mil Wienis kustub Euroopa muusikataeva säravaim täht : helilooja , nõrkedeski kaunis kui keerub , on kõrge seljaga tugitoolis naaldunud lumivalgesse patja , süles hinnalisele vaibale laotatud reekviemi lõpetamata partituur .","['See kujutab 1791. aasta detsembripäeva.', 'Sel päeval kustus Wienis Euroopa muusikataeva säravaim täht.', 'Helilooja nõrkedeski oli kaunis kui keerub.', 'Helilooja oli kõrge seljaga tugitoolis.', 'Helilooja naaldus lumivalgesse patja.', 'Helilooja süles oli hinnalisele vaibale laotatud reekviemi lõpetamata partituur.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
18874211,28503867,10,kihutama,,adit,raba,rappa,"Tee peal tahtis puu mind tappa , õnneks kihutasin rappa .","['Tee peal tahtis puu mind tappa.', 'Õnneks kihutasin rappa.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
4117393,6627775,16,pääsema,,in,Egiptus,Egiptuses,"Ligi 1000 kunagi hirmuäratava ja tänaseks hambutu terrori-rühmituse Islamigrupp ( al-Jamaa al-Islamiyah ) liiget pääses Egiptuses vabadusse , kuna või-mud ei pea neid enam ohuks .","['Ligi 1000 Islamigruppi liiget pääses Egiptuses vabadusse.', 'Islamigrupp oli kunagi hirmuäratav.', 'Täna on Islamigrupp hambutu.', 'Egiptuse võimud ei pea neid enam ohuks.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
1076281,1710979,2,harjuma,,in,ühiskond,ühiskonnas,"Eesti ühiskonnas ollakse juba harjunud sellega , et meil on oma sõjavägi ja meie sõdurid käivad aeg-ajalt missioonidel maailma erinevates pingekolletes .","['Eesti ühiskonnas ollakse juba harjunud sellega, et meil on oma sõjavägi.', 'Eesti ühiskonnas ollakse harjunud sellega, et meie sõdurid käivad aeg-ajalt missioonidel.', 'Missioonid toimuvad maailma erinevates pingekolletes.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
2925488,4689965,8,leidma,,ill,kaasik,kaasikutesse,"Autoraadiote müraterror on leidnud tee ka linnavälistesse kaasikutesse , kus melomaanid oma autode raudsete seinte vahel end kui koduses elutoas tunnevad .","['Autoraadiote müraterror on leidnud tee linnavälistesse kaasikutesse.', 'Melomaanid tunnevad end oma autode raudsete seinte vahel kui koduses elutoas.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
18428631,27928822,3,jooksma,,ill,tambur,tamburisse,Ei jookse tamburisse ega murra käsi .,"['Ei jookse tamburisse.', 'Ei murra käsi.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
7662832,12286540,4,tulema,,el,Estonia,Estoniast,"Viimane tuli otse Estoniast kaitseväe orkestri kontserdilt , kuhu talle õnnetusest teatati .","['Viimane tuli otse Estoniast.', 'Viimane tuli kaitseväe orkestri kontserdilt.', 'Kontserdil teatati talle õnnetusest.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,ORG,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
15739387,24560210,11,kartma,,in,Ungari,Ungaris,"Ma ei karda seda ega ole kuulnud , et keegi Ungaris seda kardaks .","['Ma ei karda seda.', 'Ma ei ole kuulnud, et keegi Ungaris seda kardaks.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
5092541,8174126,2,valima,välja,in,loomaaed,Loomaaias,""" Loomaaias valivad paarid välja inimesed , looduses valitakse ikka see , kes rohkem meeldib .","['Loomaaias valivad paarid välja inimesed.', 'Looduses valitakse see, kes rohkem meeldib.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
11444347,18336218,10,tulema,vastu,in,teine,teises,"Epee meeskondlikus konkurentsis oli Eesti 1 . ringis vaba , teises tuli vastu Hiina .","['Epee meeskondlikus konkurentsis oli Eesti esimeses ringis vaba.', 'Teises ringis tuli vastu Hiina.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
7329092,11763142,6,jääma,peale,in,konfliktsituatsioon,konfliktsituatsioonis,"Samas leitakse siiski , et konfliktsituatsioonis peavad peale jääme inimese huvid .","['Leitakse, et konfliktsituatsioonis peavad peale jääma inimese huvid.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,yes,yes,no,L,elt_n80_elt,y,y
11522826,18453888,4,olema,,in,ESG,ESG-s,"Kui seni on ESG-s olnud õppureid kõikvõimalikel spordialadel n-ö seinast seina , siis erastamisinitsiaatorite nägemuses jagatakse riiklikku koolitusraha vaid Eestis traditsiooni ja korralikke treenereid omavatele aladele , nagu kergejõustik , korvpall , võrkpall , maadlus , judo .","['ESG-s on seni olnud õppureid kõikvõimalikel spordialadel.', 'Need spordialad on olnud seinast seina.', 'Erastamisinitsiaatorite nägemuses jagatakse riiklikku koolitusraha vaid teatud aladele.', 'Need alad on Eestis traditsiooni ja korralikke treenereid omavad alad.', 'Sellised alad on kergejõustik, korvpall, võrkpall, maadlus ja judo.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
13288410,21259932,17,viima,,el,aken,akendest,"Tee enne ise vastavat "" eelluuret "" , siis vii mees nagu juhuslikult mööda selle poe akendest , osutades väljapandud esemele .","['Tee enne ise vastav eelluure.', 'Seejärel vii mees juhuslikult mööda selle poe akendest.', 'Osuta väljapandud esemele.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
14714445,23182295,5,räsima,,ad,esmaspäev,esmaspäeval,USA Georgia osariigi edelaosa esmaspäeval räsinud tornaadodes on hukkunud vähemalt 22 inimest .,"['USA Georgia osariigi edelaosa räsisid esmaspäeval tornaadod.', 'Tornaadodes on hukkunud vähemalt 22 inimest.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,time,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
12928509,20681112,6,juhtima,,adit,MM-sari,MM-sarja,"Pärast Rootsi rallit juhtis soomlane MM-sarja , praegu , nelja etapi järel , on ta neljandal kohal .","['Pärast Rootsi rallit juhtis soomlane MM-sarja.', 'Praegu, nelja etapi järel, on ta neljandal kohal.']",|E|AE|EL|ET|AET|ELT|,,event,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,e
1564244,2488896,5,blokeerima,,ad,lõpusekund,lõpusekunditel,Kõigele lisaks blokeeris ta lõpusekunditel endast 23 sentimeetrit pikema Arvydas Sabonise pealeviske .,"['Ta blokeeris lõpusekunditel Arvydas Sabonise pealeviske.', 'Arvydas Sabonis on temast 23 sentimeetrit pikem.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,,time,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
13377555,21399460,15,domineerima,,in,intelligents,intelligentsis,"Seda kirjeldab kolumnistipaar Ben ja Daniel Wattenberg ajalehes Washington Times : "" Sõjajärgses vasakpoolses intelligentsis Pariisis domineerisid inimesed , kellele oli teada suur osa tõest kommunistliku terrori kohta , kuid kes pidasid suu lukus , et mitte kuidagiviisi toetada kodanlikke või kolonialistlikke "" koeri "" . . .","['Seda kirjeldab kolumnistipaar Ben ja Daniel Wattenberg.', 'Nad kirjeldavad seda ajalehes Washington Times.', 'Sõjajärgses vasakpoolses intelligentsis Pariisis domineerisid teatud inimesed.', 'Need inimesed teadsid suurt osa tõest kommunistliku terrori kohta.', 'Need inimesed pidasid suu lukus.', 'Nad ei tahtnud toetada kodanlikke või kolonialistlikke koeri.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
8879090,14267123,6,vastama,,in,lahendusvariant,lahendusvariandis,Ilmselt me sellele oma detailplaneeringu lahendusvariandis ka vastame .,['Me vastame sellele oma detailplaneeringu lahendusvariandis.'],,,,,no,no,no,no,yes,yes,no,L,elt_n80_elt,y,y
13165850,21064784,11,jätkuma,,ill,keskus,keskustesse,"Paisuots ütles , et kuna puudub väljaõppestruktuur , ei jätku keskustesse mehi .","['Paisuots ütles, et puudub väljaõppestruktuur.', 'Paisuots ütles, et keskustesse ei jätku mehi.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
5727783,9186126,16,kukkuma,,ad,rebasejaht,rebasejahil,"Printsess Anne jõhkrutses pensionäriga , prints Andrew kepsleb ringi poolalasti iludustega ja prints Charles kukub rebasejahil hobuse seljast .","['Printsess Anne jõhkrutses pensionäriga.', 'Prints Andrew kepsleb ringi poolalasti iludustega.', 'Prints Charles kukub rebasejahil hobuse seljast.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
18933188,28586001,4,häirima,,in,raadiokanal,raadiokanalites,Mis teid meie raadiokanalites häirib ?,['Mis teid meie raadiokanalites häirib?'],,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
8098061,12994472,5,tegema,,adit,elulookirjeldus,elulookirjeldusse,"Tavaliselt ei tee naised elulookirjeldusse laste arvu kirjutamisest numbrit , kuigi ka seda ei peaks tegelikult tegema .","['Tavaliselt ei tee naised elulookirjeldusse laste arvu kirjutamisest numbrit.', 'Ka seda ei peaks tegelikult tegema.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
12060605,19306087,10,rikkuma,,in,stardirivi,stardirivis,"Poolsada ringi hiljem teatasid kohtunikud , et Montoya rikkus stardirivis reegleid ning peab katkestama .","['Poolsada ringi hiljem teatasid kohtunikud midagi.', 'Kohtunikud teatasid, et Montoya rikkus stardirivis reegleid.', 'Montoya peab katkestama.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
1068529,1697697,5,mäletama,,el,hetk,hetkest,""" Mäletan teda esimesest hetkest alates .",['Mäletan teda esimesest hetkest alates.'],|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,,time,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
7562492,12148350,15,sammuma,,ill,punaarmee,Punaarmeesse,See augustis 1940 Tartu Raekoja platsil võetud foto kannab allkirja “ Eesti sõdurid sammuvad Punaarmeesse ” .,"['See foto on võetud augustis 1940 Tartu Raekoja platsil.', 'Foto kannab allkirja “Eesti sõdurid sammuvad Punaarmeesse”.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
4692629,7540659,13,kasutama,ära,ad,nädal,nädalal,"Haideri Vabaduspartei suhtub Kesk- ja Ida-Euroopa riikide EL-i võtmisse reservatsioonidega ja möödunud nädalal kasutas ta Nice'i leppe Iiri referendumil tagasilükkamist ära , et nõuda rahvahääletust ka Austrias .","['Haideri Vabaduspartei suhtub Kesk- ja Ida-Euroopa riikide EL-i võtmisse reservatsioonidega.', ""Möödunud nädalal kasutas Haider Nice'i leppe Iiri referendumil tagasilükkamist ära."", 'Haider nõudis rahvahääletust ka Austrias.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
2100921,3353262,6,kogunema,,all,demonstratsioon,demonstratsioonidele,Tuhanded NATOvastased on kogunenud Prahasse demonstratsioonidele .,"['Tuhanded NATO-vastased on kogunenud Prahasse.', 'Nad on kogunenud demonstratsioonidele.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
676163,1075167,3,saama,välja,el,mets,metsast,Kuidas sa metsast välja said ?,['Kuidas sa metsast välja said?'],,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
