sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,opinion,simple_sentences,simple_sentences_gpt4o,tags,timex_tag,ekilex_tag,ner_tag,A,E,T,L1,L2,L,S,tag,initial_cat,verb_head_same_sent,head_verbi_alluv
2571254,4125821,17,haigestuma,,adit,ajukelmepõletik,ajukelmepõletikku,"; Väljaots lükkas Lümanda valla sotsiaaltöötaja Aksel Penu väite BNS-le , et nädala jooksul on viiruslikku ajukelmepõletikku haigestunud üle 20 lapse .",,,"['Aksel Penu on Lümanda valla sotsiaaltöötaja.', 'Aksel Penu väitis BNS-le, et nädala jooksul on viiruslikku ajukelmepõletikku haigestunud üle 20 lapse.', 'Väljaots lükkas selle väite ümber.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
937831,1493424,26,nakatuma,,adit,suguhaigus,suguhaigusse,"Ootamatu vahekorra puhul või uue inimesega kohtudes tuleb kindlasti kasutada kondoomi , sest spiraal ei kaitse seksuaalsel teel levivate haiguste eest ja kui spiraalikasutaja mõnda suguhaigusse nakatub , kulgeb see palju raskemalt .",,,"['Ootamatu vahekorra puhul tuleb kindlasti kasutada kondoomi.', 'Uue inimesega kohtudes tuleb kindlasti kasutada kondoomi.', 'Spiraal ei kaitse seksuaalsel teel levivate haiguste eest.', 'Kui spiraalikasutaja mõnda suguhaigusse nakatub, kulgeb see haigus palju raskemalt.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
6357995,10216379,9,surema,,adit,kuulihaav,kuulihaava,"Lahkamisest selgus , et kõik kolm surid mitmesse kuulihaava , mille tekitas kaprali käes olnud M-16 .",,,"['Lahkamisest selgus, et kõik kolm inimest surid mitmesse kuulihaava.', 'Kuulihaavad tekitas kaprali käes olnud M-16.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
2819282,4521341,10,surema,,adit,hing,Hinge,"Eile , 7. märtsil suri pärast rasket haigust prokurör Hinge Brand .",syntax,,"['Eile, 7. märtsil, suri prokurör Hinge Brand.', 'Hinge Brand suri pärast rasket haigust.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,s_n80,,
18064302,27483889,16,surema,,adit,säng,sängi,"Nemad on kõige vajalikumad ja altruistlikumad virulased , kes surevad tavaliselt pärast rasket elutoimetust oma sängi , ja nende najal , võite kindlad olla , püsib Virumaa , püsib Eesti riik .",,,"['Nemad on kõige vajalikumad virulased.', 'Nemad on kõige altruistlikumad virulased.', 'Nemad surevad tavaliselt pärast rasket elutoimetust oma sängi.', 'Nende najal püsib Virumaa.', 'Nende najal püsib Eesti riik.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,s_n80,y,y
401277,624273,10,haigestuma,,adit,tuberkuloos,tuberkuloosi,"WHO teatel haigestus eelmisel aastal Venemaa 150 miljonist elanikust tuberkuloosi 120 000 kuni 200 000 inimest , kellest suri 25 000.",,,"['WHO teatel haigestus eelmisel aastal Venemaa 150 miljonist elanikust tuberkuloosi 120 000 kuni 200 000 inimest.', 'Tuberkuloosi haigestunutest suri 25 000 inimest.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
9587023,15387570,22,surema,,adit,uppumissurm,uppumissurma,"Vanemuurija Arno Põldre märkis , et hukkunutel puudusid välised vigastused , vaid autojuhi randmel oli lõikehaav : “ Ilmselt surid mehed uppumissurma .",,,"['Vanemuurija Arno Põldre märkis, et hukkunutel puudusid välised vigastused.', 'Autojuhi randmel oli lõikehaav.', 'Vanemuurija Arno Põldre ütles, et ilmselt surid mehed uppumissurma.']",|E|AE|EL|ET|AET|ELT|,,event,,no,no,no,no,no,no,no,,s_n80,y,y
524373,826465,3,haigestuma,,adit,B-hepatiit,B-hepatiiti,"Mullu haigestus B-hepatiiti ligi 500 inimest , tänavu 11 kuuga on haigestunuid 249.",,,"['Mullu haigestus B-hepatiiti ligi 500 inimest.', 'Tänavu 11 kuuga on haigestunuid 249.']",,,,,no,no,no,no,no,no,no,,s_n80,,
5654815,9068765,12,nakatuma,,adit,veresoon,veresoonde,1 206 HIV juhtumist 71% ehk 836 inimest nakatusid HIVsse uimastite süstimisega veresoonde .,syntax,"HIV juhtumeid on 1 206.
Nendest 71% ehk 836 inimest nakatusid HIV-sse.
Need inimesed nakatusid HIV-sse uimastite süstimise kaudu veresoonde.",['1 206 HIV juhtumist 71% ehk 836 inimest nakatusid HIVsse uimastite süstimisega veresoonde.'],,,,,no,no,no,yes,no,yes,no,L,s_n80,y,e
1897671,3023340,4,haigestuma,,ill,silmahaigus,silmahaigusesse,"Ootamatult haigestus poiss silmahaigusesse klaukoomi , mille taga-järjel saabus pimedus .",,,"['Poiss haigestus ootamatult silmahaigusesse klaukoomi.', 'Klaukoomi tagajärjel saabus pimedus.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
505887,795964,4,nakatuma,,adit,puukentsefaliit,puukentsefaliiti,"Kui inimene on puukentsefaliiti nakatunud , siis ilmnevad üks-kaks nädalat pärast puugihammustust gripisarnased haigusnähud - kerge palavik koos pea ja lihasevaluga .",,,"['Kui inimene on puukentsefaliiti nakatunud, ilmnevad üks-kaks nädalat pärast puugihammustust gripisarnased haigusnähud.', 'Haigusnähtudeks on kerge palavik koos pea- ja lihasevaluga.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
666112,1058782,9,haigestuma,,ill,buliimia,buliimiasse,Esinduskohustuste ja mehe truudusetuse tõttu kannatav Diana haigestus buliimiasse ja püüdis endalt isegi elu võtta .,,,"['Diana kannatas esinduskohustuste tõttu.', 'Diana kannatas mehe truudusetuse tõttu.', 'Diana haigestus buliimiasse.', 'Diana püüdis endalt isegi elu võtta.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
12783370,20448969,4,nakatuma,,adit,vähk,vähki,Esimene komponent mõõdab vähki nakatunud rakkude hulka organismis .,,,['Esimene komponent mõõdab vähki nakatunud rakkude hulka organismis.'],,,,,no,no,no,no,no,no,no,,s_n80,,
5267160,8449028,6,haigestuma,,ill,tuulerõuged,tuulerõugetesse,Tervisekaitseinspektsiooni andmetel haigestus Tallinnas jaanuaris tuulerõugetesse 323 inimest ehk saja võrra rohkem kui mullu samal ajal.,,,"['Tervisekaitseinspektsiooni andmetel haigestus Tallinnas jaanuaris tuulerõugetesse 323 inimest.', 'Tuulerõugetesse haigestus saja võrra rohkem inimesi kui mullu samal ajal.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
1684550,2681665,22,surema,,adit,tsüaniidi-mürgitus,tsüaniidi-mürgitusse,"Jaapani politsei alustas eile põhjalikku uurimist , kahtlustades massimõrva pühapäevasel suvepeol Wakayamas , kus pärast karrikastmes riisi söömist suri neli inimest tsüaniidi-mürgitusse ja haiglasse sattus 40 inimest .",,,"['Jaapani politsei alustas eile põhjalikku uurimist.', 'Politsei kahtlustab massimõrva pühapäevasel suvepeol Wakayamas.', 'Pärast karrikastmes riisi söömist suri neli inimest tsüaniidimürgitusse.', 'Pärast karrikastmes riisi söömist sattus haiglasse 40 inimest.']",,,,,no,no,no,no,no,no,no,,s_n80,,
8319965,13334988,7,nakatuma,,adit,külmatõbi,külmatõppe,"Kui mõni kolleeg on aga juba külmatõppe nakatunud , soovitavad spetsialistid ennast hoida järgmiste nippide abil .",,,"['Kui mõni kolleeg on juba külmatõppe nakatunud, soovitavad spetsialistid ennast hoida järgmiste nippide abil.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
8335181,13356977,16,surema,,adit,suhkrutõbi,suhkrutõppe,"Tarmo Pihlap  ( 47 ) -- estraadilaulja ( “ Valged roosid ” ) , suri suhkrutõppe",,,"['Tarmo Pihlap oli 47-aastane.', 'Tarmo Pihlap oli estraadilaulja.', 'Tarmo Pihlap laulis laulu ""Valged roosid"".', 'Tarmo Pihlap suri suhkrutõppe.']",,,,,no,no,no,no,no,no,no,,s_n80,,
10620254,17022259,3,haigestuma,,adit,infektsioon,infektsiooni,"“ Anaeroobsesse infektsiooni haigestunud patsient sureb baroteraapiat saamata kindlasti , ” ütles uroloog Gennadi Timberg .",,,"['Anaeroobsesse infektsiooni haigestunud patsient sureb baroteraapiat saamata kindlasti.', 'Uroloog Gennadi Timberg ütles seda.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
1975651,3150511,11,haigestuma,,adit,tiisikus,tiisikusse,"Vanglaid ähvardab tuberkuloosipuhang , kui riik jätab tänavu katmata praeguseks tiisikusse haigestunud 250 vangi ravikulud .",,,"['Vanglaid ähvardab tuberkuloosipuhang.', 'Riik jätab tänavu katmata praeguseks tiisikusse haigestunud 250 vangi ravikulud.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
3508896,5650366,21,haigestuma,,ill,trombemboolia,trombembooliasse,"Masside hulka on paisatud statistika , et 100 000 naisest , kes on tarvitanud uuema põlvkonna antibeebibille , on 30 haigestunud trombembooliasse .",,,"['Masside hulka on paisatud statistika.', '100 000 naisest, kes on tarvitanud uuema põlvkonna antibeebibille, on 30 haigestunud trombembooliasse.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
187224,310836,13,surema,,adit,entsefaliit,entsefaliiti,"Mullu vapustas maailma kummaline haigus , seitse inimest suri New Yorgis senitundmatusse entsefaliiti .",,,"['Mullu vapustas maailma kummaline haigus.', 'Seitse inimest suri New Yorgis senitundmatusse entsefaliiti.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
18131243,27547644,3,haigestuma,,adit,onühhomükoos,onühhomükoosi,"Inglismaal haigestub onühhomükoosi keskmiselt 4,8 inimest tuhande täiskasvanu kohta , kusjuures sagedasem on haigestumine meeste hulgas ning sagedamini diagnoositakse varbaküünte seenhaigust ( 7 , 8 ) .",,,"['Inglismaal haigestub onühhomükoosi keskmiselt 4,8 inimest tuhande täiskasvanu kohta.', 'Onühhomükoosi haigestumine on sagedasem meeste hulgas.', 'Onühhomükoosi diagnoositakse sagedamini varbaküünte seenhaigust.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
1074725,1708377,23,haigestuma,,ill,ajukasvaja,ajukasvajasse,"Mõlema uurimuse puhul leidsid teadlased , et ükskõik mis meetodiga uurimisandmeid ka ei analüüsi , kuskil pole mingit viidet sellele , et ajukasvajasse haigestuvad just need , kes mobiiltelefoniga räägivad eriti palju .",,,"['Mõlema uurimuse puhul leidsid teadlased, et ükskõik mis meetodiga uurimisandmeid ka ei analüüsi, kuskil pole mingit viidet sellele, et ajukasvajasse haigestuvad just need, kes mobiiltelefoniga räägivad eriti palju.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
867555,1381900,9,haigestuma,,ill,nohusse-köha,nohusse-köhasse,"Kui seda on vähe , haigestub inimene sagedamini nohusse-köhasse ja viirushaigustesse .",,,"['Kui seda on vähe, haigestub inimene sagedamini nohusse-köhasse.', 'Kui seda on vähe, haigestub inimene sagedamini viirushaigustesse.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
10812425,17317261,1,haigestuma,,adit,ajuinfarkt,Ajuinfarkti,"Ajuinfarkti haigestub igal aastal 160-195 inimest 100 000 elaniku kohta , kõikidest surmapõhjustest on ajuinfarkt kolmandal kohal .",,,"['Ajuinfarkti haigestub igal aastal 160-195 inimest 100 000 elaniku kohta.', 'Kõikidest surmapõhjustest on ajuinfarkt kolmandal kohal.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
12108045,19384127,3,surema,,adit,diabeet,diabeeti,Maailmas sureb diabeeti sama palju inimesi kui aidsi .,,,['Maailmas sureb diabeeti sama palju inimesi kui aidsi.'],|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
867688,1382145,2,surema,,adit,ajakiri,ajakirja,Suri ajakirja Novõi Mir peatoimetaja,syntax,,['Suri ajakirja Novõi Mir peatoimetaja.'],,,,,no,no,no,yes,no,yes,no,L,s_n80,y,e
6200612,9957582,12,haigestuma,,adit,viirushaigus,viirushaigusse,"Olnud paar nädalat enne Birminghami sise-MM-i heas vormis , haigestus ta viirushaigusse , mis hiljem arenes kopsuklamüüdiaks .",,,"['Ta oli paar nädalat enne Birminghami sise-MM-i heas vormis.', 'Ta haigestus viirushaigusse.', 'Viirushaigus arenes hiljem kopsuklamüüdiaks.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
9329572,14985266,5,nakatuma,,adit,Hip-Hop,Hip-Hopi,Olen nakatunud Prantsuse Kuninglikku Hip-Hopi .,,,['Olen nakatunud Prantsuse Kuninglikku Hip-Hopi.'],|L|AL|EL|LS|LT|ALT|ELT|LST|,,,ORG,no,no,no,no,no,no,no,L,s_n80,y,y
2332675,3735775,10,haigestuma,,adit,soolte-vähk,soolte-vähki,"See summa pole suur , kui arvestada , et soolte-vähki haigestub aastas paar tuhat ning sureb tuhat soomlast .",,,"['See summa pole suur.', 'Sooltevähki haigestub aastas paar tuhat soomlast.', 'Sooltevähki sureb aastas tuhat soomlast.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
3248810,5220366,6,surema,,adit,sissehingamine,sissehingamisse,"Inimesed , kes mürgise suitsu sissehingamisse ka otseselt ei sure , kannatavad hingamisteede haiguste , nagu bronhiidi ja kopsupõletiku , käes .",,,"['Inimesed ei sure alati mürgise suitsu sissehingamisse otseselt.', 'Inimesed kannatavad hingamisteede haiguste käes.', 'Hingamisteede haigused on näiteks bronhiit ja kopsupõletik.']",,,,,no,no,no,no,no,no,no,,s_n80,,
6364090,10226621,15,haigestuma,,adit,kodu,koju,"Tegemist oli kaks aastat Hiinas Guandongi provintsis töötanud 33aastase mehega , kes haigestus teel koju .",syntax,,"['Tegemist oli 33-aastase mehega.', 'Mees töötas kaks aastat Hiinas Guandongi provintsis.', 'Mees haigestus teel koju.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,s_n80,y,e
1535910,2444398,18,nakatuma,,adit,teetanus,teetanusse,Praegu hoolsalt ratsatrennis käiv Kati valmistub nimelt uue täkuga sõitmiseks - jõuluajal nakatus ju tema nooruke mära teetanusse ja suri .,,,"['Kati käib praegu hoolsalt ratsatrennis.', 'Kati valmistub uue täkuga sõitmiseks.', 'Kati nooruke mära nakatus jõuluajal teetanusse.', 'Kati nooruke mära suri.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
5993184,9618660,18,haigestuma,,ill,viir,viirusse,"Eesti seisab senikardetust suurema HI-viiruse epideemia lävel , sest praeguse nakatumise tempo juures haigestub aasta lõpuks surmavasse viirusse üle tuhande inimese .",,,"['Eesti seisab senikardetust suurema HI-viiruse epideemia lävel.', 'Praeguse nakatumise tempo juures haigestub aasta lõpuks surmavasse viirusse üle tuhande inimese.']",,,,,no,no,no,no,no,no,no,,s_n80,,
6245616,10031853,4,nakatuma,,adit,mädanik,mädanikku,Puu on luuviljaliste mädanikku nakatunud .,,,['Puu on nakatunud luuviljaliste mädanikku.'],|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
15764525,24587295,9,haigestuma,,ill,punetised,punetistesse,"Nii haigestusid lapsed esimesel eluaastal mumpsi harva , punetistesse aga sageli .",,,"['Lapsed haigestusid esimesel eluaastal mumpsi harva.', 'Lapsed haigestusid esimesel eluaastal punetistesse sageli.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
927895,1478168,12,surema,,adit,südameinfarkt,südameinfarkti,"Esialgu möödus vulkaanipurse suuremate ohvriteta , vaid üks 75aastane külamees suri südameinfarkti , kui nägi tulemäe kraatrit leekides .",,,"['Esialgu möödus vulkaanipurse suuremate ohvriteta.', 'Üks 75-aastane külamees suri südameinfarkti.', 'Külamees nägi tulemäe kraatrit leekides.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
13341882,21344132,5,haigestuma,,adit,vöötohatis,vöötohatisse,1998 . a haigestusin ka vöötohatisse .,,,['Ma haigestusin 1998. aastal vöötohatisse.'],|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
4965436,7972480,9,haigestuma,,ill,närvihaigus,närvihaigusesse,"Saaremaalt pärit 14-aastane nooruk haigestus Eestis harva esinevasse närvihaigusesse , millest paranemine võib kesta mitu kuud .",,,"['Saaremaalt pärit 14-aastane nooruk haigestus Eestis harva esinevasse närvihaigusesse.', 'Närvihaigusest paranemine võib kesta mitu kuud.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
462400,724997,5,haigestuma,,adit,gripp,grippi,Moskvas haigestub iga päev grippi 134 inimest 10 000 elaniku kohta .,,,['Moskvas haigestub iga päev grippi 134 inimest 10 000 elaniku kohta.'],|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
3715947,5984442,8,surema,,adit,teetanus,teetanusse,Paraku sureb igal aasta Eestis paar inimest teetanusse .,,,['Igal aastal sureb Eestis paar inimest teetanusse.'],|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n80,,
12771499,20429481,4,surema,,adit,puupiiritusemürgitus,puupiiritusemürgitusse,Valitsus eraldas Pärnumaal puupiiritusemürgitusse surnud inimeste orvuks jäänud lastele ühekordseks toetuseks 83 000 krooni .,,,"['Valitsus eraldas 83 000 krooni.', 'Toetus oli mõeldud Pärnumaal puupiiritusemürgitusse surnud inimeste orvuks jäänud lastele.', 'Toetus oli ühekordne.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
10968562,17568161,16,nakatuma,,adit,veisehullus,veisehullusse,"Viitega Läti ajalehes “ Neatkariga ” avaldatud teatele mainiti , et seda haigust põhjustab nn veisehullusse nakatunud looma liha söömine .",???,"Teade avaldati Läti ajalehes Neatkarīgā.
Selles teates mainiti üht haigust.
Seda haigust põhjustab veisehullusesse nakatunud looma liha söömine.","['Läti ajalehes “Neatkariga” avaldati teade.', 'Teates mainiti, et seda haigust põhjustab nn veisehullusse nakatunud looma liha söömine.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
812933,1297038,4,surema,,adit,kuumasurm,kuumasurma,"Neli inimest suri kuumasurma New Jerseys , kaks Pittsburgi piirkonnas , kolm Uus-Inglismaal ja kaks Washingtonis .",,,"['Neli inimest suri kuumasurma New Jerseys.', 'Kaks inimest suri kuumasurma Pittsburgi piirkonnas.', 'Kolm inimest suri kuumasurma Uus-Inglismaal.', 'Kaks inimest suri kuumasurma Washingtonis.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
7583289,12170228,1,haigestuma,,ill,Mukooshaigus,Mukooshaigusesse,Mukooshaigusesse ( MH ) haigestuvad 6–24 kuu vanused PI-loomad .,,,['Mukooshaigusesse haigestuvad 6–24 kuu vanused PI-loomad.'],,,,,no,no,no,no,no,no,yes,S,s_n80,,
2679319,4298260,8,haigestuma,,adit,kõhulahtisus,kõhulahtisusse,"Eelmisel nädalal haigestusid Tallinki laeva Romantika reisijad kõhulahtisusse , Eesti tervisekaitseinspektsiooni hinnangul on kõige tõenäolisem adenoviirus , mida rahvasuu on ka kõhugripiks nimetanud , teatas BNS .",,,"['Eelmisel nädalal haigestusid Tallinki laeva Romantika reisijad kõhulahtisusse.', 'Eesti tervisekaitseinspektsiooni hinnangul on kõige tõenäolisem adenoviirus.', 'Rahvasuus on adenoviirust nimetatud ka kõhugripiks.', 'Selle teate edastas BNS.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
5985649,9606118,5,surema,,adit,insult,insulti,"Venemaal sureb igal aastal insulti 500 tuhat inimest ( teine koht maailmas ) ning sealsed meedikud loodavad , et juba järgmisel aastal saabuvad nendest ainetest koosnevad ravimid ka sinna .",,,"['Venemaal sureb igal aastal insulti 500 tuhat inimest.', 'Venemaa on insuldisurmade arvu poolest teisel kohal maailmas.', 'Venemaa meedikud loodavad, et juba järgmisel aastal saabuvad nendest ainetest koosnevad ravimid ka sinna.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
3437231,5533627,25,nakatuma,,adit,A-hepatiit,A-hepatiiti,"Nakatumiste statistika põhjal on välja arvutatud , et keskmiselt viibib ühes 333 reisijaga lennukis , mis naaseb kõrge A-hepatiidi riskiga piirkonnast , vähemalt üks A-hepatiiti nakatunud inimene .",,,"['Nakatumiste statistika põhjal on välja arvutatud üks keskmine näitaja.', 'Ühes 333 reisijaga lennukis on vähemalt üks A-hepatiiti nakatunud inimene.', 'Lennuk naaseb kõrge A-hepatiidi riskiga piirkonnast.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
7602351,12198871,15,surema,,adit,ahvihammustus,ahvihammustusse,"Ja lõpuks ei või sugugi kindel olla , et botaanik Ezra Chater Martinique'i saarel ahvihammustusse suri või poeet Byron Sidley pargis jänese laskis , duellipidamisest rääkimata .",,,"[""Pole kindel, et botaanik Ezra Chater suri Martinique'i saarel ahvihammustusse."", 'Pole kindel, et poeet Byron laskis Sidley pargis jänese.', 'Pole kindel, et Byron pidas duelli.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
384915,597683,4,haigestuma,,adit,kehvveresus,kehvveresusse,Tudeng haigestus raskekujulisse kehvveresusse ja suri .,,,"['Tudeng haigestus raskekujulisse kehvveresusse.', 'Tudeng suri.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
13270331,21231051,8,surema,,adit,sisehaigus,sisehaigusse,Mari haigestus ja suri hiljem mingisse raskesse sisehaigusse ja Indrek pidas end oma ema mõrvariks .,,,"['Mari haigestus.', 'Mari suri hiljem mingisse raskesse sisehaigusse.', 'Indrek pidas end oma ema mõrvariks.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
936835,1491856,13,surema,,adit,südamehaigus,südamehaigusse,Kambodža ekspeaminister ja kuningas Norodom Sihanouki liitlane Son Sann suri teisipäeval 89-aastaselt südamehaigusse .,,,"['Son Sann oli Kambodža ekspeaminister.', 'Son Sann oli kuningas Norodom Sihanouki liitlane.', 'Son Sann suri teisipäeval südamehaigusse.', 'Son Sann oli 89-aastane.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
2138054,3415162,3,nakatuma,,adit,marutõbi,marutõppe,Maailmas nakatub marutõppe igal aastal kuni 100 000 inimest .,,,['Maailmas nakatub marutõppe igal aastal kuni 100 000 inimest.'],|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
1405361,2235182,14,haigestuma,,ill,lihasööjabakter,lihasööjabakterisse,"Breibergi sõnade kohaselt on Mustamäe haiglas praegu Tallinnast pärit inimene , kes haigestus lihasööjabakterisse kulmuvigastusest .",,,"['Breiberg ütles, et Mustamäe haiglas on praegu Tallinnast pärit inimene.', 'See inimene haigestus lihasööjabakterisse.', 'Haigus sai alguse kulmuvigastusest.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
1963565,3131233,13,surema,,adit,veen,veeni,"Kaheksa ühe Bangladeshi haigla patsienti surid pärast vananenuks osutunud füsioloogilise lahuse manustamist veeni , 15 inimesel aga tekkis kõrge palavik .",syntax,"Kaheksa patsienti surid.
Need patsiendid olid ühest Bangladeshi haiglast.
Neile manustati veeni vananenuks osutunud füsioloogilist lahust.
Viieteistkümnel inimesel tekkis kõrge palavik.","['Kaheksa ühe Bangladeshi haigla patsienti surid.', 'Patsiendid surid pärast vananenuks osutunud füsioloogilise lahuse manustamist veeni.', '15 inimesel tekkis kõrge palavik.']",,,,,no,no,no,yes,no,yes,no,L,s_n80,y,e
17061507,26224260,8,surema,,adit,Kuressaare,Kuressaarde,"Pakk oli kaks aastat tagasi saadetud Tallinnast Kuressaarde surnud Lembitu õele , et too venna maha mataks .",syntax,"Pakk saadeti kaks aastat tagasi.
Pakk saadeti Tallinnast Kuressaarde.
Paki saajaks oli Lembitu õde.
Lembitu oli surnud.
Õde pidi venna maha matma.","['Pakk saadeti kaks aastat tagasi Tallinnast Kuressaarde.', 'Pakk saadeti surnud Lembitu õele.', 'Õde pidi venna maha matma.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,ORG,no,no,no,yes,no,yes,no,L,s_n80,y,e
11853597,18970090,16,surema,,adit,metanoolisurm,metanoolisurma,Valitsusjuhi kohalolekuga alkoholitootmise õilistamine ja tarbimise propageerimine ning sellega seotud aktsiisilaekumised on valitsuse kindlaks prioriteediks metanoolisurma surnud vähemväärtuslikuma elanikekontingendi ees .,,,"['Valitsusjuhi kohalolekuga õilistatakse alkoholitootmist.', 'Valitsusjuhi kohalolekuga propageeritakse alkoholi tarbimist.', 'Alkoholitootmise ja tarbimisega seotud aktsiisilaekumised on valitsuse kindel prioriteet.', 'Valitsus peab metanoolisurma surnud vähemväärtuslikuma elanikekontingenti vähem tähtsaks.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
4940873,7933278,9,surema,,adit,taud,taudi,"Ta on kindlalt veendunud , et hullu lehma taudi surnud loom Rakvere Lihakombinaati ei pääse .",???,"Ta on kindlalt veendunud.
Loom on surnud hullu lehma taudi.
See loom ei pääse Rakvere Lihakombinaati.","['Ta on kindlalt veendunud.', 'Hullule lehma taudi surnud loom Rakvere Lihakombinaati ei pääse.']",,,,,no,no,no,no,no,no,yes,S,s_n80,,
243350,389280,17,haigestuma,,ill,südamehaigus,südamehaigustesse,"Euroopas peaks igal sündival lapsel olema õigus elada vähemalt 65. eluaastani , ilma et ta haigestuks südamehaigustesse .",,,"['Euroopas peaks igal sündival lapsel olema õigus elada vähemalt 65. eluaastani.', 'Laps ei tohiks enne 65. eluaastat haigestuda südamehaigustesse.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
11329863,18157090,7,haigestuma,,adit,trihhomoniaas,trihhomoniaasi,"Tervisekaitseinspektsiooni andmetel haigestus kõige rohkem inimesi trihhomoniaasi , kokku 1778 juhul .",,,"['Tervisekaitseinspektsiooni andmetel haigestus kõige rohkem inimesi trihhomoniaasi.', 'Trihhomoniaasi haigestus kokku 1778 inimest.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
4399264,7075658,16,surema,,adit,hapnikupuudus,hapnikupuudusse,""" Eelmisel kevadel , kui veetase oli tänavusest kõrgem , tõmbasime järvest välja 20 tonni hapnikupuudusse surnud angerjaid , "" ütles Võrtsjärve endoloogiajaama kalabioloog Andu Kangur .",???,"Võrtsjärve endoloogiajaama kalabioloog Andu Kangur ütles midagi.
Eelmisel kevadel oli veetase kõrgem kui tänavu.
Eelmisel kevadel tõmmati järvest välja 20 tonni angerjaid.
Angerjad olid surnud hapnikupuuduse tõttu.","['Eelmisel kevadel oli veetase kõrgem kui tänavu.', 'Järvest tõmmati välja 20 tonni hapnikupuudusse surnud angerjaid.', 'Seda ütles Võrtsjärve endoloogiajaama kalabioloog Andu Kangur.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n80,,
