head_id|head_form|head_lemma|verb_form|verb|verb_compound|morph_case|sentence_id|sentence|phrase|ekilex_tag
663994|koalitsioonist|koalitsioon|lahkus|lahkuma||el|425762|Närvid kaotas valitsuskoalitsiooni kuuluv Demokraatlik Partei Peremees , kes nõudis olulisi järeleandmisi Moskvale ja lahkus koalitsioonist .|lahkus koalitsioonist|not_location
707176|koalitsioonist|koalitsioon|lahkuks|lahkuma||el|451577|Läti ajakirjanduse versiooni järgi püüab Läti Tee praegu iga hinna eest Uut Parteid mõjutada , et see ei lahkuks koalitsioonist , vaid neelaks solvangu alla ja nimetaks oma ridadest uue majandusministri .|see ei lahkuks koalitsioonist|not_location
760572|treenerist|treener|lahkus|lahkuma||el|484125|Endiselt kodumaalt lahkus Nastja koos treenerist isa Vladimiriga 14-aastaselt .|kodumaalt lahkus Nastja koos treenerist isa Vladimiriga 14-aastaselt|not_location
795403|erakonnast|erakond|lahkub|lahkuma||el|505562|Endine keskerakondlane Jakko Väli lõi esimesena Eestis pretsedendi , kus seadust rikkunud poliitik lahkub kohe erakonnast , riigitöölt ja poliitikast .|poliitik lahkub kohe erakonnast|not_location
807067|aastavahetusest|aastavahetus|lahkub|lahkuma||el|512644|Hansapanga infotehnoloogia direktor ja juhatuse liige Tõnis Sildmäe lahkub aastavahetusest ametist ja saab nõukogu liikmeks .|direktor lahkub aastavahetusest ametist|time
11123|kodus|kodu|tegeleb|tegelema||in|6448|Hetkel tegeleb ta kodus kahe poisiga : kahe ja poole aastase Karl Elmariga ning kümneaastase Henryga Raidi esimesest abielust .|Hetkel tegeleb ta kodus poisiga Karl|location
15078|haiglas|haigla|tegelnud|tegelema||in|8763|Itaallasega Mustamäe haiglas tegelnud arste , Anne Perlit ning näo- ja lõualuukirurgi Hamor Kaha ei õnnestunud enne numbri trükkiminekut tabada .|Itaallasega haiglas tegelnud|location
60389|Ameerikas|Ameerika|tegeleb|tegelema||in|35037|Kas info selle kohta , et Beatrice tegeleb Ameerikas striptiisiga , vastab tõele ?|Beatrice tegeleb Ameerikas striptiisiga|location
89912|Austraalias|Austraalia|tegeled|tegelema||in|52010|Millega sa Austraalias tegeled ?|Millega sa Austraalias tegeled|location
90581|peamajas|peamaja|tegelevad|tegelema||in|52378|Jehoova tunnistajate peamajas tegelevad inimesed paljude probleemidega .|peamajas tegelevad inimesed probleemidega|location
98753|Soomes|Soome|tegeleb|tegelema||in|57221|Fred Rohula tegeleb Soomes ärikoolitusega .|Fred tegeleb Soomes ärikoolitusega|location
134568|väikeriigis|väikeriik|tegeleb|tegelema||in|78964|Mõtelge ise , Ühendriikide asevälisminister tegeleb mingis tundmatus väikeriigis mingi tundmatu ühisfirma loomisega .|asevälisminister tegeleb väikeriigis loomisega|location
155505|Eestis|Eesti|tegeleb|tegelema||in|91958|Kala püügi ja töötlemisega tegeleb Eestis 11 000 inimest .|püügi tegeleb Eestis inimest|location
172344|Tartus|Tartu|tegeleb|tegelema||in|101902|“ Tartus tegeleb uurija praegu keskmiselt 26 ja Pärnus 29 kriminaalasja menetlemisega , Eesti keskmine on 30 kriminaalasja ühe ametniku kohta , ” märkis Sepp .|Tartus tegeleb uurija praegu keskmiselt 26 menetlemisega|location
177344|Nõukogus|nõukogu|tegelevad|tegelema||in|105165|Ühe prioriteedi eelisarendamine poleks ka võimalik , sest Nõukogus tegelevad erinevate valdkondadega komisjonid , mis oma tööd ei katkesta .|Nõukogus tegelevad komisjonid|location
252372|lähiminevikus|lähiminevik|tegelesid|tegelema||in|151302|Ei ole ju eriline saladus , millega tegelesid lähiminevikus ja millega tegelevad praegu näiteks Arnold Rüütel ja Indrek Toome .|millega tegelesid lähiminevikus|time
252372|lähiminevikus|lähiminevik|tegelevad|tegelema||in|151302|Ei ole ju eriline saladus , millega tegelesid lähiminevikus ja millega tegelevad praegu näiteks Arnold Rüütel ja Indrek Toome .|millega tegelevad praegu Arnold|time
887264|koguses|kogus|tegeles|tegelema||in|561134|Linnu väitel tegeles ta narkootikumide müügiga väikeses koguses .|väitel tegeles ta müügiga koguses|not_location
935406|lapsepõlves|lapsepõli|tegelnud|tegelema||in|590270|Juba lapsepõlves aktiivselt spordiga tegelnud Hoff alustas aerutamist 15-aastaselt ning hoidis mitmel aastal enda käes Lõuna-Norra juunioride tshempioni tiitlit .|lapsepõlves aktiivselt spordiga tegelnud|time
1513667|lapsepõlves|lapsepõlv|tegelesin|tegelema||in|950349|"Maalimisega tegelesin lapsepõlves ja hiljem kah natuke , aga erilist kutsumust mul sel alal pole . """|Maalimisega tegelesin lapsepõlves natuke|time
1758136|Koreas|korea|tegeleb|tegelema||in|1106416|Lisaks kunstile tegeleb Altnurme Koreas ka näitlemisega , mängides kohalikus seebiseriaalis .|Lisaks tegeleb Koreas näitlemisega mängides|state
1979366|trennis|trenn|tegelevad|tegelema||in|1244923|"Millega nad trennis tegelevad ? "" küsib ta retooriliselt ."|Millega nad trennis tegelevad|event
1979675|augustis|august|tegelesin|tegelema||in|1245128|Viimati tegelesin viinajoomisega augustis sõber Andruse sünnipäeval suurepärases restoranis Troika .|Viimati tegelesin viinajoomisega augustis sünnipäeval restoranis|time
2022029|unes|uni|tegelesid|tegelema||in|1272446|Liege teadlased usuvad , et katsealused tegelesid unes õigete lahenduste otsimisega .|katsealused tegelesid unes otsimisega|state
2023221|unes|uni|tegelesid|tegelema||in|1273173|Liege teadlased usuvad , et katsealused tegelesid unes õigete lahenduste otsimisega .|katsealused tegelesid unes otsimisega|state
4081|kohvikusse|kohvik|viib|viima||ill|2405|“ Ma pole veel täna söönud , ” viib Sahlene meid oma igapäevasesse kohvikusse .|viib Sahlene meid kohvikusse|location
4500|haiglasse|haigla|viis|viima||ill|2701|Pinge viis noore diiva koguni haiglasse .|Pinge viis diiva haiglasse|location
14367|haiglasse|haigla|viis|viima||ill|8366|Siis tassis Vahur iga päev Kadi süles autosse ja viis haiglasse treeningutele , et jalg korralikult taastuks . ”|viis haiglasse treeningutele taastuks|location
23074|Tallinnasse|Tallinn|Viisite|viima||ill|13302|Viisite ta esmalt Tallinnasse või|Viisite ta esmalt Tallinnasse|location
24091|Tartusse|Tartu|viib|viima||ill|13908|Ta käsutab lapsed Richardi ( 13 ) , Margareta ( 11 ) ja Brigita ( 5 ) autosse ning viib nad üle neljakümne kilomeetri kaugusele Tartusse kooli-lasteaeda .|viib nad kaugusele Tartusse kooli-lasteaeda|location
27540|palatisse|palat|viib|viima||ill|15920|Helje ise kehastab meditsiiniõde , kes laevahukust pääsenud advokaadile Erik Westermarkile palatisse rõivad viib ja teda kaduma jäänud poja pärast rahustab .|kes advokaadile palatisse rõivad viib|location
62924|tubadesse|tuba|viisime|viima||ill|36380|Laenasime sealt mõned trenazhöörid ja viisime need tubadesse .|viisime need tubadesse|location
65870|Tartusse|Tartu|viib|viima||ill|38045|Ent Alo , kellel on Tartus kirjastus , viib iga päev lapsed Tartusse kooli ja lasteaeda , mina sõidan tööle kas Pärnusse , Tartusse või Tallinna . ”|Alo viib päev lapsed Tartusse kooli|location
76415|perekonnaseisuametisse|perekonnaseisuamet|viisid|viima||ill|44198|Tallinna linnakohtu kohtunik MERLE PARTS ja endine kaitsepolitsei juhtivtöötaja PRIIT TIKERPE viisid läinud nädalal perekonnaseisuametisse avalduse abielu lahutamiseks .|kohtunik viisid nädalal perekonnaseisuametisse avalduse|location
77105|Moskvasse|Moskva|viisid|viima||ill|44594|Kontserdid viisid Marju juba siis Moskvasse , Kiievisse , Leningradi ...|Kontserdid viisid Marju siis Moskvasse|location
43531|ühiskassasse|ühiskassa|viib|viima||ill|25175|Teine versioon Haitovite järjestikuste mõrvade teemal viib allilma , täpsemalt nn vene ühiskassasse .|versioon viib allilma ühiskassasse|not_location
112264|ohutusse|ohutu|viib|viima||ill|65384|“ Igal taganemisel hävitab iga eriteenistus oma arhiivid või viib need ohutusse kohta .|viib need ohutusse kohta|not_location
147842|eufooriasse|eufooria|viis|viima||ill|87003|Leptiini avastamine viis maailma eufooriasse .|avastamine viis maailma eufooriasse|state
172633|Paidesse|pai|viib|viima||ill|102087|Tema tee viib kõigepealt Tallinnast Paidesse ja sealt Ameerikasse , kus Carmen suure osa oma ajast veedab .|tee viib kõigepealt Tallinnast Paidesse|not_location
183031|laadsesse|laadne|viivad|viima||ill|108758|Kõik Venemaa suuremad ja tähtsamad laevatatavad veeteed viivad kas Põhja-Jäämerre või siis Kaspia mere laadsesse “ tupikusse ” .|veeteed viivad Põhja-Jäämerre laadsesse|not_location
250395|õhinasse|õhin|viinud|viima||ill|150092|Nõnda suurde õhinasse oli planetaariumi loomine teda viinud .|õhinasse oli loomine teda viinud|not_location
254512|algaastatesse|algaasta|viib|viima||ill|152684|“ Muld lõhnab ” viib teose ajas juba Eesti Vabariigi algaastatesse .|lõhnab viib teose ajas juba algaastatesse|time
368047|hukatusse|hukatu|viivad|viima||ill|228559|vajalikke abinõusid neist , mis viivad hukatusse .|mis viivad hukatusse|not_location
397424|tegevusetusesse|tegevusetus|viib|viima||ill|248894|Teisalt tekib küsimus , kas tühihorisont tähendab staatilist seisundit , mis kannab endas psüühilist tegevusele käivitavat pinget või siis vastupidi viib letargilisse tegevusetusesse .|vastupidi viib tegevusetusesse|state
502948|olekusse|olek|Viime|viima||ill|322626|Viime kõik kvantbitid ühte kindlasse olekusse ( algolekusse ) , see operatsioon on võrreldav “ lähtestusega ” klassikalises arvutis .|Viime kvantbitid olekusse|state
22948|Walesis|Wales|sündinud|sündima||in|13221|Walesis , Swanseas töölisklassi perekonda sündinud Catherine pürgis lavale juba lapsepõlves : nelja-aastaselt õppis ta stepptantsu , mõni aasta hiljem võitis ta kohaliku lauluvõistluse , esitades laule ... kust mujalt kui Chicagost .|Walesis Swanseas perekonda sündinud|location
22948|Swanseas|Swansea|sündinud|sündima||in|13221|Walesis , Swanseas töölisklassi perekonda sündinud Catherine pürgis lavale juba lapsepõlves : nelja-aastaselt õppis ta stepptantsu , mõni aasta hiljem võitis ta kohaliku lauluvõistluse , esitades laule ... kust mujalt kui Chicagost .|Walesis Swanseas perekonda sündinud|location
44980|Elvas|Elva|sündinud|sündima||in|26105|Elvas popstaariks sündinud koolitüdruk .|Elvas popstaariks sündinud|location
49505|Argentinas|Argentina|sündinud|sündima||in|28824|( Chris de Burgh on sündinud Argentinas ning elanud lapsena Maltas , Nigeerias ja Sairis .|Chris on sündinud Argentinas|location
52781|Tiibetis|Tiibet|sündinud|sündima||in|30770|Näitleja RICHARD GERE ja tema värske abikaasa CAREY LOWELL kavatsevad adopteerida Tiibetis sündinud kaksikud orvud .|Tiibetis sündinud|location
52783|Tiibetis|Tiibet|sündinud|sündima||in|30771|Näitleja Richard Gere ( 53 ) ja tema värske abikaasa Carey Lowell kavatsevad adopteerida Tiibetis sündinud kaksikud orvud .|Tiibetis sündinud|location
70098|Tbilisis|Tbilisi|sündis|sündima||in|40475|Aleksandr sündis Tbilisis .|Aleksandr sündis Tbilisis|location
74738|Ukrainas|Ukraina|sündinud|sündima||in|43235|Olen sündinud Ukrainas , kuid juba kaheaastasena tulin koos emaga Eestisse .|Olen sündinud Ukrainas|location
82130|Tartus|Tartu|sündis|sündima||in|47635|Kristiina sündis Tartus ja Tartusse jäigi ta elama , kuigi ema põrutas Võrtsjärve-äärsesse kodusse tagasi .|Kristiina sündis Tartus|location
83277|osariigis|osariik|sündinud|sündima||in|48256|Julie Fiona Roberts on sündinud Georgia osariigis .|Julie on sündinud osariigis|location
8496|Jaanuaris|jaanuar|sünnib|sündima||in|4873|Jaanuaris sünnib ALEKSANDER HEINTALU ehk Vigala Sassi ja tema elukaaslase ELO LIIVi koju uus ilmakodanik .|Jaanuaris sünnib ALEKSANDER koju ilmakodanik|time
8497|Jaanuaris|jaanuar|sünnib|sündima||in|4874|Jaanuaris sünnib Aleksander Heintalu ehk Vigala Sassi ( 61 ) ja tema elukaaslase Elo Liivi ( 30 ) koju uus ilmakodanik .|Jaanuaris sünnib Aleksander koju ilmakodanik|time
56281|sõpruses|sõprus|sündis|sündima||in|32755|Kui plaadiasja suve alguses ajama hakati , sündis kõik suures sõpruses .|hakati sündis kõik sõpruses|state
74291|Augustis|august|sünnib|sündima||in|42985|Augustis sünnib tema ja ta elukaaslase Oliver Liivaku ( 31 ) teine laps - vend või õde juba kolmeaastasele Rolandile .|Augustis sünnib tema laps|time
122782|veebruaris|veebruar|sündinud|sündima||in|71617|Mobilisatsiooniga 1944 veebruaris 1904-1918 sündinud meeste kohta , mida toetas ka EV peaminister Jüri Uluots , tuli kokku ligemale 25 000 meest .|Mobilisatsiooniga veebruaris sündinud|time
127978|Juunis|juuni|sündis|sündima||in|74970|Juunis sündis Eesti kõigi aegade vihmarekord .|Juunis sündis vihmarekord|time
208011|Paides|pai|sündinud|sündima||in|124135|Viimasel kolmel aastal on Paides sündinud vaid 100 last aastas .|aastal on Paides sündinud last|not_location
273156|juulis|juuli|sündis|sündima||in|163993|Kontsern sündis tänavu juulis , seekord lõid kampa Põlva , Paide ning Viljandi meierid .|Kontsern sündis tänavu juulis|time
282932|jaanuaris|jaanuar|sündis|sündima||in|169892|Selle aasta jaanuaris sündis Eestis 927 last , niisiis keskmiselt umbes 30 last päevas ning enam kui üks laps tunnis .|jaanuaris sündis Eestis last|time
320708|juunikuus|juunikuu|sündis|sündima||in|194521|Austatud A & A lugejad , järgnev VIP-lugu sündis töises juunikuus ning hea kolleegi Jüri Veeritsa palvel .|lugejad sündis juunikuus|time
1498|Tallinna|Tallinn|tõi|tooma||adit|826|Ema tõi mind suve lõpus Haapsalust Tallinna , mul oli Mustamäel kahetoaline korter .|Ema tõi mind lõpus Haapsalust Tallinna|location
16143|koju|kodu|tõi|tooma||adit|9424|Sama kordus , kui Mark tõi esimese kursuse kevadel Moskvast koju mongoollanna ja tutvustas teda oma noorikuna .|Mark tõi kursuse kevadel Moskvast koju mongoollanna|location
17358|koju|kodu|tood|tooma||adit|10118|Päris nii , raisk , kah ei saa , et tood mauhti naise koju .|tood mauhti naise koju|location
21560|koju|kodu|tõin|tooma||adit|12441|Lisaks tõin koju suure piltidega kodusünnitusraamatu , sest ma arvasin , et nagunii ta saab sellest kuidagi osa .|Lisaks tõin koju kodusünnitusraamatu arvasin|location
23369|koju|kodu|tõi|tooma||adit|13477|Vaiko oli kuuene , kui vanem õde Ene tõi linnast koju kolm vinüülplaati !|õde tõi linnast koju vinüülplaati|location
28553|koju|kodu|toob|tooma||adit|16527|Kuidas käitud , kui su tütar toob koju samasuguse tegelase , nagu sina olid ?|tütar toob koju tegelase olid|location
48688|koju|kodu|toob|tooma||adit|28322|Siis on kindel , et ka tema sind hätta ei jäta ja toob su alati koju , kinnitab ärinaine . ”|toob su alati koju|location
61452|koju|kodu|tõin|tooma||adit|35555|Poega viin küll igal hommikul autoga kooli , esimesel kuul tõin ka koolist koju .|kuul tõin ka koolist koju|location
65899|koju|kodu|tõime|tooma||adit|38057|Kui elasime Tartu eeslinnas Haagel , tõime tihtilugu lapsed koju ja sõitsime Tartusse tagasi .|elasime tõime tihtilugu lapsed koju|location
90286|koju|kodu|toob|tooma||adit|52232|Ja see võib olla lõhkuja enda laps , kes toob lõpuks haiguse koju ning sureb .|kes toob lõpuks koju|location
1478|teadvusse|teadvus|tõi|tooma||adit|815|“ Olen rahul , et ma pole juba aastaid majapidamis-töödesse uppunud , ” kinnitab KERSTI KRACHT , kes tõi eesti rahva teadvusse termini “ edukas naisettevõtja ” .|kes tõi teadvusse termini|not_location
251140|trenni|trenn|too|tooma||adit|150507|Kahtlemata on poksi ümber hiiliv allilm üks põhjus , miks eesti emad poegi trenni ei too .|emad poegi trenni ei too|event
292397|suhtumisse|suhtumine|tooksid|tooma||adit|175852|Sellistest skandaalidest oleks kasu siis , kui need tooksid pöörde meie suhtumisse alkoholi .|need tooksid pöörde suhtumisse alkoholi|not_location
325404|taasesitusse|taasesitus|toob|tooma||adit|199011|Kelmekõlar toob heli taasesitusse ka uusi võimalusi .|Kelmekõlar toob taasesitusse võimalusi|not_location
568629|teadvusse|teadvus|toob|tooma||adit|367621|Eelkõige toob see termin meie teadvusse tõiga , et iga kommunikatsioon sisaldab somaatilist elementi .|Eelkõige toob termin teadvusse tõiga|not_location
656695|lavastusse|lavastus|toob|tooma||adit|421323|Ometi pole seda teed tahetud või suudetud minna ja see toob lavastusse suurel hulgal arusaamatust ja hämarust .|see toob lavastusse hulgal arusaamatust|event
665571|meeleollu|meeleolu|toob|tooma||adit|426726|Suhteliselt üksluisesesse meeleollu toob pisut sädet duett kantritähe Vince Gilliga .|meeleollu toob sädet duett kantritähe|not_location
779311|ärkamisaega|ärkamisaeg|tõi|tooma||adit|495597|Ta tõi isamaalaulu teema järjepidevusena esimesest ärkamisajast meie teise ärkamisaega ja nüüd juba tugevate protestilauludena , et sütitada meie rahva vabaduspüüdlust võitluses võõr-võimu vastu ka lauluga .|Ta tõi järjepidevusena ärkamisajast ärkamisaega sütitada|time
822908|näitusse|näitus|toob|tooma||adit|522284|"Tuntud viskiklubi tegelane , "" väsinud humanisti "" kuulsusega kunstnik hämmastab kõiki oma jätkuva töövõimega , mis toob näituselt näitusse uusi kvaliteete ."|mis toob näituselt näitusse kvaliteete|event
869696|sõtta|sõda|toob|tooma||adit|550572|See lahing toob pöörde Vaiksel ookeanil peetavasse sõtta - jaapanlased on sunnitud minema üle kaitsele .|lahing toob pöörde sõtta|event
1209|kunstiakadeemiasse|kunstiakadeemia|läks|minema||ill|684|Juhan läks pärast keskkooli küll kunstiakadeemiasse sisekujundust õppima , aga tuli siis emale oma kõhklustest-kahtlustest rääkima .|Juhan läks pärast keskkooli küll kunstiakadeemiasse õppima|location
1991|Columbusesse|Columbus|läheb|minema||ill|1067|Tema seepeale : sa sõidad siis ju vales suunas , see lennuk läheb Columbusesse Ohios .|lennuk läheb Columbusesse Ohios|location
2146|vanglasse|vangla|Läksin|minema||ill|1167|Läksin vanglasse , kus olid elukutselised mõrvarid .|Läksin vanglasse olid|location
10816|fuajeesse|fuajee|Läksin|minema||ill|6261|Läksin fuajeesse , palusin Vollil poikvel oleva ukse lahti teha ning lajatasin esimesele sissetungijale .|Läksin fuajeesse|location
16450|Euroopasse|Euroopa|läheksime|minema||ill|9598|Ja kultuur on neis üsna sarnane , nii et ma tõesti ootan , et me läheksime Euroopasse , et näha seal iga päev erinevaid kultuure .|me läheksime Euroopasse näha|location
16454|Euroopasse|Euroopa|Lähen|minema||ill|9601|Lähen suure huviga Euroopasse .|Lähen huviga Euroopasse|location
17733|Moskvasse|Moskva|läheksin|minema||ill|10368|“ See ei tähenda , et läheksin nüüd Moskvasse elama .|läheksin nüüd Moskvasse elama|location
20560|kasiinosse|kasiino|läksin|minema||ill|11958|Lubasin endale selle eest head ja paremat ning läksin siis kasiinosse , ” räägib Kingo .|läksin siis kasiinosse|location
22513|Hispaaniasse|Hispaania|lähme|minema||ill|12958|Kolm aastat tagasi olime vennaga isa juures saunas , väljas oli sada kraadi külma , ja siis mõtlesime : lähme Hispaaniasse , Mallorcale .|lähme Hispaaniasse|location
23115|täkkesse|täke|läks|minema||ill|13339|Ingridi puhul läks hiljem täkkesse just see ütelus , et ega tegelikult ei võta ju mees naist - naine valib ise mehe ja laseb end siis ära võtta .|Ingridi puhul läks hiljem täkkesse ütelus|location
66042|heaolusse|heaolu|lähebki|minema||ill|38131|Nii enda kui ka Heli omi , ” tunnistab naine , kelle sissetulekust suurim osa lähebki nende loomade heaolusse .|osa lähebki heaolusse|state
83202|Koreasse|korea|lähen|minema||ill|48216|Septembris lähen ma Koreasse , et kirjutada demilitariseeritud tsoonist Põhja- ja Lõuna-Korea vahel .|Septembris lähen ma Koreasse kirjutada|state
86063|treeningusse|treening|mine|minema||ill|49798|Kell kaheksa hommikul ajab vanaema su üles , et mine treeningusse .|mine treeningusse|event
90419|erakondadesse|erakond|lähedki|minema||ill|52301|Siis sa lähedki erakondadesse , ronid Riigikokku , kükitad , teed ja sebid .|Siis sa lähedki erakondadesse|not_location
100115|sajandisse|sajand|läheb|minema||ill|58024|20. sajand tõi siiski uue kultuuri , ka üldiselt , tõi uue kunsti , arhitektuuri - see kõik on ühes suures hoovuses ja ilmselt sama hoovusena läheb ta ka järgmisse sajandisse .|ilmselt hoovusena läheb ta sajandisse|time
100622|hukatusse|hukatu|läks|minema||ill|58297|” Käärmanni sõnad on : “ Ja ta läks , läks hukatusse ise ja viis kaasa hulga teisi . ”|ta läks|not_location
100622|hukatusse|hukatu|läks|minema||ill|58297|” Käärmanni sõnad on : “ Ja ta läks , läks hukatusse ise ja viis kaasa hulga teisi . ”|läks hukatusse ise|not_location
114708|maffiasse|maffia|lähen|minema||ill|66739|“ Mis sest koolist , lähen parem maffiasse , saab vähemalt raha , ” arutles hiljuti Põltsamaa-lähedasest külast dr. Laasi vastuvõtule toodud narkootikumikahtlusega 15-aastane poiss .|lähen parem maffiasse|not_location
141989|külgkaldesse|külgkalle|läks|minema||ill|83457|Nad ei mõista sedagi , miks komisjon püüab iga hinna eest varjata asjaolu , et vesi hakkas tungima autotekile ning laev läks esimest korda külgkaldesse mitte peale kella ühte , vaid juba pool tundi pärast südaööd .|laev läks korda külgkaldesse peale kella ühte|state
189525|lahingusse|lahing|läksid|minema||ill|112800|Kui vaja , läksid lahingusse , sest nende kodumaad ähvardas Saksa okupatsioon .|vaja läksid lahingusse ähvardas|event
271|vanglast|vangla|naasis|naasma||el|153|Olin omadega puntras , sest just enne seda , 1999. aastal naasis vanglast minu abikaasa Oleg Belokrõlov .|enne seda aastal naasis vanglast abikaasa|location
4652|Ameerikast|Ameerika|naasis|naasma||el|2792|Kui Kuusik 1998. aastal Ameerikast naasis , avastas New Yorgi võhmale võtva ööeluga harjunud mees , et Eestis on ainuke “ päris ” ürituse moodi üritus Mutant Disco .|Kuusik aastal Ameerikast naasis|location
15857|Egiptusest|Egiptus|naasis|naasma||el|9240|Ta naasis Egiptusest vahetult enne jõule , kui ka remont uues elamises ühele poole sai .|Ta naasis Egiptusest vahetult enne jõule sai|location
17224|Ameerikast|Ameerika|naasis|naasma||el|10041|Ju oli Igori lennukatel mõtetel sedavõrd jõudu , et kui ta möödunud aasta jaanuaris Ameerikast töölt naasis ja Eestisse elama asus , sai tema pikalt veninud suhe noorukese Maretiga hoo sisse .|ta jaanuaris Ameerikast töölt naasis|location
89342|Itaaliast|Itaalia|naasis|naasma||el|51633|Itaaliast naasis Epp-Maria täpselt emadepäevaks .|Itaaliast naasis Epp-Maria täpselt emadepäevaks|location
97051|Moskvast|Moskva|naasnud|naasma||el|56126|Või hiljuti Moskvast naasnud Juhan Aarele , et alalõpmata Ameerikas viibiva rahvaasemik Gräzini kõrval on tema tõeline kääbus .|hiljuti Moskvast naasnud|location
119545|Itaaliast|Itaalia|naasnud|naasma||el|69501|Kui Raska mõni aeg hiljem Itaaliast naasnud Laaneotsa käest veidra loo kohta aru päris , oli kolonel hämmelduses - tõepoolest , mutrid on üle keeratud .|Raska aeg hiljem Itaaliast naasnud Laaneotsa käest loo kohta aru päris|location
147576|Bagdadist|Bagdad|naasnud|naasma||el|86827|Kümneid kordi rohkem kuluks aga siis , kui ÜRO peasekretär Kofi Annan poleks Bagdadist naasnud kokkuleppega , mille tagajärgede , sisu ja otstarbekuse üle vaieldakse siiamaani .|peasekretär poleks Bagdadist naasnud kokkuleppega|location
193022|Kreekast|Kreeka|naasnud|naasma||el|114897|Kross kõneleb , et hiljaaegu kohanud ta professor Kalle Kasemaad , kes just naasnud Kreekast .|kes just naasnud Kreekast|location
225423|Vietnamist|Vietnam|naasnud|naasma||el|134709|Alles siis , kui Vietnamist naasnud USA sõduritel tekkisid kummalised tervisehäired , hakati kahtlustama troopikametsade hävitamiseks kasutatud oranzhi ainet (  Agent Orange  ) .|Vietnamist naasnud|location
259179|lõunaslaavlasest|lõunaslaavlane|naasis|naasma||el|155554|Hiljuti naasis Hispaaniasse lõunaslaavlasest treener Radomir Antic , kes alustas taas Madridi Atletico treenimist .|Hiljuti naasis Hispaaniasse lõunaslaavlasest treener|not_location
825045|maapaost|maapagu|naasnud|naasma||el|523569|Viimasel ajal jätkas Kot oma tegevust koos USA-st maapaost naasnud Makushiniga .|USA-st maapaost naasnud|state
880972|teadmatusest|teadmatus|naaseb|naasma||el|557392|Ja loota , et mees naaseb kord teadmatusest oma loomingu austajate ette ja sõprade ringi .|mees naaseb kord teadmatusest loomingu austajate ette|state
1073335|eksiilist|eksiil|naaseb|naasma||el|674955|1973. aasta oktoobris naaseb Peron eksiilist , kuid sureb järgmise aasta suvel , jättes võimule oma kolmanda naise .|oktoobris naaseb Peron eksiilist|state
1489896|haigusest|haigus|naasnud|naasma||el|935566|Maailm tunneb sportlasi , kes raskest haigusest hoolimata on tippu naasnud .|kes haigusest hoolimata on tippu naasnud|state
1569910|veerandtunnist|veerandtund|naasis|naasma||el|985226|Kui FBI agent pärast veerandtunnist kohvipausi konverentsisaali naasis , leidis ta kohast , kuhu oli oma sülearvuti jätnud , vaid katkilõigatud juhtmed .|agent pärast veerandtunnist konverentsisaali naasis|time
1665566|reisijaist|reisija|naasis|naasma||el|1047211|Kodumaale naasis pisut üle poole Afganistani lennufirma Boeing 727 pardal viibinud reisijaist .|Kodumaale naasis lennufirma reisijaist|not_location
1760243|pagendusest|pagendus|naasis|naasma||el|1107622|Kui Nõukogude Liidu tuntuim teisitimõtleja Aleksandr Solzhe-nitsõn 1994. aastal 20 aastat kestnud pagendusest kodumaale naasis , tegi ta seda mõnevõrra ootamatul viisil .|teisitimõtleja aastal pagendusest kodumaale naasis|state
1839582|välislähetusest|välislähetus|naaseb|naasma||el|1157818|Eilse päeva jooksul kahanes kooperatiivi Uus-Muuga elektrivõlg küll 50 000 kroonile , kuid Andres Kuljuse sõnul ei saa suvilad ilmselt elektrit tagasi enne järgmist nädalat , sest kooperatiivi esimees naaseb alles pühapäeval välislähetusest .|esimees naaseb alles pühapäeval välislähetusest|event
2918224|demokraadist|demokraat|naasis|naasma||el|1833300|Siis õpetas ta Princetoni ülikoolis , lõi välispoliitilise ajakirja Foreign Policy , naasis demokraadist presidendi Jimmy Carteri ajal diplomaatiasse ning töötas vabariiklase Ronald Reagani aastatel rahvusvahelises investeerimispangas , ajades kokku suure varanduse .|naasis demokraadist ajal diplomaatiasse|not_location
41648|Indiasse|India|olid|olema||ill|24134|Kui Londoni Abbey Roadile ja New Yorgi Strawberry Fieldile kogunesid esimesed leinajad , olid Harrisoni lesk Olivia ja poeg Dhani juba lennukis teel Indiasse , et puistata tema tuhk pühale jõele .|kogunesid olid lesk lennukis teel Indiasse puistata|location
60260|Milanosse|Milano|on|olema||ill|34971|Lennukipilet Tallinna on olemas , piletid Tallinnast Milanosse on olemas .|Lennukipilet on olemas|location
60260|Milanosse|Milano|on|olema||ill|34971|Lennukipilet Tallinna on olemas , piletid Tallinnast Milanosse on olemas .|piletid Tallinnast Milanosse on olemas|location
654094|Londonisse|London|olnud|olema||ill|419840|San Franciscost Londonisse teel olnud 391 reisijale mängiti umbes kolm tundi pärast starti ette salvestatud häire , mis teatas hädamaandumisest , ning selgitas , kuidas vette maandumiseks ettevalmistusi teha .|San Londonisse teel olnud|location
715446|Bergenisse|Bergen|olnud|olema||ill|456615|Stavangerist Bergenisse teel olnud Norra katamaraan Sleipner sõitis eelmise reede õhtul Norra ranniku lähedal karile , murdus pooleks ning uppus .|Stavangerist Bergenisse teel olnud|location
754697|Kairosse|Kairo|olnud|olema||ill|480477|Los Angelesest Kairosse teel olnud Egiptuse kompaniile Egyptair kuulunud reisilennuki pardal oli 199 reisijat ja 15 meeskonnaliiget .|Los Kairosse teel olnud|location
