text,id,label,review,text_id,las
Suurendatud koosseisudega parkimiskontrolli aktsioone on Falck kohustatud läbi viima Tallinna linnaga tänavu märtsi lõpus sõlmitud uue halduslepingu alusel .,2762,"[{""start"": 102, ""end"": 108, ""text"": ""tänavu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13032,55.6
"Tartu ülikooli keskkonnafüüsika instituudi teadur Marko Kaasik , kes juba aastaid on andnud veebis oma ilmaennustusi , pole nelja kuu prognoosi märtsist juunini avaldanud .",2763,"[{""start"": 69, ""end"": 73, ""text"": ""juba"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13049,29.2
"ETV-s leiab paraja hulga vaatajaid ka dokfilm kunstist , kirjandusest või tantsust .",2764,"[{""start"": 35, ""end"": 37, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13055,41.7
"Eesti filmi vaatajanumbrid tõestavad , et eestlane pole tingimata kõmujanuline ja meelelahutusnäljas madallaup - aastal 2005 ETV-s näidatud eesti filmi edetabelisse mahub Rein Marani kaunis loodusfilm "" Eesti kotkad "" ja teravast ühiskonnaprobleemist pajatav tõsielulugu "" Parema elu nimel "" .",2765,"[{""start"": 56, ""end"": 65, ""text"": ""tingimata"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13065,10.0
Kas see on õiglane ?,2766,"[{""start"": 0, ""end"": 3, ""text"": ""Kas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13082,0.0
"1985. aastal kuulutati taas välja , et 4. juulil pärast pallilahingut algab suurepärane show .",2767,"[{""start"": 23, ""end"": 27, ""text"": ""taas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13105,21.4
"Selle asemel , et rahulikult koju magama minna , otsustasid bossid plaani täita , maksku , mis maksab .",2768,"[{""start"": 18, ""end"": 28, ""text"": ""rahulikult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13120,5.6
""" Esmalt kärgatas säärane kõmakas , et iga alla 100 kilo kaaluv magaja hüppas lakke .",2769,"[{""start"": 2, ""end"": 8, ""text"": ""Esmalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13126,0.0
"Hüvitusfondi tegevus on õiguslikult reguleeritud hüvitusfondi seadusega ( RT I 1993 , 35 , 544 ) ja hüvitusfondi põhikirjaga ( RT I 1993 , 61 , 850 ) .",2770,"[{""start"": 24, ""end"": 35, ""text"": ""õiguslikult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13144,4.2
"Fondi põhikapitali kuulub ka see , mis laekub hüvitusfondile kuuluvate obligatsioonide müügist .",2771,"[{""start"": 26, ""end"": 28, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13147,25.0
"Et saada raha , millest maksta obligatsioonide omanikele intresse ja hiljem kõik obligatsioonid tagasi osta , arendab fond mitmekülgset majandustegevust .",2772,"[{""start"": 69, ""end"": 75, ""text"": ""hiljem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13171,35.0
"Katsetustel kasutati andmevahetus- ja juhtimisseadmeid , mis hiljem tarnitakse ühenduse sõlmpunktidesse Espoo alajaama Soomes ning Harku alajaama Eestis .",2773,"[{""start"": 61, ""end"": 67, ""text"": ""hiljem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13219,27.8
"Peamiselt turustatakse Daisy kaubamärgiga pehmepaberi tooteid Eesti , Läti , Leedu ja Skandinaavia turul .",2774,"[{""start"": 0, ""end"": 9, ""text"": ""Peamiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13234,14.3
"Lebedeva suutis end viimaseks katseks ikka kokku võtta , "" kirjeldas ta kahe sümpaatia - venelanna Tatjana Lebedeva ja kreeklanna Hrysopiyí Devetzí - vahelist duelli .",2775,"[{""start"": 38, ""end"": 42, ""text"": ""ikka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13245,16.0
""" Kahju , et Veeral ( Baranova - toim ) nii läks .",2776,"[{""start"": 40, ""end"": 43, ""text"": ""nii"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13246,58.3
"Aga on ikka suur vahe , kas hüpata Türil või Göteborgis , "" kommenteeris ta oma koduse rivaali ebaõnnestumist .",2777,"[{""start"": 7, ""end"": 11, ""text"": ""ikka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13247,10.5
"Kõige põnevamaks osutus Tarmo Kivisilla korraldatud rahvamuusikainstrumentide õpituba , kus tutvustati instrumente parmupillist lõõtspillini .",2778,"[{""start"": 0, ""end"": 5, ""text"": ""Kõige"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13270,0.0
Kunstinäitusel tasub kunsti kõrval seirata ka näitusepaika ennast .,2779,"[{""start"": 43, ""end"": 45, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13275,75.0
Esimesed pildigaleriid tekkisid renessansiajastul ja sealt alguse saanud maalide eksponeerimise komme jäi püsima sajanditeks .,2780,"[{""start"": 53, ""end"": 58, ""text"": ""sealt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13280,35.7
"Päevavalgus jõudis galeriidesse läbi akende või katuse-akende ning 19. sajandi lõpus hakati galeriides ka gaasivalgust kasutama , et nende lahtioleku-aega pikendada .",2781,"[{""start"": 103, ""end"": 105, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13283,57.1
"Üks versioon on , et valgeks värvitud kunstikeskkonda hakkas 1920.-1930. aastatel propageerima New Yorgis asuv moodsa kunsti muuseum , kuid valge kuubi sünnikohana mainitakse ka Viini ja Amsterdami .",2782,"[{""start"": 175, ""end"": 177, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13285,86.7
Tühjas ruumis hakkas kunstiteos elama oma elu ja sattus täpselt vaataja tähelepanu keskmesse .,2783,"[{""start"": 56, ""end"": 63, ""text"": ""täpselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13289,76.9
"Paljud kunstnikud , eriti just noored , võtavad keerulisse ruumi sobitumist väljakutsena .",2784,"[{""start"": 20, ""end"": 25, ""text"": ""eriti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13300,8.3
"Alustasin oma garaažigaleriiga Pärnus sellepärast , et tahtsin näituseid teha .",2785,"[{""start"": 38, ""end"": 49, ""text"": ""sellepärast"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13317,40.0
"Minul pole valijana küll suurt midagi selle vastu , kui Isamaaliit ja Res Publica või Keskerakond ja Rahvaliit ühinevad .",2786,"[{""start"": 20, ""end"": 24, ""text"": ""küll"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13334,15.8
Kuid alati ei tähenda parteide liitumine poliitikas tehet 1 + 1 = 2.,2787,"[{""start"": 5, ""end"": 10, ""text"": ""alati"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13335,0.0
"Eesti ajaloos on olnud olukord , kus 1932. aasta valimistel saavutatud kolme suurima partei toetusprotsendid 40 , 22 ja 21 võrdusid 1934. aasta jaanuaris kokku vähem kui 50-ga .",2788,"[{""start"": 160, ""end"": 175, ""text"": ""vähem kui 50-ga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13338,95.8
"1920. aastate parteide ( üle ) küllusest ( 10-14 parteid riigikogus ) jäi 1932. aastaks ühinemislaine järel alles kolm suurt ( sotsialistid , Rahvuslik Keskerakond ja põllumehed koos asunikega ) ning kolm marginaalset parteid .",2789,"[{""start"": 108, ""end"": 113, ""text"": ""alles"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13339,52.8
Ühinenud parteid hoopis nõrgenesid ja nende hääled hajusid .,2790,"[{""start"": 17, ""end"": 23, ""text"": ""hoopis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13340,0.0
"Keegi ei tea , mida toob august - äkki metsikuid äikesetorme ja üleujutusi ?",2791,"[{""start"": 34, ""end"": 38, ""text"": ""äkki"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13371,53.8
"Diana matustel on lubanud laulda Elton John , samas kui Itaalia tenor Luciano Pavarotti lükkas tagasi Buckinghami palee palve tulla esinema .",2792,"[{""start"": 46, ""end"": 55, ""text"": ""samas kui"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13381,35.0
Patrullekipaaži turvatöötaja märkas väikest poissi öösel kell 2.40 Tartu maanteel asuvas tanklas .,2793,"[{""start"": 51, ""end"": 56, ""text"": ""öösel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13397,41.7
"Sündmuskohale kutsutus politseinikele tunnistas poiss , et veel kaks lastekodu kasvandikku on linna peal jooksus .",2794,"[{""start"": 59, ""end"": 63, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13399,33.3
"Ettepaneku selleks tegi erakonna piirkonnajuhatus , põhjuseks Kristiine halduskogu esimehe valimised eelmise aasta novembris , kui Korp hääletas vastupidiselt erakonna otsusele halduskogu esimehe valimisel keskerakondlase Natalja Vaino poolt .",2795,"[{""start"": 145, ""end"": 158, ""text"": ""vastupidiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13416,71.4
Venemaa soovis tõenäoliselt kättemaksuks oran ?,2796,"[{""start"": 15, ""end"": 27, ""text"": ""tõenäoliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13431,40.0
"Vaatamata mehe priskele ja hoolitsetud , isegi heatahtlikule välimusele seostatakse Mogilevitšit Vene ajakirjanduses mitme palgamõrva tellimisega .",2797,"[{""start"": 41, ""end"": 46, ""text"": ""isegi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13450,12.5
"Ukraina tarbib aastas ligi 76 miljardit kuupmeetrit gaasi , millest 20 miljardit moodustab oma toodang .",2798,"[{""start"": 22, ""end"": 26, ""text"": ""ligi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13486,20.0
Mullu tarnis Gazprom Ukraina kaudu Euroopasse 110 miljardit kuupmeetrit gaasi .,2799,"[{""start"": 0, ""end"": 5, ""text"": ""Mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13487,0.0
"Viimane tähendab samu muusikuid , kes osalenud Bonzo ja Tõuni plaatide salvestamisel : lisaks Bonzole ( laul , suupill , mbira , kitarr ) ja Tõunile ( laul , kitarr , havaikitarr , mbira ) on seal Alari Piispea ( kontrabass , tuba ) , Ahti Bachblum ( klaver , harmoonium ) , Margus Tammemägi ( löökpillid , vibrafon ) , Meelis Unt ( saksofonid , klarnet ) , Tanel Aavakivi ( trompet ) ja Lauri Liivak ( heli ) .",2800,"[{""start"": 189, ""end"": 196, ""text"": ""on seal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13499,49.4
Vaata ka :,2801,"[{""start"": 6, ""end"": 8, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13501,50.0
Laagri on siia püsti pannud Katari abitöötajad .,2802,"[{""start"": 10, ""end"": 14, ""text"": ""siia"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13508,0.0
"Kaarli kiriku juurde oli üles rivistatud rühmad kõigist kaitseliidu malevatest ning naiskodukaitse ja üliõpilaskorporatsiooni Rotalia rühm , kokku 17 rühma ja 18 liputoimkonda üle 500 inimese rivis .",2803,"[{""start"": 141, ""end"": 146, ""text"": ""kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13560,51.9
"Briti julgeolekuteenistustele olid kaks mullu juulis Londoni metroos pommid lõhkema pannud meest teada , kuid neid ei peetud otseseks julgeolekuohuks , teatas Reuters .",2804,"[{""start"": 40, ""end"": 45, ""text"": ""mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13583,4.3
"Briti parlamendi luure ja turvakomitee raporti andmeil oli Briti julgeolekuteenistus MI5 Khanist ja Tanweerist teadlik , kuid ei jälginud neid piisavalt "" resursside nappuse ja teiste oluliste prioriteetide tõttu "" .",2805,"[{""start"": 143, ""end"": 152, ""text"": ""piisavalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13586,66.7
"TALLINN , 21. aprill ( EPLO ) - Eesti Pandipakend kogus esimeses kvartalis enam kui poole 2005. aasta vältel tagastatud pakendite kogusest .",2806,"[{""start"": 75, ""end"": 83, ""text"": ""enam kui"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13616,61.9
"Klassikasõidus andsid kehvad suusad eriti tunda , "" lausus ta .",2807,"[{""start"": 36, ""end"": 41, ""text"": ""eriti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13659,50.0
Soosikute hulka võib arvata ka Sabina Valbusa .,2808,"[{""start"": 28, ""end"": 30, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13665,57.1
""" Paratamatult tekib võrdlusmoment 1941. aastal Maarjamäele rajatud mälestusmärgiga miiniristlejate Avtroil ja Spartak madrustele , kes 1919. a Naissaarel maha lasti .",2809,"[{""start"": 2, ""end"": 14, ""text"": ""Paratamatult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13680,0.0
"Et nende haudu ei leitud , toimus matus fiktiivselt .",2810,"[{""start"": 40, ""end"": 51, ""text"": ""fiktiivselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13682,77.8
"Jõuku kahtlustatakse veel selleski , et pettust kasutades meelitati lapsehoidja ametit lubades Soome arengupeetusega eesti naine , kes lubatud töö asemel kolmeks nädalaks prostituudiks sunniti .",2811,"[{""start"": 21, ""end"": 25, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13691,8.0
"Kindlasti toetavad viimaseid literaadid ja Tõnu Ehasalu , kes eilses Postimehes arvab , et just nemad asendavad Eestis puuduvat kunstiteooriat .",2812,"[{""start"": 0, ""end"": 9, ""text"": ""Kindlasti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13725,0.0
"Kumari sõnul ei muutu kliendi jaoks sisuliselt midagi , sest varasem tase oli võetud kiirmüügiväärtuselt .",2813,"[{""start"": 36, ""end"": 46, ""text"": ""sisuliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13748,40.0
"Tagatisväärtus peab olema olenevalt omafinantseeringu suurusest kuni 1,6 korda laenust suurem .",2814,"[{""start"": 26, ""end"": 63, ""text"": ""olenevalt omafinantseeringu suurusest"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13753,0.0
Shell ja Statoil langetasid eile seoses turul toimunud muudatustega bensiiniliitri hindu Tallinnas viie sendi võrra .,2815,"[{""start"": 28, ""end"": 32, ""text"": ""eile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13759,26.7
"Ühe- kuni kolmetoaliste korterite hinnad jäävad 650 000 ja 1,3 miljoni krooni vahele , 150- ruutmeetrine maja maksab peaaegu kolm miljonit .",2816,"[{""start"": 117, ""end"": 124, ""text"": ""peaaegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13774,85.7
"Nooreks pereks loetakse perekonda või üksikvanemat , kes kasvatab vähemalt ühte alla 16-aastast last .",2817,"[{""start"": 66, ""end"": 74, ""text"": ""vähemalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13776,64.3
"Ehitama hakkame suve lõpus või sügise alguses , praegu käivad ettevalmistustööd , ütles Merko elamuehitusdivisjoni direktor Tiit Kuusik .",2818,"[{""start"": 48, ""end"": 54, ""text"": ""praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13782,44.4
"Piirkonda ehitatakse 32 elamut ja 13 kortermaja , millest igaühes on 14 korterit - kokku 214 eluaset .",2819,"[{""start"": 83, ""end"": 88, ""text"": ""kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13783,76.5
Praegu käib ta korra nädalas arsti juures kontrollis .,2820,"[{""start"": 0, ""end"": 6, ""text"": ""Praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13799,0.0
"Mullu 11. oktoobril juhtus Jõgevamaal Pala vallas raske liiklusõnnetus , kus koolilapsi täis bussile sõitis otsa metsaveoauto Scania .",2821,"[{""start"": 0, ""end"": 5, ""text"": ""Mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13802,0.0
""" Kindlasti neid on , kes tahaksid saarele suvila ehitada , eksootilisi suvilapaiku otsivad paljud , "" selgitas olukorda Postimehele Lääne maavanem Sulev Vare .",2822,"[{""start"": 2, ""end"": 11, ""text"": ""Kindlasti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13810,0.0
Budapesti tsentristliku valitsuse peaminister Gyula Horn lubas aga referendumi korraldamist 1994. aasta valimiskampaania ajal ja soovib nüüd oma sõna pidada .,2823,"[{""start"": 136, ""end"": 140, ""text"": ""nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13820,80.0
"Viimased arvamusküsitlused annavad alust arvata , et NATO-ga liitumist pooldab 57 protsenti valijaist ja otsustavalt on selle vastu 23 protsenti .",2824,"[{""start"": 105, ""end"": 116, ""text"": ""otsustavalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13823,65.0
"Ja teiseks tähendas see avalikkuse eest info varjamist : juba mitu päeva enne reostuse avastamist oli tankeri Flawless kapten saatnud piirivalvele teate , et tekile oli lekkinud tonn rasket kütteõli .",2825,"[{""start"": 57, ""end"": 61, ""text"": ""juba"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13863,26.7
"Võimuliidu hinnangul sobib 22. september sümboliseerima kannatusi , mida on toonud eesti rahvale ajajärgust sõltumata tema maa anastamine mis tahes võõrvallutajate poolt .",2826,"[{""start"": 138, ""end"": 147, ""text"": ""mis tahes"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13888,71.4
Põhiliselt venekeelse elanikkonna esindajad on 22. septembrit tähistanud Tallinna vabastamise päevana .,2827,"[{""start"": 0, ""end"": 10, ""text"": ""Põhiliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13892,9.1
"Kui raha välja arvata , on Naumi sõnul tegemist igati asjaliku klubiga .",2828,"[{""start"": 48, ""end"": 53, ""text"": ""igati"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13909,41.7
"Rindekohviku külalised saavad sõjaaegse muusika saatel ja vanaaegses õhustikus osta traditsioonilisi Soome hõrgutisi nagu pannkoogid moosi ja suhkruga , katlas keedetud kohv ja hernesupp .",2829,"[{""start"": 117, ""end"": 121, ""text"": ""nagu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13933,50.0
"Nüüd on karistuse teada saanud klubidel kolm päeva selleks , et see edasi kaevata .",2830,"[{""start"": 0, ""end"": 4, ""text"": ""Nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,13973,0.0
Iisraeli ärilehe Globes veebiväljaande andmeil müüvad internetikasiinode arendamise ja haldamisega tegeleva Playtechi omanikud esmase avaliku müügi ( IPO ) käigus aktsiaid 240 miljoni USA dollari ehk üle kolme miljardi krooni eest .,2831,"[{""start"": 200, ""end"": 203, ""text"": ""üle"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,13990,80.6
"Organisatsiooni eksperdid nimetavad ajakirjanike mõrvamist "" äärmuslikuks , kuid mitte ainsaks tsensuuri meetodiks "" .",2832,"[{""start"": 81, ""end"": 86, ""text"": ""mitte"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,14015,35.7
"Kuigi 10-15 miljardit krooni maksva kiirtee projekt tõotab odavat populaarsust , tuleks Sotsiaaldemokraatlikul Erakonnal rohkem analüüsida Eesti transpordipoliitika sisulisi vajadusi ning lahendusi .",2833,"[{""start"": 121, ""end"": 127, ""text"": ""rohkem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14029,66.7
"Seal , kus ID-kaardi lugejat pole , näiteks mõnes välisriigis olles , saab tarvitada mobiiltelefoni .",2834,"[{""start"": 0, ""end"": 69, ""text"": ""Seal , kus ID-kaardi lugejat pole , näiteks mõnes välisriigis olles ,"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14037,0.0
Kasutaja jaoks näeb asi välja üsna lihtne .,2835,"[{""start"": 30, ""end"": 34, ""text"": ""üsna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14039,71.4
Nüüd tuleb telefoni peale teade tahad panka ? .,2836,"[{""start"": 0, ""end"": 4, ""text"": ""Nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14045,0.0
"See kood pole kuskil kaardil , vaid sinu peas .",2837,"[{""start"": 14, ""end"": 20, ""text"": ""kuskil"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14047,11.1
"Seega tuli kohtul Hansar selles osas õigeks mõista , sest üks fotografeeritutest oli 14- ja teine 16-aastane .",2838,"[{""start"": 0, ""end"": 5, ""text"": ""Seega"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,14055,0.0
Praegu aitab pensionipõlve pidav odameister vahel vasaraheitjat Terje Matsikut .,2839,"[{""start"": 0, ""end"": 6, ""text"": ""Praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,14105,0.0
Võistlesin ju kahel olümpial .,2840,"[{""start"": 11, ""end"": 13, ""text"": ""ju"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14115,25.0
Alates 16. novembrist lendab Estonian Air taas Kopenhaagenisse .,2841,"[{""start"": 42, ""end"": 46, ""text"": ""taas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14181,75.0
"Pärast sooja sügist ja vihmasadusid on Võrtsjärve veetase hakanud tõusma , kuid karmi külma korral ähvardab kalu siiski hapnikupuudus .",2842,"[{""start"": 113, ""end"": 119, ""text"": ""siiski"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14246,89.5
Kõrgharidust on Tallinna pedagoogilises seminaris võimalik omandada nii eesti kui ka vene keeles .,2843,"[{""start"": 82, ""end"": 84, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14255,61.5
"Kui ma teen pildi näitusele , siis on see minu vaba tegemine ja ma ei arvesta , et pärast oleks tore müüa või ema autosse ära pakkida .",2844,"[{""start"": 30, ""end"": 34, ""text"": ""siis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14292,18.5
""" Lossis on vesi ja elekter sees , võlgu pole üldse , "" on Reivik rahul .",2845,"[{""start"": 46, ""end"": 51, ""text"": ""üldse"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14311,50.0
"See ilmnes siis , kui Toonit vaatama läinud Sellis avastas vana pesa tühjana .",2846,"[{""start"": 11, ""end"": 15, ""text"": ""siis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14344,15.4
Sealt Sellis mune hauduva linnu avastaski .,2847,"[{""start"": 0, ""end"": 5, ""text"": ""Sealt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,14346,0.0
Peale Ganswindti on vahistatud veel kuus inimest .,2848,"[{""start"": 31, ""end"": 35, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14359,57.1
"Võistlusel osaleja peab olema 7-26-aastane ning üllatama mõne uuendusliku ja originaalse ideega , mida saaks ka reaalsuses rakendada .",2849,"[{""start"": 109, ""end"": 111, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14364,66.7
Vaata ka :,2850,"[{""start"": 6, ""end"": 8, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14368,50.0
"Nädalavahetusel toimunud armeeoperatsioon oli selge märguanne Läänele ja ka oma rahvale , et Iraagi valitseja on Saddam , kes ei lase oma autoriteeti kellelgi õõnestada .",2851,"[{""start"": 73, ""end"": 75, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14386,28.0
"Bagdadi eesmärgiks on taastada järkjärgult võim riigi põhjaterritooriumidel , kasutades selleks kurdi rühmituste rivaalitsemist .",2852,"[{""start"": 31, ""end"": 42, ""text"": ""järkjärgult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14392,35.7
"Iraak pole kontrollinud oma kolme põhjaprovintsi 1991. aasta Lahesõja lõpust saadik , mil seal puhkes kurdide ülestõus .",2853,"[{""start"": 90, ""end"": 94, ""text"": ""seal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14394,64.7
Mäletatavasti on Türgi mitmel korral viinud oma väed karistusoperatsioonideks üle Iraagi piiri .,2854,"[{""start"": 0, ""end"": 13, ""text"": ""Mäletatavasti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,14409,0.0
"Artikli autorid tegid ettepaneku Eesti Vabariigi Rahandusministeeriumile , et need investeeringuteks ette nähtud finantsressursid , mille jaotuse üle otsustatakse maakonna tasandil , oleks "" vabalt jaotatavad "" , st haaraksid investeeringute kõrval ka muid tegevusi ( antud juhul uute bussiliinide avamine ja nende doteerimine ) .",2855,"[{""start"": 249, ""end"": 251, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14423,71.1
"Iseloomulik on just madal , ühe töövõimelise elaniku kohta tulev tulumaks .",2856,"[{""start"": 15, ""end"": 19, ""text"": ""just"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14440,18.2
"Samal ajal on piirkonnas väga head geograafilised ja majanduslikud eeldused ekspordiks , tootmiseks ja transiitkaubanduse arenguks .",2857,"[{""start"": 25, ""end"": 29, ""text"": ""väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14445,25.0
"Juhul kui perspektiivis rajatakse kaasaegne raudteetranspordi infrastruktuur , koos kaasaegse veerevkoosseisuga taastub ka rongiliiklus .",2858,"[{""start"": 120, ""end"": 122, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14460,85.7
""" Me oleme juba ligi paarkümmend aastat koos koorilaulu harrastanud , "" räägib Konstantin pilguga Helmalt kinnitust otsides .",2859,"[{""start"": 11, ""end"": 15, ""text"": ""juba"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14478,0.0
"Kui Konstantin oli noorem , meeldis talle laulmisest rohkem viiulit mängida .",2860,"[{""start"": 53, ""end"": 59, ""text"": ""rohkem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,14483,63.6
""" Nojah , ega keegi taha nii suurt poissi söötma hakata , "" arvab Konstantin .",2861,"[{""start"": 25, ""end"": 28, ""text"": ""nii"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14494,46.7
""" Noorena ma nii maias ei olnudki , "" tunnistab ta .",2862,"[{""start"": 13, ""end"": 16, ""text"": ""nii"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,14518,0.0
