COLLECTION	SPANSTART	TYPE	TEXT
3678	1266	Odeprel	nsubj:cop punct appos flat:foreign flat:foreign punct cop amod nmod root punct mark advcl nummod nsubj cc advmod nummod conj nmod cc amod conj cc conj punct
3678	1266	Sdeprel	nsubj:cop _ _ _ _ _ cop amod nmod root punct mark acl nummod nsubj cc advmod nummod conj nmod cc amod conj cc conj punct
			
198517	0	O	MOSKVA , 12.märts ( EPLO ) - Kristjan Rahnu saavutas kergejõustiku sise-MM-il Moskvas seitsmevõistluses neljanda koha , 26aastane eestlane püstitas 6062 punktiga isikliku rekordi tehes seeria 6,91 - 7.33 - 15.78 - 2.04 - 8,01 - 4.90 - 2.54 , 70.
198517	0	S	MOSKVA , 12. märts - Kristjan Rahnu saavutas kergejõustiku sise-MM-il Moskvas seitsmevõistluses neljanda koha , 26aastane eestlane püstitas 6062 punktiga isikliku rekordi tehes seeria 6,91 - 7.33 - 15.78 - 2.04 - 8,01 - 4.90 - 2.54 , 70 .
198517	0	Odeprel	nsubj punct amod conj punct appos punct punct nsubj flat root nmod obl obl obl amod obj punct amod nsubj conj nummod obl amod obj advcl obj obl punct flat punct flat punct flat punct flat punct flat punct flat punct
198517	0	Sdeprel	nmod punct amod nsubj _ _ _ punct appos flat root nmod obl obl obl amod obj punct amod nsubj conj nummod obl amod obj advcl obj obl punct flat punct flat punct flat punct flat punct flat punct flat punct
			
10429	3117	O	Devers püstitas isikliku ( 12,37 ) ja hõbedale tulnud nigeerlanna Glory Alozie Aafrika rekordi ( 12,44 ) .
10429	3117	S	Devers püstitas isikliku ja hõbedale tulnud nigeerlanna Glory Alozie Aafrika rekordi .
10429	3117	Odeprel	nsubj root obj punct parataxis punct cc obl conj nmod appos flat nmod obl punct parataxis punct punct
10429	3117	Sdeprel	nsubj root obl _ _ _ cc conj conj nmod appos flat nmod obj _ _ _ punct
			
617591	4350	O	Aino Kaisa Saarinen ( Soome ) 543 , 5.
617591	4350	S	Aino Kaisa Saarinen 543 , 5 .
617591	4350	Odeprel	nsubj:cop flat flat punct parataxis punct root punct
617591	4350	Sdeprel	root flat flat _ _ _ nummod punct
			
37796	256	O	Varsti pärast seda , kui Venemaa Föderaalne Julgeolekuteenistus ( FSB ) oli teatanud Vene natsionaalbolševike võimalikest aktsioonidest Lätis , läks politsei arreteeritud natsionaalbolševiku Vladimir Moskovtsevi korterisse .
37796	256	S	Varsti pärast seda , kui Venemaa Föderaalne Julgeolekuteenistus oli teatanud Vene natsionaalbolševike võimalikest aktsioonidest Lätis , läks politsei arreteeritud natsionaalbolševiku Vladimir Moskovtsevi korterisse .
37796	256	Odeprel	advmod case obl punct mark nsubj appos appos punct parataxis punct aux acl nmod nmod amod obl nmod punct root nsubj xcomp nmod appos flat obl punct
37796	256	Sdeprel	advmod case obl punct mark nmod amod nsubj:cop _ _ _ cop acl nmod nmod amod obl nmod punct root nsubj xcomp nmod appos flat obl punct
			
614194	12963	O	1.2.2. joonised ( kolmes eksemplaris ) , mis on piisavalt üksikasjalikud võimaldamaks tagumise udulaterna tüübi määramist ning millel on geomeetriliselt kujutatud tagumise udulaterna sõidukile paigaldamise asend , katsetustes nullteljeks võetav vaatlustelg ( horisontaalnurk H = 0° , vertikaalnurk V = 0° ) ning punkt , mis kõnealustes katsetustes võetakse nullkeskmeks ;
614194	12963	S	1.2.2 . joonised , mis on piisavalt üksikasjalikud võimaldamaks tagumise udulaterna tüübi määramist ning millel on geomeetriliselt kujutatud tagumise udulaterna sõidukile paigaldamise asend , katsetustes nullteljeks võetav vaatlustelg ning punkt , mis kõnealustes katsetustes võetakse nullkeskmeks ;
614194	12963	Odeprel	root punct nsubj:cop punct nummod parataxis punct punct nsubj:cop cop advmod acl:relcl advcl amod nmod nmod obj cc obl aux advmod conj amod nmod nmod nmod obj punct obl xcomp acl conj punct appos flat flat flat flat punct conj flat punct nummod flat punct cc conj punct obj amod obl acl:relcl xcomp punct
614194	12963	Sdeprel	nummod punct root _ _ _ _ punct nsubj:cop cop advmod acl:relcl advcl amod nmod nmod obj cc obl aux advmod conj amod nmod nmod nmod obj punct obl xcomp acl conj _ _ _ _ _ _ _ _ _ _ _ _ _ cc conj punct obj amod obl acl:relcl xcomp punct
			
687102	2539820	O	Huvitav , kas niisugune tegevus õnnestuks kopiraidiseaduse �¶24 ( 3 ) raamidesse tõlgendada ?
687102	2539820	S	Huvitav , kas niisugune tegevus õnnestuks kopiraidiseaduse �¶ 24 raamidesse tõlgendada ?
687102	2539820	Odeprel	root punct advmod det nsubj csubj:cop nmod appos flat punct parataxis punct obl csubj punct
687102	2539820	Sdeprel	root punct advmod det obj csubj:cop obl appos flat _ _ _ obl csubj punct
			
519027	1777	O	( Ema Marianne naeratab tunnustavalt ) .
519027	1777	S	.
519027	1777	Odeprel	punct nsubj appos root advmod punct punct
519027	1777	Sdeprel	_ _ _ _ _ _ root
			
480963	398	O	Arvutustele tuginedes selgitab Reinson , et ideaalselt rakendub pearaha ( iga õpilase koolitamiseks annab riik aastas keskmiselt 3550 krooni ) vaid suuremates valdades ja linnades , kus on 500 või rohkem kooliskäijat last .
480963	398	S	Arvutustele tuginedes selgitab Reinson , et ideaalselt rakendub pearaha vaid suuremates valdades ja linnades , kus on 500 või rohkem kooliskäijat last .
480963	398	Odeprel	obl advcl root nsubj punct mark advmod ccomp nsubj punct det nmod obl parataxis nsubj obl advmod nummod obj punct advmod amod obl cc conj punct mark acl nummod cc advmod nmod nsubj punct
480963	398	Sdeprel	obl advcl root nsubj punct mark advmod ccomp nsubj _ _ _ _ _ _ _ _ _ _ _ advmod amod obl cc conj punct mark advcl nummod cc advmod nmod nsubj punct
			
3560	23392	O	// Liivimaa Kuller ( 1994 ) 4 aug. etc .
3560	23392	S	/ / Liivimaa Kuller 4 aug. etc .
3560	23392	Odeprel	punct punct nmod root punct parataxis punct nummod nmod conj punct
3560	23392	Sdeprel	punct punct nmod root _ _ _ nummod appos nmod punct
			
649252	27	O	Elu tunnuseks on ka muutlikkus ( mis käib võibolla arengu alla ) , st « elus robot » peaks evolutsiooni käigus muutuma , roboti järglased peaksid ühe paremaks minema .
649252	27	S	Elu tunnuseks on ka muutlikkus , st « elus robot » peaks evolutsiooni käigus muutuma , roboti järglased peaksid ühe paremaks minema .
649252	27	Odeprel	nmod root cop advmod nsubj:cop punct nsubj parataxis advmod obl case punct punct mark punct amod nsubj punct aux obl case conj punct nmod nsubj aux obl xcomp conj punct
649252	27	Sdeprel	nmod root cop advmod nsubj:cop _ _ _ _ _ _ _ punct mark punct amod nsubj punct aux obl case conj punct nmod nsubj aux obj xcomp conj punct
			
638645	75120	O	- sõidukite kindlustus ( liigid 3 , 7 ja 10 , liigi 10 andmed , välja arvatud vedaja vastutuskindlustus , esitatakse eraldi ) ,
638645	75120	S	- sõidukite kindlustus ,
638645	75120	Odeprel	punct nmod obj punct parataxis nummod cc conj punct nmod nummod conj punct compound:prt root nmod obj punct conj obj punct punct
638645	75120	Sdeprel	punct nmod root _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ punct
			
25019	1899	O	Laulud teiselt korruselt ( Sånger från andra våningen ) , rezhissöör Roy Anderson , Rootsi
25019	1899	S	Laulud teiselt korruselt , rezhissöör Roy Anderson , Rootsi
25019	1899	Odeprel	root amod nmod punct parataxis flat flat flat punct punct conj appos flat punct conj
25019	1899	Sdeprel	root amod nmod _ _ _ _ _ _ punct conj appos flat punct parataxis
			
408737	2768	O	( See oli küll liiga õnnis lootus , kulla Edgar , nagu sa näed , ohkan nüüd ajadistantsilt ) .
408737	2768	S	.
408737	2768	Odeprel	punct nsubj:cop cop advmod advmod amod root punct nmod conj punct mark nsubj advcl punct parataxis advmod obl punct punct
408737	2768	Sdeprel	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ root
			
632389	33534	O	( 1 ) [ Haldusülesanded ] ( a ) Rahvusvaheline büroo täidab käesoleva lepinguga seotud haldusülesandeid .
632389	33534	S	[ Haldusülesanded ] Rahvusvaheline büroo täidab käesoleva lepinguga seotud haldusülesandeid .
632389	33534	Odeprel	punct parataxis punct punct parataxis punct punct parataxis punct amod nsubj root acl obl xcomp obj punct
632389	33534	Sdeprel	_ _ _ punct nsubj punct _ _ _ amod nsubj root acl obl acl obj punct
			
370005	53950	O	Tänutäheks osutatud lahkuse eest kargas Laika muidugi kohe Luigele kaela ( naistel oli , mida koertelt õppida ) ja limpsas teda lõuast .
370005	53950	S	Tänutäheks osutatud lahkuse eest kargas Laika muidugi kohe Luigele kaela ja limpsas teda lõuast .
370005	53950	Odeprel	advmod advcl obl case root nsubj advmod advmod nmod obl punct parataxis cop punct obj obl advcl punct cc conj obj obl punct
370005	53950	Sdeprel	advmod advcl obl case root nsubj advmod advmod obl obl _ _ _ _ _ _ _ _ cc conj obj obl punct
			
181620	1275	O	Võib vist öelda , et Lestberg on võrreldes Deco-näitusega ( stseenid Linnari ja Tiiduga ) , kus juhtiv oli homoerootiline motiiv , lihtsalt vahetanud vanema mehe ema vastu .
181620	1275	S	Võib vist öelda , et Lestberg on võrreldes Deco-näitusega , kus juhtiv oli homoerootiline motiiv , lihtsalt vahetanud vanema mehe ema vastu .
181620	1275	Odeprel	aux advmod root punct mark nsubj aux advcl obl punct parataxis nmod cc conj punct punct mark acl:relcl cop amod nsubj:cop punct advmod ccomp nmod obj obl case punct
181620	1275	Sdeprel	aux advmod root punct mark nsubj aux advcl obl _ _ _ _ _ _ punct mark acl cop amod nsubj:cop punct advmod ccomp nmod obj obl case punct
			
667362	926	O	võttes aluseks nõukogu 16. jaanuari 1969. aasta määruse ( EMÜ ) nr 97/69 ühise tollitariifistiku nomenklatuuri ühtseks kohaldamiseks võetavate meetmete kohta ,  4  kehtetuks tunnistatud määrusega ( EMÜ ) nr 2658/87 , on komisjon vastu võtnud hulga määrusi , mis käsitlevad kaupade klassifitseerimist ühise tollitariifistiku nomenklatuuris ;
667362	926	S	võttes aluseks nõukogu 16. jaanuari 1969. aasta määruse nr 97 / 69 ühise tollitariifistiku nomenklatuuri ühtseks kohaldamiseks võetavate meetmete kohta , 4 kehtetuks tunnistatud määrusega nr 2658 / 87 , on komisjon vastu võtnud hulga määrusi , mis käsitlevad kaupade klassifitseerimist ühise tollitariifistiku nomenklatuuris ;
667362	926	Odeprel	advcl xcomp obj amod nmod amod nmod obj punct appos punct nmod nummod punct conj amod nmod nmod amod obl acl obl case punct obj xcomp conj obl punct parataxis punct nmod nummod punct flat punct aux nsubj compound:prt root nmod obj punct nsubj acl:relcl nmod obj amod nmod nmod punct
667362	926	Sdeprel	advcl xcomp obj amod nmod amod nmod obj _ _ _ nmod nummod punct conj amod nmod nmod amod obl acl obl case punct obj xcomp advcl obl _ _ _ nmod nummod punct flat punct aux nsubj compound:prt root nmod obj punct nsubj acl:relcl nmod obj amod nmod nmod punct
			
523503	1005	O	Loomulikult näitab niisuguse õppekava olemasolu ja selle rakendamine veel midagi täielikku hoolimatust õpilaste ja lapsevanemate ( aga ka õpetajate ) suhtes .
523503	1005	S	Loomulikult näitab niisuguse õppekava olemasolu ja selle rakendamine veel midagi täielikku hoolimatust õpilaste ja lapsevanemate suhtes .
523503	1005	Odeprel	advmod root det nmod obj cc nmod conj advmod obj amod obj nmod cc conj punct cc advmod parataxis punct case punct
523503	1005	Sdeprel	advmod root det nmod nsubj cc nmod conj advmod obj amod obj nmod cc conj _ _ _ _ _ case punct
			
116754	0	O	Euroopa Liidu ( EL ) ametiühingud on endiselt tugevad ; kuigi liikmeskonna vähenemine jätkub , võib tegelik oht tulla hoopis 2004. aastal liituvatest uutest riikidest .
116754	0	S	Euroopa Liidu ametiühingud on endiselt tugevad ; kuigi liikmeskonna vähenemine jätkub , võib tegelik oht tulla hoopis 2004. aastal liituvatest uutest riikidest .
116754	0	Odeprel	nmod nmod punct appos punct nsubj:cop cop advmod root punct advmod nmod nsubj advcl punct aux amod nsubj parataxis advmod amod obl acl amod obl punct
116754	0	Sdeprel	nmod nmod _ _ _ nsubj:cop cop advmod root punct mark nmod nsubj advcl punct aux amod nsubj parataxis advmod amod obl acl amod obl punct
			
54675	811	O	Reisi lõpetab ( Tšiilisse suundujate jaoks ) või pöördepunktiks on ( Boliiviasse jääjate jaoks ) ka maises mõttes ilus Laguna Verde ligi 6000 m kõrguse vulkaani Licancaburi taustal .
54675	811	S	Reisi lõpetab või pöördepunktiks on ka maises mõttes ilus Laguna Verde ligi 6000 m kõrguse vulkaani Licancaburi taustal .
54675	811	Odeprel	obj root punct nmod parataxis case punct cc conj cop punct nmod parataxis case punct advmod amod obl amod nsubj:cop flat case nummod nmod nmod nsubj:cop nmod nmod punct
54675	811	Sdeprel	obj root _ _ _ _ _ cc conj cop _ _ _ _ _ advmod amod obl amod nsubj flat case nummod nmod nmod nsubj:cop nmod nmod punct
			
336867	0	O	KOPENHAAGEN , 4. märts ( EPLO ) - Kaubalaev rammis neljapäeva õhtul Taanis Suur-Belti silda , Bahama lipu all sõitev laev oli teel Taanist Svendborgist Soome .
336867	0	S	KOPENHAAGEN , 4. märts - Kaubalaev rammis neljapäeva õhtul Taanis Suur-Belti silda , Bahama lipu all sõitev laev oli teel Taanist Svendborgist Soome .
336867	0	Odeprel	nsubj punct amod appos punct parataxis punct punct nsubj root nmod obl obl nmod obj punct nmod obl case acl nsubj:cop cop conj obl obl obl punct
336867	0	Sdeprel	nsubj punct amod appos _ _ _ punct conj root nmod obl obl nmod obj punct nmod obl case acl nsubj:cop cop conj obl obl obl punct
			
641153	1818	O	( 4 ) Sihtasutuse dokumentidel peab olema näidatud sihtasutuse nimi , asukoht ja registrikood .
641153	1818	S	Sihtasutuse dokumentidel peab olema näidatud sihtasutuse nimi , asukoht ja registrikood .
641153	1818	Odeprel	punct parataxis punct nmod obl aux aux root nmod obj punct conj cc conj punct
641153	1818	Sdeprel	_ _ _ nmod root aux cop acl nmod nsubj:cop punct conj cc conj punct
			
407446	590	O	Ugala teatri näitlev lavastaja Andres Noormets väitis tookord siinkirjutaja mäletamist mööda ( üpris võimalik , et ta ütles hoopis midagi muud , aga siis ei sobiks see skeemi , millele käesoleva jutu algus üles ehitatud on ) : tema otsivat teatrikriitikast ennekõike mõistmist , püüdu mõista , mida lavastaja on tahtnud oma tööga öelda ( sõnastus kukkus küll välja triviaalne , aga diktofoni ei olnud tookord ühes ) .
407446	590	S	Ugala teatri näitlev lavastaja Andres Noormets väitis tookord siinkirjutaja mäletamist mööda : tema otsivat teatrikriitikast ennekõike mõistmist , püüdu mõista , mida lavastaja on tahtnud oma tööga öelda .
407446	590	Odeprel	nmod nmod acl nsubj appos flat root advmod nmod obl case punct advmod parataxis punct mark nsubj csubj:cop advmod obj obj punct cc advmod aux conj det nsubj punct obl acl nmod obj compound:prt acl:relcl aux punct punct nsubj parataxis obl advmod obj punct conj acl punct obj nsubj aux ccomp nmod obl xcomp punct nsubj parataxis advmod compound:prt xcomp punct cc obj aux conj advmod obl punct punct
407446	590	Sdeprel	nmod nmod acl nsubj appos flat root advmod nmod obl case _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ punct nmod acl nmod advmod obj punct conj acl punct obj nsubj aux ccomp nmod obl xcomp _ _ _ _ _ _ _ _ _ _ _ _ _ _ punct
			
198708	1061	O	Polaroid lõikab hästi horisontaalselt tasapinnalt ( veepinnalt , asfaldilt ) peegeldunud päikesekiiri .
198708	1061	S	Polaroid lõikab hästi horisontaalselt tasapinnalt peegeldunud päikesekiiri .
198708	1061	Odeprel	nsubj root advmod advmod obl punct parataxis punct conj punct acl obj punct
198708	1061	Sdeprel	nsubj root advmod advmod obl _ _ _ _ _ conj obj punct
			
621336	16527	O	Samuti peab juhendis olema osutatud vajadusele kontrollida ja korrastada mänguasja põhiosi ( pingutid , kinnitused , ankrud jne ) ja juhitud tähelepanu sellele , et vastasel juhul võivad need mänguasjad olla allakukkumise või ümberminemise suhtes ohtlikud .
621336	16527	S	Samuti peab juhendis olema osutatud vajadusele kontrollida ja korrastada mänguasja põhiosi ja juhitud tähelepanu sellele , et vastasel juhul võivad need mänguasjad olla allakukkumise või ümberminemise suhtes ohtlikud .
621336	16527	Odeprel	advmod aux obl aux root obl xcomp cc conj nmod obj punct parataxis punct conj punct conj nmod punct cc acl conj nmod punct mark amod obl aux det nsubj:cop cop obl cc conj case acl punct
621336	16527	Sdeprel	advmod aux obl aux root obl acl cc conj nmod obj _ _ _ _ _ _ _ _ cc acl conj obl punct mark amod obl aux det nsubj:cop cop obl cc conj case acl punct
			
192248	750	O	"Ehkki psühhiaatrist kriitik Peeter Lasting diagnoosis peategelase skisofreenikuks , kõheldes , kas protagonisti "" sensitiivsus ja afektiivsus on iseloomu kaasasündinud eripära või reaalse eluga kohanemisraskuse tagajärg "" ( Sirp ja Vasar , 15. XII 1972 ) , vaatas autori meenutuse järgi kuurortlinna publik "" Suvekooli "" rahumeelselt , kui olmerealistlikku peredraamat ."
192248	750	S	"Ehkki psühhiaatrist kriitik Peeter Lasting diagnoosis peategelase skisofreenikuks , kõheldes , kas protagonisti "" sensitiivsus ja afektiivsus on iseloomu kaasasündinud eripära või reaalse eluga kohanemisraskuse tagajärg "" , vaatas autori meenutuse järgi kuurortlinna publik "" Suvekooli "" rahumeelselt , kui olmerealistlikku peredraamat ."
192248	750	Odeprel	mark nmod nsubj appos flat advcl nmod xcomp punct advcl punct advmod nmod punct nsubj:cop cc conj cop obj amod ccomp cc amod nmod nmod conj punct punct parataxis cc conj punct conj punct punct root nmod obl case nmod nsubj punct appos punct advmod punct mark amod advcl punct
192248	750	Sdeprel	mark nmod nsubj appos flat advcl nmod xcomp punct advcl punct advmod nmod punct nsubj:cop cc conj cop obj amod ccomp cc amod nmod nmod conj punct _ _ _ _ _ _ _ punct root nmod obl case nmod nsubj punct appos punct advmod punct mark amod obj punct
			
393909	16	O	MOSKVA , 22. juuli ( EPLO ) - Teisipäeval kinnitas president Vladimir Putin seadusemuudatuse , mille järgi on Vene ajateeniajatel järgmisest aastast võimalus valida sõjaväeteenistuse ning tsiviilteenistuse vahel .
393909	16	S	MOSKVA , 22. juuli - Teisipäeval kinnitas president Vladimir Putin seadusemuudatuse , mille järgi on Vene ajateeniajatel järgmisest aastast võimalus valida sõjaväeteenistuse ning tsiviilteenistuse vahel .
393909	16	Odeprel	nmod punct amod conj punct appos punct punct obl root nsubj appos flat obj punct obl case cop nmod obl amod obl acl:relcl acl obl cc conj case punct
393909	16	Sdeprel	nmod punct conj obl _ _ _ punct obl root nsubj appos flat obj punct obl case cop nmod obl amod obl acl:relcl acl obl cc conj case punct
			
81330	902	O	Reedel alistas tiitlikaitsja Vijay Singh ( Fidži , 1 ) veerandfinaalis Patrik Sjölandi ( Rootsi ) , Woods Ian Woosnami ( Suurbritannia ) , Lee Westwood ( Suurbritannia ) kolmekordse võitja Ernie Elsi ( LAV , 3 ) ja O'Meara Colin Montgomerie ( Suurbritannia , 5 ) .
81330	902	S	Reedel alistas tiitlikaitsja Vijay Singh veerandfinaalis Patrik Sjölandi , Woods Ian Woosnami , Lee Westwood kolmekordse võitja Ernie Elsi ja O ' Meara Colin Montgomerie .
81330	902	Odeprel	obl root nsubj appos flat punct parataxis punct nummod punct obl appos flat punct parataxis punct punct conj flat flat punct parataxis punct punct conj flat punct parataxis punct amod conj appos flat punct appos punct nummod punct cc conj flat flat flat flat punct parataxis punct nummod punct punct
81330	902	Sdeprel	obl root nsubj appos flat _ _ _ _ _ obl obj flat _ _ _ punct conj flat flat _ _ _ punct conj flat _ _ _ amod conj appos flat _ _ _ _ _ cc conj flat flat flat flat _ _ _ _ _ punct
			
482642	482	O	Tõnu Ehasalu , kelle silmis esitatud 48 autorist vaid üks ( Jüri Arrak ) armu leiab , tuletab oma passustega -  Vaatajat püütakse otsekui veenda , nagu olekski teater pelgalt üks pidev tants ja tagaajamine , palagan ja klounaad , milles osalev näitleja kujutab endast ainult üht nöörist tõmmatavat marionetti , kel suu alati kõrvuni , kuid maski taha peidetud silmad pigem kurvad  - meelde 1919. aasta eesti kunsti suurnäituse räiget kriitikat August Gailiti sulest ( seekord oli tippmees Ado Vabbe ) ja vehklemisi selle ümber , nii et tekkis kiustus parafraseerida oma kirjutise pealkirjas Gailiti följetoni omaaegset tiitlit .
482642	482	S	Tõnu Ehasalu , kelle silmis esitatud 48 autorist vaid üks armu leiab , tuletab oma passustega - Vaatajat püütakse otsekui veenda , nagu olekski teater pelgalt üks pidev tants ja tagaajamine , palagan ja klounaad , milles osalev näitleja kujutab endast ainult üht nöörist tõmmatavat marionetti , kel suu alati kõrvuni , kuid maski taha peidetud silmad pigem kurvad - meelde 1919. aasta eesti kunsti suurnäituse räiget kriitikat August Gailiti sulest ja vehklemisi selle ümber , nii et tekkis kiustus parafraseerida oma kirjutise pealkirjas Gailiti följetoni omaaegset tiitlit .
482642	482	Odeprel	nsubj flat punct nmod obl acl:relcl nummod obl advmod obj punct parataxis flat punct obj conj punct root nmod obl punct obj parataxis mark advcl punct advmod cop nsubj:cop advmod det amod parataxis cc conj punct conj cc conj punct obl acl nsubj acl:relcl obl advmod nummod obl acl obj punct nmod acl:relcl advmod nmod punct cc obl case conj obj advmod xcomp punct obl amod nmod amod nmod nmod amod obj nmod flat nmod punct advmod cop parataxis appos flat punct cc conj nmod case punct advmod fixed acl obl csubj nmod nmod obl nmod nmod amod obj punct
482642	482	Sdeprel	nsubj flat punct nmod obl acl:relcl nummod obl advmod nummod _ _ _ _ obj conj punct root nmod obl punct obj parataxis mark advcl punct advmod cop nsubj:cop advmod nummod amod conj cc conj punct conj cc conj punct obl acl nsubj acl:relcl obl advmod nummod obl acl obj punct nmod acl:relcl advmod nmod punct cc obl case conj obj advmod xcomp punct obl amod nmod amod nmod nmod amod parataxis nmod flat nmod _ _ _ _ _ _ _ cc conj nmod case punct advmod fixed acl obl csubj nmod nmod obl nmod nmod amod obj punct
			
477763	1903	O	Mary's kolledzhi ridades ( 1993-1995 ) , kus kogus teisel aastal keskmiselt 7,9 punkti ja hankis 7,4 lauapalli mängus .
477763	1903	S	Mary's kolledzhi ridades , kus kogus teisel aastal keskmiselt 7,9 punkti ja hankis 7,4 lauapalli mängus .
477763	1903	Odeprel	nmod nmod root punct parataxis punct conj punct punct mark nsubj:cop amod nmod advmod nummod conj cc conj nummod obj obl punct
477763	1903	Sdeprel	nmod nmod root _ _ _ _ _ punct mark nsubj:cop amod nmod advmod nummod acl cc conj nummod obj obl punct
			
670195	3298	O	Marc Gene ( Hispaania/Minardi ) +1 ring .
670195	3298	S	Marc Gene +1 ring .
670195	3298	Odeprel	nsubj:cop flat punct appos punct flat punct nummod root punct
670195	3298	Sdeprel	nmod flat _ _ _ _ _ nummod root punct
			
700426	12062	O	allegato VII del regolamento ( CEE ) n.
700426	12062	S	allegato VII del regolamento n .
700426	12062	Odeprel	root appos appos flat punct parataxis punct appos punct
700426	12062	Sdeprel	root appos appos nmod _ _ _ nmod punct
			
700337	13973	O	c ) ameti ametliku väljaandega ( algmääruse artikkel 89 , rakendusmääruse artikkel 87 ) ja muude ameti väljaannetega seotud lõivud .
700337	13973	S	c ) ameti ametliku väljaandega ja muude ameti väljaannetega seotud lõivud .
700337	13973	Odeprel	parataxis punct nmod amod obl punct nmod parataxis nummod punct nmod conj nummod punct cc amod nmod obl root obj punct
700337	13973	Sdeprel	parataxis punct nmod amod obl _ _ _ _ _ _ _ _ _ cc amod nmod conj root obj punct
			
636474	6133	O	MÄÄRUSEGA ( EÜ ) NR 849/2000 KEHTESTATUD MAKSIMUMKOGUSTE PIIRES TAOTLETUD KOGUSTE SUHTES KOHALDATAV TOLLIMAKSU VÄHENDAMISE MÄÄR
636474	6133	S	MÄÄRUSEGA NR 849 / 2000 KEHTESTATUD MAKSIMUMKOGUSTE PIIRES TAOTLETUD KOGUSTE SUHTES KOHALDATAV TOLLIMAKSU VÄHENDAMISE MÄÄR
636474	6133	Odeprel	obl punct parataxis punct obl obl punct conj root obl case conj nmod obl obj nmod nmod appos
636474	6133	Sdeprel	obl _ _ _ nmod nummod punct conj root obl case conj nmod obl obj nmod nmod appos
			
621333	197	O	( RTL 1999 , 110 , 1416 ) ,
621333	197	S	,
621333	197	Odeprel	punct root nummod punct nummod punct punct
621333	197	Sdeprel	_ _ _ _ _ _ root
			
342544	780	O	Kuna kõik parteid on välistanud kõnelused vasakäärmusliku Vasakparteiga , jääb alles võimalus CDU/CSU-SPD ühtsuskoalitsiooni moodustamiseks , või kolmeosaline koalitsioon , kuhu kuuluvad kas CDU/CSU , Vabad Demokraadid ( FDP ) ja Rohelised , või SPD , FDP ja Rohelised .
342544	780	S	Kuna kõik parteid on välistanud kõnelused vasakäärmusliku Vasakparteiga , jääb alles võimalus CDU / CSU-SPD ühtsuskoalitsiooni moodustamiseks , või kolmeosaline koalitsioon , kuhu kuuluvad kas CDU / CSU , Vabad Demokraadid ja Rohelised , või SPD , FDP ja Rohelised .
342544	780	Odeprel	mark det nsubj:cop cop advcl obj amod nmod punct root advmod nsubj nmod punct nmod nmod nmod punct cc amod conj punct mark acl advmod nsubj punct conj punct amod conj punct parataxis punct cc conj punct cc conj punct conj cc conj punct
342544	780	Sdeprel	mark det nsubj:cop cop advcl obj amod nmod punct root compound:prt nsubj nmod punct nmod nmod nmod punct cc amod conj punct mark acl advmod nsubj punct conj punct amod conj _ _ _ cc conj punct cc conj punct conj cc conj punct
			
360946	17	O	Siseminister Margus Leivo ( pildil ) käsul algatas politsei sisejuurdluse uurimaks , kas maksuvabade firmade müüja Raivo Karu kontori läbiotsimisel ära võetud materjale on sattunud uurimisega mitte seotud isikute kätte .
360946	17	S	Siseminister Margus Leivo käsul algatas politsei sisejuurdluse uurimaks , kas maksuvabade firmade müüja Raivo Karu kontori läbiotsimisel ära võetud materjale on sattunud uurimisega mitte seotud isikute kätte .
360946	17	Odeprel	nmod appos flat punct parataxis punct obl root nsubj obj advcl punct advmod amod nmod nmod appos flat nmod obl compound:prt ccomp nsubj aux conj obl advmod xcomp obl case punct
360946	17	Sdeprel	nmod appos flat _ _ _ obl root nsubj obj advcl punct advmod amod nmod obj appos flat nmod obl compound:prt ccomp nsubj aux conj obl advmod xcomp obl case punct
			
335936	497	O	ETV toimkond kuulas eile mõlemad laulud üle ja vaidlust ei tekkinud : laul on sama , hoolimata paarist muudetud sõnast ( nt joy asemel on my joy ) ning sellega on reglementi rikutud .
335936	497	S	ETV toimkond kuulas eile mõlemad laulud üle ja vaidlust ei tekkinud : laul on sama , hoolimata paarist muudetud sõnast ning sellega on reglementi rikutud .
335936	497	Odeprel	nmod nsubj root advmod det obj compound:prt cc obj aux conj punct nsubj:cop cop parataxis punct case obl conj obl punct nmod parataxis case cop nsubj:cop flat punct cc obl cop nsubj:cop conj punct
335936	497	Sdeprel	nmod nsubj root advmod det obj compound:prt cc obj aux conj punct nsubj:cop cop parataxis punct case obl conj obl _ _ _ _ _ _ _ _ cc obl aux obj conj punct
			
700947	1127829	O	Uurime edasi ( def . settinguga cups vist ei tööta - teatab et cups server error ) conx
700947	1127829	S	Uurime edasi conx
700947	1127829	Odeprel	root compound:prt punct parataxis punct obl nsubj advmod aux parataxis punct parataxis mark nsubj flat:foreign flat:foreign punct nsubj
700947	1127829	Sdeprel	root compound:prt _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ obj
			
4546	11841	O	( Cangiano , Mottu 1998 , lk. 5-6 ) Seega tuleb leida teatav optimum ( kompromiss ) mastaabisäästu realiseerimise ja kohalikke eelistusi arvestavate avalike hüviste pakkumise vahel .
4546	11841	S	Seega tuleb leida teatav optimum mastaabisäästu realiseerimise ja kohalikke eelistusi arvestavate avalike hüviste pakkumise vahel .
