lemma|form|verbifraas|margend|lause|lause_id
teatesõit|teatesõitudes|teatesõitudes liikusid teistest nobedamalt Kristina|event|Eilsetes vabastiili teatesõitudes liikusid teistest nobedamalt Kristina ?|11591486
tänavarõivas|tänavarõivastes|kontrollmängul istus Sprewell pingil tänavarõivastes|state|Klubi juhtkond teatas , et Sprewelli karistatakse juhtunu eest rahatrahviga kuni 40 000 dollarit , kuid Knicksi esimesel kontrollmängul Philadelphiaga istus Sprewell varumängijate pingil tänavarõivastes .|11604048
rajoonivalitsus|rajoonivalitsuses|aastat tagasi käisime koos konsuli rajoonivalitsuses õigust|loc_a|“ Kaks aastat tagasi käisime koos Eesti Pihkva konsuli Andres Kolgiga rajoonivalitsuses õigust nõudmas , ” räägib Kallas .|11626218
gümnaasiumiharidus|gümnaasiumiharidusest|Jutt käib niisiis aastal gümnaasiumiharidusest|other|Jutt käib niisiis 2007 . aastal alguse saavast ( ainult ) eestikeelsest gümnaasiumiharidusest , millega me aegajalt muukeelseid kaasmaalasi kol- litame .|11663259
Sumatra|Sumatral|Davies on käinud tänavu ekspeditsioonil Sumatral otsis|loc_c|Davies on käinud tänavu juba ühel ekspeditsioonil Sumatral , kus ta otsis ürgmetsas legendaarse jeti jälgi .|11686717
amnestiakampaania|amnestiakampaaniast|Jutt käib amnestiakampaaniast|event|Jutt käib Euroopa eeskujul alustatud amnestiakampaaniast , mille käigus pääses mitme kuuga trellide tagant hea käitumise eest 472 kurjategijat .|11709376
ratsatreening|ratsatreeningutel|Gümnasist käib Säreveres ratsatreeningutel|event|Gümnasist Maarika käib Säreveres ratsatreeningutel ja kodused näevad teda suvel harva nagu Jaanikatki .|11722213
rahvarõivakleit|rahvarõivakleidis|Modell astub altari ette punases rahvarõivakleidis saris|state|Modell ja näitleja Elizabeth Hurley astub altari ette punases india rahvarõivakleidis saris , mille disainib tema sõbratar Donatella Versace .|11783505
hapnikumask|hapnikumaskis|läbi reisijatesalongi jooksid hapnikumaskis mehed|state|Mõne aja pärast öeldi : säi-litage rahu ja läbi reisijatesalongi jooksid hapnikumaskis mehed .|11801159
perekoolitus|perekoolitusel|Talvel aga käivad isad-emad tervisekeskuste juures perekoolitusel|event|Talvel aga käivad isad-emad Helsingi tervisekeskuste juures perekoolitusel , ” teab Jakobson põhjanaabrite tavasid .|11804165
kaotusmäng|kaotusmängus|kaotusmängus mees pingil istus|event|Glen Rice'i abikaasa selgitas , miks Lakersi viimases kaotusmängus Indiana Pacersiga tema mees neljanda veerandi pingil istus .|11811386
Rahumägi|Rahumäel|kes aprillil Rahumäel tänaval poisiga seksuaalvahekorda astus|loc_c|“ Politsei ei jäta mingil juhul kurjategija otsinguid , kes 9 . aprillil Rahumäel Tuisu tänaval 13aastase poisiga seksuaalvahekorda astus ja hooples , et on ka varem üht noorukit ära kasutanud , ” ütleb Tallinna Lõuna politseiosakonna kriminaalkomissar Arvi Kumm .|11814086
eru|erru|aastat tagasi astus Karen modelliametist erru|state|Kaks aastat tagasi astus Karen modelliametist erru .|11815977
Talki|Talkist|sõnul on Talkist lahkunud juba juhatusest|loc_a|Harpersi sõnul on Talkist lahkunud juba 26% juhatusest .|11816622
Isamaaliit|Isamaaliidust|Kindlasti ei lahku ma Isamaaliidust|loc_a|Kindlasti ei lahku ma Isamaaliidust .|11821361
kaubaagent|kaubaagendist|Tartus liigub legende kaubaagendist|other|Tartus liigub legende kaubaagendist , kes nühkis , pühkis , imes , läigitas , meelitas ( puhtusega ) ja hirmutas ( batsillidega ) kas või viis tundi , et 50 000kroonine väljaminek pererahvale vastupandamatuks teha .|11874762
robotkoduabiline|robotkoduabilistest|Jutt ei käi robotkoduabilistest|other|Jutt ei käi mitte ulmefilmide robotkoduabilistest , vaid arvutiseeritud tolmu-|11878784
hobuveski|Hobuveskist|autogrammikütt lahkus Hobuveskist kell õhtul|loc_c|Kokku kulus sellele tegevusele pool tundi vähem kui kontserdile enesele , viimane autogrammikütt lahkus Hobuveskist alles kell pool üksteist õhtul .|11880831
palliklubi|Palliklubist|suvel lahkus Dorbeku Palliklubist noortegruppi korvpalliklubisse|loc_a|Aga võita on hea , pealegi on meil selle vastasega muudki asjad klaarida , » ütles Ehitustööriista peatreener Allan Dorbek , kes süüdistab vastaste peatreenerit Heino Lille selles , et eelmisel suvel lahkus Dorbeku juhitavast Siili Palliklubist mitu noortegruppi TTÜ korvpalliklubisse .|11882724
30.|30ndates|30ndates Lauri käinud|time|Tema filmirivaal Lauri Nebel sattunud ossa aga tänu naistelembusele - 25 aastat hiljem paljastasid kolleegid , kuidas 30ndates Lauri käinud jalgrattaga külapidudel tüdrukuid piilumas .|11913319
kokkupõrkepiirkond|kokkupõrkepiirkonnast|lahkus kokkupõrkepiirkonnast helikopteritel|loc_c|Rohkem kui 100 sõjaväelasest koosnenud dessant sattus kohe Talibani vägede koondumiskohta Kandahari läänepoolsetes eeslinnades Babashahi mäe lähedal ning lahkus kokkupõrkepiirkonnast helikopteritel .|11942665
valimissõda|valimissõjas|jookseb valimissõjas|event|Kust jookseb valimissõjas , mida iseloomustab moto « kes jaksab rohkem teisi tümitada » , eetiline piir ?|11952546
lollitamine|lollitamisest|jutt käib lollitamisest|other|Kuigi ametnikud otsesõnu massihävitusrelvadest ei räägi , võib poetatud lauseid mõista nii , et jutt käib ÜRO relvains-pektorite lollitamisest .|11952998
liikuv|liikuvale|Töötades liiguvad inglased rohkem liikuvale|error|Uuringu « Töötades 21. sajandil » järgi liiguvad inglased üha rohkem statsionaarselt kontoritöölt liikuvale ja täidavad üha enam tööülesandeid sülearvutite ja mobiiltelefonide abil näiteks kodus , hotellis , lennujaama ooteruumis või rongis .|11965980
peatreeneripost|peatreeneripostile|kes astub peatreeneripostile|loc_a|Põlva Serviti peatreenerina neljakordseks Eesti meistriks tulnud ja ka Eesti koondist juhendanud Tarmo Volt , kes astub Tallinnas loodava klubi peatreeneripostile , võtab vastu mitu väljakutset korraga .|11974438
Puhkus|Puhkusel|Puhkusel pole ma aastat käinud|event|Puhkusel pole ma need seitse aastat käinud . »|11996136
hoovõtt|hoovõtul|aastal liikusin hoovõtul vanaema|time|« Eelmisel aastal liikusin hoovõtul nagu vanaema .|12015119
testimiskeskus|testimiskeskuses|Urmo käis alguses Tšehhimaal testimiskeskuses proovimas|loc_c|RALLI : Juunior WRC sarja MMil osalev Urmo Aava käis nädala alguses Tšehhimaal Škoda testimiskeskuses oma Suzuki Ignist proovimas ning leidis läheneva Kreeka ralli tarbeks korraliku seadistuse .|12021599
testikatse|testikatsel|kord istub rooli testikatsel|event|Enne jaanipäeva paiku sõidetavat Kreeka rallit teeb Aava koos kaardilugeja Kuldar Sikuga testi Lõuna-Eesti teedel ning järgmine kord istub ralliauto rooli juba Kreeka testikatsel .|12021605
tagantotsasõit|tagantotsasõidul|istmel liigub peatugi tagantotsasõidul ette- püüdes|event|Turvalisel istmel liigub peatugi tagantotsasõidul ette- ja ülespoole , « püüdes » juhi tagasipaiskuva pea kinni , et inimene kaela ei murraks .|12046888
memuaarid|memuaaridest|Käivad jutud memuaaridest|other|Käivad jutud peatselt ilmuvatest memuaaridest ( millal ta veel kirjutada jõudis ? ) , mis Savisaare nimel tuhmuda ei lase .|12051668
kaalujälgija|Kaalujälgijates|ema käis aeg Kaalujälgijates|event|Paha oli ka see , et ema käis kogu aeg Kaalujälgijates .|12051894
bodypump|bodypump'is|Käib bodypump'is|event|Käib kas bodypump'is , joogas , ujumas , jooksmas , jõusaalis , kickbox'is või aeroobikas .|12065033
kättemaks|kättemaksust|kättemaksust käib jutt olete|other|Ja mis kättemaksust käib jutt , kui olete vabatahtlikult ja oma suureks meeleheaks nõus voodit jagama mehega , kellel on peale seadusliku abikaasa n+1 armukest .|12074208
büstilõikus|büstilõikusel|= käis büstilõikusel|event|Jane sai oma auhinna kätte ( =käis büstilõikusel ) eelmise aasta alguses .|12075390
inglis-maa|Inglis-maal|Inglis-maal käib suuroperatsioon|loc_c|Viimase 60 aasta suurimate üleujutustega võitleval Inglis-maal käib suuroperatsioon : hädalistele jagatakse miljonite pudelite kaupa joogivett .|12102235
Gunnar|Gunnar's|Üles astusid Gunnar's|error|Üles astusid Gunnar's Roses , Bande , Loits , Magnetic Band , Cramp , Vennaskond , Chupacabra , Endel Rivers , Tahvel , Kolumbus Kris , Terminaator ja viimasena Led R.|12116383
välitekk|välitekile|Jooksin paljajalu välitekile|loc_c|Jooksin paljajalu välitekile .|12137998
koaksiaalkaabel|Koaksiaalkaablis|Koaksiaalkaablis liigub telepilt kaablis valgusimpulsside näol|loc_c|Koaksiaalkaablis liigub telepilt elektronide- , valgusoptilises kaablis aga valgusimpulsside näol .|12176010
modellikool|modellikoolis|Olen käinud ka modellikoolis|loc_a|Olen käinud ka Paula modellikoolis .|12187131
kevadmüük|kevadmüügilt|Tütarlaps lahkus kevadmüügilt jätnud|event|""" Tütarlaps lahkus kevadmüügilt , olles raamatukaupmeestele jätnud 240 krooni kahe raamatu eest ."|12236135
kolhoosikord|kolhoosikorras|Harley-mehed käisid kolhoosikorras kusagil garaažis kastmas|other|"Seega on Uno Paasi kindlad andmed , et kõik "" Tallinna "" Harley-mehed "" käisid kolhoosikorras kusagil garaažis kanepit kastmas ja tõmbamas , ülemäära üldistavad , küündimatud ja naeruväärsed ."|12251090
sulgpall|sulgpalli-|aastatel käis neiu sulgpalli-|error|Varasematel aastatel käis neiu sulgpalli- ja ratsutamistrennis .|12257508
kvalifikatsioonisõit|Kvalifikatsioonisõitudes|Kvalifikatsioonisõitudes liikus suurepäraselt kanadalane|event|Kvalifikatsioonisõitudes liikus suurepäraselt Williams-Renault esisõitjaks tõusnud kanadalane Jacques Villeneuve , kelle aeg oli 1 , 7 sekundit parem kui meeskonnakaaslasel Heinz-Harald Frentzenil .|12263350
noorsooamet|noorsooametisse|Kell hommikul astusidki Stefan koos pisipojaga noorsooametisse|loc_c|Kell üheksa hommikul astusidki Stefan ja Nicole koos pisipojaga noorsooametisse .|12306493
giidikursus|giidikursustel|Käin giidikursustel|event|Käin giidikursustel , minust peaks saama vabatahtlik giid .|12307538
keskmäestikulaager|keskmäestikulaagris|Esmakordselt keskmäestikulaagris käinud|loc_c|Esmakordselt keskmäestikulaagris käinud Nabi sõnul avaldusid plussid kohe Eestisse jõudes – harjutamine tundus siin eriliselt kerge .|12335788
meditsiinisüsteem|meditsiinisüsteemis|meditsiinisüsteemis info ei liigu|loc_a|“ Imelik , kuid meditsiinisüsteemis info ei liigu - üks arst ei tea , mida teine teeb , ” lausus Rammul .|12395655
mõõtkava|mõõtkavas|Mäng käib mõõtkavas|state|Mäng käib täiesti väikese saali mõõtkavas , põgusaimgi ilmemuutus on paljuütlev .|12426352
kasvukeskkond|kasvukeskkonnas|tegevus käis kasvukeskkonnas|loc_a|Kogu tegevus käis kasvukeskkonnas , mida omakorda võimendas börs .|12436683
avameeter|Avameetritest|Avameetritest käis Lazutina vahel heitlus|time|Avameetritest käis Lazutina , Martinseni ja Kristina vahel armutu heitlus .|12461250
maadlusklubi|maadlusklubil|poisid käisid külas maadlusklubil|loc_a|Tartu Kalevi spordikooli maadlusosakonna poisid käisid külas Tampere maadlusklubil .|12497455
raudpolt|raudpoltidele|keha liigub tänu raudpoltidele|other|Särtsakat Tiiut nähes ei oskaks arvatagi , et ta põeb ravimatut haigust ning ta keha liigub ainult tänu raudpoltidele .|12532085
vana-aastaöö|vana-aastaööl|Nii käiski neiu vana-aastaööl otsimas|time|Nii käiski neiu igal vana-aastaööl uut võtmehoidjat otsimas , aga ei leidnud neil öil Toomemäelt kedagi .|12552403
skandaal|skandaalile|on loo pärast lõunal käinud aastast saadik skandaalile|error|Williams noris lõunasööki boikoteerinud New York Timesi kallal ja väitis , et Washington Posti reporterid hilinesid , kuna on sama loo pärast lõunal käinud juba 1974 . aastast saadik – viide Watergate'i skandaalile , millest suurem osa tuli avalikuks Posti kaudu .|12557088
rabajooks|rabajooksul|õpilane käis pühapäeval rabajooksul|event|Kivimäe kooli III klassi õpilane Sander käis pühapäeval Nõmme rabajooksul .|12558859
jmt|jmt|läheb katkestab astub õhtukooli ilma otsuseta jmt|error|Näiteks kui laps läheb õppima osalise riikliku ülalpidamisega kooli või hakkab riik teda täielikult ülal pidama , kui laps õpingud katkestab , astub õhtukooli ilma arsti otsuseta jmt .|12600372
peatool|peatoolil|peatoolil istus ta aastal|loc_a|Tallinna abilinna peatoolil istus ta 1996 . aastal .|12672646
matkaking|matkakingades|käid päevast päeva matkakingades|state|Kui käid päevast päeva matkakingades ja pead siis äkki välja minema kõrgetel kontsadel , reedab sinu kõnnak su tegelikud eelistused alati .|12687528
õudukas|õudukas|parajasti jookseb õudukas|error|Tegelikult on meie selja taga ka rida toole ümber suure ekraaniga monitori , kus parajasti jookseb mingi Jaapani õudukas .|12740996
ansambliliige|ansambliliikmetel|Lisaks käis ansambliliikmetel nagin|owner|Lisaks käis ansambliliikmetel omavaheline nagin .|12758691
keskpark|Keskparki|Pillimängijad liikusid piki avenüüd Keskparki|loc_c|Pillimängijad liikusid piki Kuuendat avenüüd New Yorgi Keskparki , rongkäik venis 72 linnakvartali pikkuseks .|12767054
kosmoselaev|kosmoselaevalt|inimesena astus juulil Kuule astronaut kosmoselaevalt|loc_c|Esimese inimesena astus 21. juulil 1969 Kuule USA astronaut Neil Armstrong kosmoselaevalt Apollo 11.|12776583
remondiruum|remondiruumis|istuvad jõude remondiruumis masinate vahel tundi|loc_c|Nüüd tulevad kaheksa ametlikult rahulolematust väljendanud meest ja nende toetajad-töökaaslased hommikul tööle ja istuvad jõude remondiruumis masinate vahel kaheksa tundi .|12786105
magama|magad|kõnni magad|error|Mine välja ja kõnni siis magad ka paremini ning tunned end kergema ja puhtamana .|12817657
aastavahetusepidu|aastavahetusepeol|ta korraks ansambliga väliseestlastele aastavahetusepeol esinemas käis|event|Laululooja Sven Lõhmus armus Ameerikasse täpselt aasta eest , kui ta korraks taas kokku tulnud ansambliga Black Velvet Chicagos väliseestlastele aastavahetusepeol esinemas käis .|12833578
Vince|Vince'il|Jen istus Vince'il kaksiratsi süles|owner|Paarike tabati Chicago lukshotelli rõdul õrnutsemast : Jen istus Vince'il kaksiratsi süles , paitas ta nägu ning suudles teda seejärel kõigi möödujate silme all .|12880561
pidutseja|pidutsejatelt|kes öösel peaga pidutsejatelt küsimas käis|owner|Seiku EPA pidudelt Mõni aasta tagasi olevat EPA ühikas olnud valvur , kes öösel purjus peaga pidutsejatelt raha küsimas käis .|12888434
Hawaii|Hawaiil|Pole küll Hawaiil käinud|loc_c|Pole küll Hawaiil käinud , aga ei usu , et soojal maal nii rasvast liha süüakse .|12915403
aerutamine|aerutamises|spordialal aerutamises astuvad täna võistlustulle linna-|event|Uudsel spordialal luuaga aerutamises astuvad juba täna võistlustulle linna- ja maajuhid .|12922644
ilmsikstulek|ilmsikstulekul|ilmsikstulekul lahkus ametist põllumajandusminister|reason|Riigi julgeolekuvarude varguse ilmsikstulekul lahkus ametist põllumajandusminister Tiit Tammsaar .|12946543
tuumakatsetus|tuumakatsetustel|me tuumakatsetustel ei käinud|event|« Kui me tuumakatsetustel ei käinud , tegime neutraalvete ja Vaikse ookeani kohal õhuluuret .|12950131
SS-diviis|SS-diviisi|Johannes astus noormehena korras 17aastaselt SS-diviisi|loc_a|Noor vaataja ei pruugi teadagi , et seesama Johannes ehk ristinimega Kaljo Kiisk astus vaikse noormehena mobilisatsiooni korras 17aastaselt Eesti SS-diviisi , sõdis Sinimägedes venelastega , suutis hiljem varjata oma minevikku , õppis Moskva Riiklikus Teatriinstituudis , oli teatrilaval legendaarne Toots ja kinolinal veel legendaarsem Lible , sai maha kuraditosina jao filmiga , millest kaks Moskva riiulile seisma pani .|12950393
joonistamine|joonistamisse|astun joonistamisse tule|error|Ma siis seletasin , et astun joonistamisse , tema aga , et tule üle kultuurharidusse , et kas sul mõni luuletus on peas .|12958928
juunioriklass|juunioriklassist|Loomulikult lahkub Trepp praegu juunioriklassist ujujana|loc_a|Loomulikult lahkub Trepp praegu juunioriklassist täiskasvanute sekka paljulubava ujujana , ent mitte imelapsena , nagu teda neli viimast aastat kutsuti .|12972208
klaaspuur|klaaspuuris|eemal klaaspuuris käib etendus|loc_c|Veidi eemal , suures klaaspuuris käib vaatemänguline etendus rottide korvpallivõistlusest .|12990755
klassikamaraton|klassikamaratonidel|Seni käis Ollega klassikamaratonidel Koidu|event|Seni käis Ollega klassikamaratonidel Koidu , nüüd hakkab käima Bergman .|13004259
maailmavõistlus|maailmavõistlusel|korda maailmavõistlusel käinud|event|Esimest korda maailmavõistlusel käinud Elina sõnul pani teda imestama see , et inimesed teadsid tema õde Inna Roosi Miss Universumi võistluselt .|13031651
väljaütlemine|väljaütlemistes|kes väljaütlemistes korda tõsiselt ämbrisse astus|dependent|Nende seas lahkunud president Lennart Merigi , kes väljaütlemistes esimest korda tõsiselt ämbrisse astus .|13033507
loomejõud|loomejõus|Tegelikult lahkus ta teatrist ju loomejõus|state|Tegelikult lahkus ta teatrist ju täies loomejõus .|13041452
vetsupott|vetsupotist|vetsupotist ei käi jutt|other|Ja mitte ainult vetsupotist ja kraanikausist prahi allaloopimisest ei käi jutt .|13045245
Maidan|Maidanil|Me pole seal Maidanil revolutsiooni ajal kordagi käinud|loc_c|« Me pole seal Maidanil revolutsiooni ajal kordagi käinud , » ütlevad mõlemad .|13061846
metsaloom|metsaloomadele|selleks metsaloomadele appi tõttab|owner|See armas raamat räägib väikesest hiireplikast , kes tahab oma vanaema ja vanaisa tänada ja selleks teistele metsaloomadele appi tõttab .|13082164
raudteeülesõidukoht|raudteeülesõidukohas|raudteeülesõidukohas jooksis rong rööbastelt maha|loc_c|Tööstuse tänava raudteeülesõidukohas jooksis rong rööbastelt maha , Tallinna tuletõrjesse teatati õnnetusest üleeile õhtupoolikul kell 17 . 28 .|13100830
taluköök|taluköögis|istuvad koos lähedastega taluköögis|loc_c|Perenaised on jõudnud kõik nõud ära pesta ja istuvad koos lähedastega veel suures taluköögis .|13133895
sõrmeoperatsioon|sõrmeoperatsioonil|Pack käis sõrmeoperatsioonil|event|Pack käis sõrmeoperatsioonil ega saa mängida vähemalt kuu aega .|13144508
põrgutuli|põrgutulele|tõttasid hoopiski vilistades põrgutulele|error|Lõviosa linlastest kõndis protestijatest kas siis ükskõikselt mööda või tõttasid hoopiski piletijärjekorda vilistades ähvardavale põrgutulele ja Kristuse mahaparseldajapitserile .|13150901
ahjutulevalge|ahjutulevalgel|sina istud seal ahjutulevalgel|state|Ja siis – väljas sajab vihma , sina istud seal ahjutulevalgel – midagi muud ei põle – ja loed lehte .|13167346
Koronio|Koronios|Panathinaikose vastu jookseb platsile Koronios|error|Panathinaikose vastu jookseb platsile ka Koronios .|13178337
Uuno|Uunos|Uunos jookseb ta laupäeviti juba alates novembrist on|loc_a|Ajakiri X avaldab kuutabeli , Uunos jookseb ta laupäeviti juba alates novembrist , kus on nn esikas . ”|13206368
näiteklass|näiteklassis|kes juba käis näiteklassis|loc_a|Hinnatud briti näitleja Michael Caine sattus omal ajal draamakunsti haardesse täiesti juhuslikult – ta oli noorukina kiindunud ühte Amy-nimelisse neidu , kes juba käis näiteklassis .|13208654
rannajalgpall|rannajalgpallis|Siin käivad meistrivõistlused rannajalgpallis|dependent|Siin käivad Euroopa meistrivõistlused rannajalgpallis ja olen siin Eesti koondisele kaasa elamas .|13217830
rattasport|rattaspordist|rattaspordist lahkunud|loc_a|"Mullu suurest rattaspordist lahkunud Kirsipuu pole üllatunud , et Zabel ja Riis suu lahti tegid : "" Seda võis eeldada ."|13219320
Joker|Jokeritesse|hooaja vahel Maardu Jokeritesse liikunud|loc_a|Nahk on Soome väravavahtide hirm , » kiidab Iltalehti kahe hooaja vahel Maardu Levadiast Jokeritesse liikunud paari .|13235057
Jordani|Jordanist|sõitja lahkub Jordanist|loc_c|Vormel-1 sõitja Ralf Schumacher lahkub Jordanist ning võistleb järgmisel F1 hooajal Williamsi meeskonnas .|13243824
rahamaja|rahamajas|Marss liigub märgi rahamajas|loc_a|Raha Esimene aktiivsem periood rahatemaatikas kerkib üles 19. veebruarist 14. aprillini , mil Marss liigub sinu märgi rahamajas .|13252265
jõesäng|Jõesängis|Jõesängis jooksis jõevesi|loc_c|Jõesängis jooksis jõevesi ja jogurtist jälgegi .|13276254
pisike|pisikesest|Olen pisikesest peale arstide juures käinud|other|""" Olen pisikesest peale nende arstide juures käinud , alati tarka nõu ja traumade korral otsest abi saanud . """|13292164
sööma-joom|sööma-jooma|osavõtjad istusid sööma-jooma heietama|error|Sportlike ürituste järel kaeti laupäeva õhtul laud ning osavõtjad istusid sööma-jooma ja parimatest aegadest mälestusi heietama .|13351300
jõukurei|jõukureile|soetamine käiks ilmselt üle jõu jõukureile|error|Heade korterite ja majade hinnad New Yorgis on tõusnud viimasel ajal sellisesse kõrgusse , et nende soetamine käiks ilmselt üle jõu ka Eesti jõukureile .|13375059
komplekteerimine|komplekteerimisel|Paralleelselt mänguks käib BC leeris veel komplekteerimisel|dependent|Paralleelselt aasta viimaseks mänguks valmistumise ja jõulupuhkuse ootamisega käib BC Kalevi leeris veel töö meeskonna komplekteerimisel .|13407971
õhuseirekeskus|õhuseirekeskuses|Jänkid käivad õhuseirekeskuses|loc_c|Jänkid käivad Ämari õhuseirekeskuses ja Paldiski rahuvalveoperatsioonide keskuses ning kohtuvad Kadrioru lossis president Lennart Meri ,  aseesimehe Tunne Kelami , peaminister Mart Laari , välisminister Toomas Hendrik Ilvese ja kaitseminister Jüri Luigega .|13439087
Šaruna|Šarunas|palluritest käisid tõmbamas Šarunas|error|Loosimise avas Euroopa meistrit Itaaliat esindanud Dino Meneghin , tuntud palluritest käisid liisku tõmbamas veel Šarunas Marciulionis ( Leedu ) , Vladimir Tkatšenko ( Venemaa ) , Dražen Dalipagic ( Jugoslaavia ) , Karlis Muižnieks ( Läti ) ja Aleksandr Belostennõi ( Ukraina ) .|13444648
kirurgiakeskus|kirurgiakeskuses|leedi käis eile koos abikaasa kirurgiakeskuses|loc_c|Venemaal külaskäigul viibiv USA esimene leedi Hillary Clinton käis eile koos Vene presidendi abikaasa Naina Jeltsinaga Jekaterinburgi kirurgiakeskuses Bonum .|13550189
DV|DV-st|valmistatud lahkus Heinz alias DV-st lõpus Friedrichstrasse vaksali kaudu|loc_c|Kõigiti ette valmistatud , lahkus Heinz Hempel alias Ludwig Bergmann Saksa DV-st 1966 . aasta aprilli lõpus Berliini Friedrichstrasse vaksali kaudu .|13556301
Orlando|Orlandost|Lahkus ju O aastat tagasi Orlandost Los vaatamata pakkumisele|loc_a|Lahkus ju O'Neal kolm aastat tagasi Orlandost Los Angelesesse vaatamata Orlando hiilgavale pakkumisele .|13574318
loomatohter|loomatohtril|loomatohtril käib abiks meest|owner|Ainsal hulkuvaid ja mahajäetud loomi koguval varjupaigal on üks auto ja loomatohtril käib abiks kaks meest .|13578685
kunstfotoateljee|kunstfotoateljeedes|kunstfotoateljeedes ei käi enam keegi|loc_c|Ta on ateljeefotograaf , kes valutab südant selle pärast , et iga mats teeb nüüd pilte oma aparaadiga ja kunstfotoateljeedes ei käi enam keegi .|13653350
nimekam|nimekamatest|Klubist on nimekamatest lahkunud veteran|other|Klubist on nimekamatest lahkunud vaid veteran Thomas Helmer , kuid AS Romast hangiti asemele brasiillasest poolkaitsja Paulo Sergio ( 120 miljonit Eesti krooni ) ja Paraguayst tuli noor ründetäht Roque Santa Cruz ( 80 mln . ) .|13668916
maim|Maimu|perenaine Maimu õhtul Raplamaal külas laudast lahkus|error|Kui perenaine Maimu üleeile õhtul Raplamaal Põlli külas laudast lahkus ja tuppa läks , jäid lehm , viis lammast koos kahe tallega ning ligemale 30 kana rahulikult oma igaõhtuste tegemiste juurde .|13714172
jõujuurikas|jõujuurikas|olümpial jooksis sugulane jõujuurikas ga|error|Samal olümpial jooksis Joyner-Kersee sugulane Florence Griffith-Joyner , kah jõujuurikas , 200 meetrit 21,34 ga .|13721367
allfilm|Allfilmis|Raivo käis Allfilmis täitmas|loc_a|» Kui Raivo käis Allfilmis näitlejate kartoteeki täitmas , oli seal ka küsimus auto- või lennukijuhtimise paberite omamise kohta .|13848118
välisministeeriumihoone|välisministeeriumihoones|reporter käis välisministeeriumihoones uudistamas|loc_c|Briti ajalehe The Daily Telegraph reporter David Blair käis Bagdadi välisministeeriumihoones uudistamas , mis seal pärast rüüstamist alles on jäänud .|13859996
pidudel-vastuvõtt|pidudel-vastuvõttudel|pidudel-vastuvõttudel paarike on kuul käinud|event|Kõik lugesid pikemat ülevaadet , millistel pidudel-vastuvõttudel paarike on viimasel paaril kuul käinud ja tundsid südamest kaasa sarvekandjast abikaasale , mõeldes ühtlasi , kas mees , kes ei suuda oma abikaasagagi toime tulla , ikka kõlbab presidendiks .|13899865
ajabilanss|ajabilansile|teised käivad vastavalt ajabilansile talle toeks|other|Lapsevanemad leiavad üksteist üles , otsivad ruumid , keegi neist hakkab kasvatajaks , teised käivad vastavalt oma ajabilansile talle toeks ja abiks ning kohalik omavalitsus maksab selle värgi osaliselt kinni .|13900659
löögirusikas|löögirusikas|Seni liigub löögirusikas kursil|error|Seni liigub Ratnikovi löögirusikas pidurdamatul kursil - nii meistri- kui karikasarjas on ainult võidurõõmu maitstud .|13957658
pesupäev|pesupäevadel|lapsed tal pesupäevadel seltsiks käisid|event|Sestap pandi kala vanni , kus lapsed tal pesupäevadel seltsiks käisid .|13961273
hansa|Hansas|õhtul käisime Olde Hansas|loc_c|Laupäeva õhtul käisime keskaegses Olde Hansas .|13974719
riigipolikliinik|riigipolikliinikuis|nii see ajal riigipolikliinikuis käis|loc_a|Just nii nagu see õndsal Nõukogude ajal riigipolikliinikuis käis .|13978709
spordiüritus|spordiüritustel|Albert käib spordiüritustel|event|Seetõttu pole imestada , et Albert käib paljudel spordiüritustel ja on tuttav paljude tippsportlastega .|14058681
kehaosa|kehaosast|kehaosast jutt käib|other|Seepeale koostas Ladbroke'i kihlveokontor humoorika nimekirja , millisest Beckhami kehaosast jutt käib .|14065953
motoringrada|motoringrajal|käib motoringrajal mehhaanikuks|loc_c|Kaupluste lasteosakondadest rõivaid hankival mehel on aga tõeliselt mehine hobi : käib motoringrajal mehhaanikuks .|14081930
sõnavahetus|sõnavahetusse|Nigol sõnavahetusse astusid|loc_a|Üleeilne intsident sai alguse , kui Ehitustööriista mängijad pärast lõpuvilet vastaseid õnnitlema läksid ning Nigol ja Frier sõnavahetusse astusid .|14175673
Harkivi|Harkivist|Täna lahkume Harkivist|loc_c|Täna ( 23. detsembril ) lahkume Harkivist ja pärast üritusi Sumis jõuame õhtuks Kiievisse .|14183750
mustlaslaps|mustlaslapsest|Kesk-Eesti mustlaslapsest käib koolis seitse|other|Teada on näiteks , et Kesk-Eesti 19 kooliealisest mustlaslapsest käib koolis vaid seitse .|14190704
Fårö|Fårös|Filmilegend lahkus meie hulgast eile kodus Fårös vanuselt|loc_c|Filmilegend lahkus meie hulgast eile oma kodus Fårös 89 aasta vanuselt .|14267053
kultussari|kultussarjast|soulikuulsus lahkub kultussarjast haavus|loc_a|63aastane soulikuulsus Isaac Hayes lahkub kultussarjast « South Park » , sest haavus saientoloogia üle irvitamise pärast .|14289752
ooperimaailm|ooperimaailma|inimene astus ooperimaailma korda|loc_a|Väike inimene astus ooperimaailma esimest korda elus .|14310536
RS4|RS4ga|Röövel lahkus kuriteokohalt Rosset ’ i RS4ga|error|Röövel lahkus kuriteokohalt Rosset ’ i Audi RS4ga , kuid tühja kütusepaagiga sõiduriist leiti paar tundi hiljem Prantsusmaalt .|14316091
