collectionID	sentenceStart	changed	changes	original	short
442439	964	1	"{""nsubj:cop_nsubj"": 1, ""cop_aux"": 1, ""advcl_ccomp"": 1}"	Ligi 2000 õpilasega kooli juhtiv Karavajev on Postimehele varem öelnud , et tema teada on lastelt küsitud igal aastal 100 krooni koolimaja pisiremondiks ning sedagi lastevanemate nõusolekul .	Ligi 2000 õpilasega kooli juhtiv Karavajev on Postimehele öelnud , et tema teada on lastelt küsitud igal aastal 100 krooni koolimaja pisiremondiks ning sedagi lastevanemate nõusolekul .
209542	7511	0	{}	Nad hakkavad puudripaneku ajal harjutama , aga lugeda ja korraga grimmi teha on keeruline - õigemini ei saa korraga lugeda , prille ees hoida ja grimmi teha .	Nad hakkavad puudripaneku ajal harjutama , aga lugeda ja grimmi teha on keeruline - ei saa lugeda , prille ees hoida ja grimmi teha .
606202	2053	0	{}	Meelis usub , et küllap samas saates esinev Tähe Tõnu temast rääkiski : Tema on ju pulmades isamees ja mina teen noorpaaridest pilte .	Meelis usub , et samas saates esinev Tähe Tõnu temast rääkiski : Tema on pulmades isamees ja mina teen noorpaaridest pilte .
261486	348	0	{}	""" Keelasin küll , aga ju ta läks ikka , ta on eluaeg koeri armastanud . """	""" Keelasin , aga ta läks , ta on eluaeg koeri armastanud . """
663214	723	0	{}	HJTs Config=>Misc Tools=>Open process Manager=>valid antud rea välja=>Kill process , siis Back=>linnuke sama rea ette=>Fix selected=>YES ja siis alglaadimine .	HJTs Config = > Misc Tools = > Open process Manager = > valid antud rea välja = > Kill process , siis Back = > linnuke sama rea ette = > Fix selected = > YES ja alglaadimine .
700941	181993	0	{}	Kas ta tuleb Tallinna ja Vabaduse väljakule või kusagile mujale , see on hoopis teine küsimus .	Ta tuleb Tallinna ja Vabaduse väljakule või mujale , see on teine küsimus .
388044	458290	1	"{""discourse_advmod"": 1}"	Ei küsinud , miks ta seal käis või mida taotles , vaid küsis just täpselt nii .	Ei küsinud , miks ta käis või mida taotles , vaid küsis just .
195	462	1	"{""nsubj_obl"": 1}"	Kord meenub Hololeile , et Eestisse saabub prints Charles ning ta peab temaga kohtuma , kord sõidab minister ootamatule tööreisile .	Meenub Hololeile , et Eestisse saabub prints Charles ning ta peab temaga kohtuma , kord sõidab minister ootamatule tööreisile .
705082	185302	0	{}	special_girl: ei mäleta enam	Special_girl : ei mäleta
28883	986	1	"{""acl_conj"": 1}"	"Lihtsalt vaikus on , "" sõnab Anakonda mänedzeri kohuseid täitnud Kalle Kukk imestav-kõhklevalt ."	"Vaikus on , "" sõnab Anakonda mänedzeri kohuseid täitnud Kalle Kukk ."
543990	2606	0	{}	President Lennart Meri , Helle Meri ja kõrgkoolide rektorid koos haridusminister Mait Klaasseniga võtsid eile Kadriorus vastu 51 paremat kõrgkoolilõpetajat ning ligi 200 keskkoolilõpetajat üle Eesti .	President Lennart Meri , Helle Meri ja kõrgkoolide rektorid koos haridusminister Mait Klaasseniga võtsid Kadriorus vastu 51 paremat kõrgkoolilõpetajat ning ligi 200 keskkoolilõpetajat üle Eesti .
664880	485	0	{}	Ma rahul !	Ma !
419765	1312	1	"{""ccomp_conj"": 1, ""acl_ccomp"": 1, ""nmod_obl"": 1}"	ASi Kuutsemäe Puhkekeskus tegevdirektor Peeter Ilmas ütles Postimehele , et üle poole tänavu suusatamas käinutest on tallinlased .	ASi Kuutsemäe Puhkekeskus tegevdirektor Peeter Ilmas ütles Postimehele , et üle poole suusatamas käinutest on tallinlased .
527826	5560	0	{}	KAASASÜNDINUD ANDED Oled sihikindel , analüütiline , võimas ja oskad minna sügavuti .	KAASASÜNDINUD ANDED Oled sihikindel , analüütiline , võimas ja oskad minna .
577747	2043	0	{}	60 meetri tõkkejooksus 8,32 ga konkurentsitult võitnud Mirjam Liimask tunnistas , et ainult stopperiga võisteldes on head tulemust raske saavutada .	60 meetri tõkkejooksus 8,32 ga võitnud Mirjam Liimask tunnistas , et stopperiga võisteldes on head tulemust raske saavutada .
522672	3788	1	"{""obl_det"": 1, ""advcl_acl"": 1}"	« Olen selleks liialt pereinimene , kuhu ma mehe ja lapse jätan ?	« Olen selleks pereinimene , kuhu ma mehe ja lapse jätan ?
403119	116500	1	"{""acl_amod"": 1, ""root_nmod"": 1, ""nmod_root"": 1}"	d Ning see ei andnud Ø enam rahu .	D Ning see ei andnud Ø rahu .
3581	28027	0	{}	Hargnemiste väärprognoosimine põhjustab käsukonveieris mullistumisi ( tühitakte ) , mille tagajärjel võib protsessori jõudlus märgatavalt väheneda .	Hargnemiste väärprognoosimine põhjustab käsukonveieris mullistumisi ( tühitakte ) , mille tagajärjel võib protsessori jõudlus väheneda .
76955	1357	0	{}	John Adams ( 1947 ) , samuti USA helilooja , sai 1970. aastate lõpul tuntuks teostega , milles korduste rohkus on pärit minimalismist , kuid muusikaline aeg voolab euroopalikumalt - faktuur muutub teostes kiiremini , teemades võib esineda ka kontraste ning üldine staatika vaheldub peaaegu et romantiliste tõusudega .	John Adams ( 1947 ) , USA helilooja , sai 1970. aastate lõpul tuntuks teostega , milles korduste rohkus on pärit minimalismist , kuid muusikaline aeg voolab - faktuur muutub teostes , teemades võib esineda kontraste ning üldine staatika vaheldub romantiliste tõusudega .
88615	621	0	{}	Ise me Leedus panka teha ei kavatse , sest nende keskpangal on väga suured omakapitali nõuded .	Ise me Leedus panka teha ei kavatse , sest nende keskpangal on suured omakapitali nõuded .
645059	2084	0	{}	ja siis oli mingi vend käind ja küsind et andke mingi hea fotokas .	Ja oli mingi vend käind ja küsind et andke mingi hea fotokas .
705126	209455	0	{}	Gaty_ja_Celly: võtab vägisi kaasa laulma	Gaty_ja_Celly : võtab kaasa laulma
533257	3157	1	"{""nsubj_obl"": 1, ""conj_appos"": 1, ""obj_obl"": 1, ""punct_conj"": 1}"	Staarnimesid leidub linaloos veelgi filmi « Goodfellas » lavastaja Martin Scorsese on aeg-ajalt õhku täis minev Sykes ( eesti variandis Tõnu Kark ) ning reggae-kuninga poeg Ziggy Marley ja « Cosby show » staar Doug .	Staarnimesid leidub linaloos filmi « Goodfellas » lavastaja Martin Scorsese on õhku täis minev Sykes ( eesti variandis Tõnu Kark ) ning reggae-kuninga poeg Ziggy Marley ja « Cosby show » staar Doug .
554600	2912	0	{}	""" Rahvas hakkas kohe kaasa elama ja see tegi esinemise veel lihtsamaks ."	""" Rahvas hakkas kaasa elama ja see tegi esinemise lihtsamaks ."
405511	10272	1	"{""det_amod"": 1}"	Ja ma viitan veel sellele , mida alguses ütlesin , et pärast seda on Eestil palju lihtsam sõlmida viisavabadust teiste riikidega , kuna teil on asjad korras .	Ja ma viitan sellele , mida alguses ütlesin , et pärast seda on Eestil lihtsam sõlmida viisavabadust teiste riikidega , kuna teil on asjad korras .
705265	269285	0	{}	citty: Shad-the-krabamatu licalt niisama .... ega mul koe midagi olema eip pia ....	Citty : Shad-the-krabamatu licalt .... ega mul koe midagi olema eip pia ....
341291	3839	0	{}	Neid võiks tuua juhtkangide juurde ainult uue plaani teostamiseks - aga seda ,	Neid võiks tuua juhtkangide juurde uue plaani teostamiseks - aga seda ,
65117	4068	1	"{""nummod_det"": 1}"	"Ilmselt on siin puhtalt psühholoogiline moment , "" oletab vanemprokurör üht põhjust ."	"On siin psühholoogiline moment , "" oletab vanemprokurör üht põhjust ."
450982	503	0	{}	Elu on näidanud , et ELi tormamise nimel ollakse kõigeks valmis ja riigi esmane ülesanne , mis peaks olema rahvale inimväärsete elutingimuste loomine , jääb sootuks tagaplaanile .	Elu on näidanud , et ELi tormamise nimel ollakse kõigeks valmis ja riigi esmane ülesanne , mis peaks olema rahvale inimväärsete elutingimuste loomine , jääb tagaplaanile .
216760	1015	0	{}	Kuid sel ajal polnud ilmselt kellelgi aimu internetis levima hakkavast muusikavahetusest ja selle ärilisest tulevikust .	Kuid sel ajal polnud kellelgi aimu internetis levima hakkavast muusikavahetusest ja selle ärilisest tulevikust .
402577	680	0	{}	Ühtlasi täname neid omanikke , kes on meiega konsulteerinud selleks , et mitte kahjustada üürnike huve .	Täname neid omanikke , kes on meiega konsulteerinud selleks , et kahjustada üürnike huve .
537103	1019	0	{}	Vähem kui neljakuuliste hoiuste intressi Krediidipank ei tõstnud .	Kui neljakuuliste hoiuste intressi Krediidipank ei tõstnud .
404318	3279	1	"{""ccomp_advcl"": 1, ""xcomp_advcl"": 1}"	Muuseas , mina Constance'i ei mäleta , kuigi olen “ Kolme musketäri ” lugenud ja enda teada lehekülg lehekülje haaval hoovi poistega ka maha mänginud .	, mina Constance'i ei mäleta , kuigi olen “ Kolme musketäri ” lugenud ja enda teada lehekülg lehekülje haaval hoovi poistega maha mänginud .
23602	3764	0	{}	Nõmmel Naaritsa tänava lõpus prügimäe äärsel teeribal iga päev oma kuueaastast hundikoera Ferrit jalutav Georgi Kalitventsev ( 54 ) leiab , et olukord on eriti hulluks muutunud viimasel kolmel aastal .	Nõmmel Naaritsa tänava lõpus prügimäe äärsel teeribal iga päev oma kuueaastast hundikoera Ferrit jalutav Georgi Kalitventsev ( 54 ) leiab , et olukord on hulluks muutunud viimasel kolmel aastal .
705330	27526	0	{}	rapdog: no edasi	Rapdog : no
689216	1031687	0	{}	Ja teiseks , Eestis on levinud niinimetatud variisikute kasutamine .	Ja teiseks , Eestis on levinud variisikute kasutamine .
693314	1412031	0	{}	Võib-olla mõnele jääb midagi natuke arusaamatuks , siin oli proua Liia Hänni küsimus .	Mõnele jääb midagi arusaamatuks , oli proua Liia Hänni küsimus .
312836	3891	1	"{""advcl_conj"": 1}"	Aga piraatlusel on ka head küljed - Müncheni lennujaamas 2000 krooni maksvad Versace'i prillid kaitsevad Phuketis tsikliga sõites silma lendavate sääskede eest , eriti kui need Karon Beachil maksavad 60 krooni .	Aga piraatlusel on head küljed - Müncheni lennujaamas 2000 krooni maksvad Versace'i prillid kaitsevad Phuketis tsikliga sõites silma lendavate sääskede eest , need Karon Beachil maksavad 60 krooni .
459224	645	1	"{""advcl_ccomp"": 1}"	Tänav on nii pime , et lähituledest ei piisa , aga kaugtulesid kasutada ei saa .	Tänav on pime , et lähituledest ei piisa , aga kaugtulesid kasutada ei saa .
627951	1455	0	{}	""" Ma ei saa välistada , et sellise suhtumise taga on Vene eriteenistused ja võib-olla ka mõned majanduslikud huvigrupid . """	""" Ma ei saa välistada , et sellise suhtumise taga on Vene eriteenistused ja mõned majanduslikud huvigrupid . """
60266	144	0	{}	Turg aktiviseerus ning käive kasvas järsult eelmiste kauplemispäevadega võrreldes .	Turg aktiviseerus ning käive kasvas eelmiste kauplemispäevadega võrreldes .
559296	0	0	{}	Täna on siis see päev , kui Sophie Rhys-Jones lubab prints Edwardi sõna kuulata .	Täna on see päev , kui Sophie Rhys-Jones lubab prints Edwardi sõna kuulata .
375784	13003	0	{}	Videos küll .	Videos .
515696	3542	1	"{""det_nummod"": 1}"	Mujal maailmas jäetakse täkkudeks vaid üks protsent , kes on kõige-kõige paremad .	Maailmas jäetakse täkkudeks üks protsent , kes on paremad .
330515	659	0	{}	Tõenäolist sellepärast , et mängijad - olgu omad või võõrad - ei tunneta veel üksteist .	, et mängijad - olgu omad või võõrad - ei tunneta üksteist
413351	4532	0	{}	Rask tõi eeskujuks Islandi õigussüsteemi , kus kriminaalasjad jõuavad esimese astme kohtulahendini isegi nädalatega .	Rask tõi eeskujuks Islandi õigussüsteemi , kus kriminaalasjad jõuavad esimese astme kohtulahendini nädalatega .
672530	4657	0	{}	kruvi ,  pideva kirumise ainus tulemus on see , et muututakse kirumise suhtes täiesti tundetuks ja tuimaks .	Kruvi , pideva kirumise ainus tulemus on see , et muututakse kirumise suhtes tundetuks ja tuimaks .
700815	948667	1	"{""nmod_nsubj"": 1}"	Eelnõu sisu muudatusettepanekute arutelude käigus majanduskomisjonis oluliselt muutunud ei ole .	Eelnõu sisu muudatusettepanekute arutelude käigus majanduskomisjonis muutunud ei ole .
648609	4046	1	"{""aux_cop"": 1, ""nsubj_nsubj:cop"": 1, ""compound:prt_advmod"": 1}"	Et aga võtted alles algasid , siis pole me veel palju koos mänginud .	Et aga võtted alles algasid , pole me koos mänginud .
58720	1335	1	"{""conj_parataxis"": 1}"	"Miks tekitab mõtteviis "" kui pole nõudlust , järelikult tuleb kinni panna "" kultuurivaldkonnas hüsteeriat ja minestusselangemist ?"	"Miks tekitab mõtteviis "" kui pole nõudlust , tuleb kinni panna "" kultuurivaldkonnas hüsteeriat ja minestusselangemist ?"
374956	504971	0	{}	Tegelikke kohtulahendeid lugedes jääb aga mulje , et asi oli palju keerukam .	Tegelikke kohtulahendeid lugedes jääb mulje , et asi oli keerukam .
409768	1833	0	{}	Eileöine rööv kestis umbes minuti .	Eileöine rööv kestis minuti .
667202	686075	1	"{""ccomp_obl"": 1, ""obl_ccomp"": 1}"	Te teate , et meil praktiliselt ühelgi aktsiaseltsil aktsiaid reaalselt ei ole .	Te teate , et meil ühelgi aktsiaseltsil aktsiaid ei ole .
472469	259	0	{}	Kuigi unistus oma riigist osutub veel tänapäevalgi lisaks arhailisele keelele osaks Walesi olemusest , on kõik iseseisvuspüüdlused luhtunud .	Kuigi unistus oma riigist osutub tänapäevalgi lisaks arhailisele keelele osaks Walesi olemusest , on kõik iseseisvuspüüdlused luhtunud .
337611	8883	0	{}	Ta on punktuaalne , mis tähendaks pigem öeldud sõnapidaja mehe tähenduses .	Ta on punktuaalne , mis tähendaks öeldud sõnapidaja mehe tähenduses .
2077	558	0	{}	Harold Shipman  ( vähemalt 116 ohvrit ) .	Harold Shipman ( 116 ohvrit ) .
403122	362112	0	{}	""" Sul vaba aega küll , major , tegele vahelduseks selle teadusega . """	""" Sul vaba aega , major , tegele vahelduseks selle teadusega . """
677858	1669	1	"{""advcl_ccomp"": 1}"	John Gregory ( Derby treener - toim ) kostis vaid , et hindab mind Evertoni pakutust palju kõrgemalt , lausus Poom .	John Gregory ( Derby treener - toim ) kostis , et hindab mind Evertoni pakutust , lausus Poom .
197116	194	0	{}	Tallinna hoolekandekeskuse juhataja Aime Piirsalu sõnul sureb peaaegu iga päev varjupaigas mõni parandamatult haige või vana inimene ning elu suurendab ühiskonna heidikute hulka pidevalt .	Tallinna hoolekandekeskuse juhataja Aime Piirsalu sõnul sureb iga päev varjupaigas mõni haige või vana inimene ning elu suurendab ühiskonna heidikute hulka .
241280	1327	1	"{""nsubj_obj"": 1}"	Kümmekond sekundit hiljem keeras aga Hallik Tolvaneni lihtsalt jõuga selili .	Keeras Hallik Tolvaneni jõuga .
11578	2553	1	"{""conj_acl"": 1, ""nmod_obl"": 1, ""obj_nsubj"": 1}"	Jugoslaaviat uputanud ja ka Albaaniasse jõudnud paduvihmas seadis osa väljasaadetuist mägede veerele üles telgid .	Jugoslaaviat uputanud ja Albaaniasse jõudnud paduvihmas seadis osa väljasaadetuist mägede veerele üles telgid .
539695	1937	0	{}	""" Väga palju Euroopas selliseid kohti pole , näiteks Helsingis on neid alla kümne , "" lisab Veljo Haamer ."	""" Euroopas selliseid kohti pole , näiteks Helsingis on neid alla kümne , "" lisab Veljo Haamer ."
347117	358	0	{}	Suurem remont ootab ees kodanikesaali ja raesaali , kuid uuendatakse ka kööki , kämmereid ja pööningut .	Suurem remont ootab ees kodanikesaali ja raesaali , kuid uuendatakse kööki , kämmereid ja pööningut .
175498	974	1	"{""advcl_conj"": 1}"	Eesti mehe raskest elust räägib ka oodatav eluiga , mis on Eestis ja Leedus 65 , Venemaal vaid 57 , samas kui Euroopa Liidu ja põhjamaade mehe eluiga ulatub 75 eluaastani .	Eesti mehe raskest elust räägib oodatav eluiga , mis on Eestis ja Leedus 65 , Venemaal 57 , Euroopa Liidu ja põhjamaade mehe eluiga ulatub 75 eluaastani .
699394	1944	1	"{""nsubj_nsubj:cop"": 1, ""aux_cop"": 1}"	Juba esimesed kolm maakonda , mida Maaleht oma käsilolevas reformi-seerias on jõudnud põhjalikumalt käsitleda , näitavad , et igas kandis on olukord isemoodi .	Esimesed kolm maakonda , mida Maaleht oma käsilolevas reformi-seerias on jõudnud käsitleda , näitavad , et igas kandis on olukord isemoodi .
551898	1001	0	{}	Kas riigitelevisiooni sporditoimetajatel jätkub järjekindlust ja entusiasmi korvpalliasja ajada ?	Riigitelevisiooni sporditoimetajatel jätkub järjekindlust ja entusiasmi korvpalliasja ajada ?
655355	7178	0	{}	ma ei jõua praegu pikemalt - vaja tööle hakata , aga tänan hea teema eest ja viitan paarile seonduvale alapunktile :	Ma ei jõua - vaja tööle hakata , aga tänan hea teema eest ja viitan paarile seonduvale alapunktile :
366273	1403	0	{}	Seda arvestades suunduvad Valka elanikud eriarstiabi teenuste saamiseks tõenäoliselt peamiselt Valmiera haiglasse .	Seda arvestades suunduvad Valka elanikud eriarstiabi teenuste saamiseks Valmiera haiglasse .
705157	184232	1	"{""root_nsubj:cop"": 1, ""nsubj:cop_root"": 1}"	20 - 22a naist voodis on siis sa surd kyll 2ra	20 - 22a naist voodis on sa surd kyll 2ra
516792	1427	0	{}	Ikka mitu riigivisiiti on olnud .	Mitu riigivisiiti on olnud .
631962	1690	1	"{""nsubj:cop_obj"": 1, ""cop_aux"": 1, ""conj_obj"": 1}"	Osava käega kurjategija mõisteti mullu Lääne maakohtus vangi ja ta on süüdistatav ka mujal Eesti toime pandud röövimiste eest .	Osava käega kurjategija mõisteti Lääne maakohtus vangi ja ta on süüdistatav Eesti toime pandud röövimiste eest .
693769	1829	0	{}	Pariisi Nizza võidusõit on tegelikult mõeldud rohkem mägedemeestele .	Pariisi Nizza võidusõit on mõeldud mägedemeestele .
666523	3944	0	{}	""" Soovitatav on valida nn moodulsüsteemne lukk , mis on tehtud ühtse lukuosade põhimõttel ning mida saab olukorra muutudes ust ümber tegemata kohendada , vahetades välja vaid mõne üksiku osa ."	""" Soovitatav on valida nn moodulsüsteemne lukk , mis on tehtud ühtse lukuosade põhimõttel ning mida saab olukorra muutudes ust ümber tegemata kohendada , vahetades välja mõne üksiku osa ."
97748	1059	1	"{""csubj:cop_acl"": 1}"	""" Taas on politseil võimalus meeldiv tänada vaprat linnakodanikku , kelle kiire tegutsemine aitas ära hoida kuriteo , "" ütles Laanet ."	""" on politseil võimalus meeldiv tänada vaprat linnakodanikku , kelle kiire tegutsemine aitas ära hoida kuriteo , "" ütles Laanet ."
698650	766	0	{}	Aga meie oleme EE hinnatõusuprojekti põhjalikumalt analüüsinud just võrguettevõtja seisukohalt .	Aga meie oleme EE hinnatõusuprojekti analüüsinud võrguettevõtja seisukohalt .
275362	564	0	{}	Keskendugem järgnevalt põhiliselt linlastest maakasutajatele ning aspektidele , mis puudutavad otseselt või kaudselt kinnisvaraturgu .	Keskendugem linlastest maakasutajatele ning aspektidele , mis puudutavad kinnisvaraturgu .
495341	7887	1	"{""nsubj:cop_nmod"": 1}"	Minu hobiks on ehk kostüümide väljamõtlemine , aga muidu on kogu mu elu tõesti tants .	Minu hobiks on kostüümide väljamõtlemine , aga on kogu mu elu tants .
620045	421	1	"{""csubj_conj"": 1}"	Sõltub , kas Levadia küsib tema eest raha .	Sõltub , Levadia küsib tema eest raha .
36097	2701	0	{}	""" Ma oleksin pidanud oma erastatud mõttelisele osale veel peale maksma . """	""" Ma oleksin pidanud oma erastatud mõttelisele osale peale maksma . """
564971	884	0	{}	Eks vist ongi aeg jätta suur poliitika poliitikute mängumaaks ja suunata oma energiajäägid isikliku elu korrastamisele .	Ongi aeg jätta suur poliitika poliitikute mängumaaks ja suunata oma energiajäägid isikliku elu korrastamisele .
114724	2097	0	{}	Päev on pikk umbes 16 tundi .	Päev on pikk 16 tundi .
628073	1432	1	"{""advcl_nsubj"": 1}"	""" Ilmselt läheb asi lõpuks välja valitsuse tasemele , "" arvas Palu ."	""" läheb asi välja valitsuse tasemele , "" arvas Palu ."
283303	1374	1	"{""obj_nsubj:cop"": 1, ""aux_cop"": 1}"	Igas jutus on ka mingisugune tõetera sees , ent seda on siis mehiselt väänatud .	Igas jutus on mingisugune tõetera sees , ent seda on väänatud .
493351	710	0	{}	“ Mis sa teed seal ? ” kahtlustab mees .	“ Mis sa teed ? ” kahtlustab mees .
584181	2367	1	"{""nsubj_ccomp"": 1, ""ccomp_nmod"": 1}"	"Me peame hoolitsema , et praegu sündiv kultuuripärand kestaks sama kaua kui paber . """	"Me peame hoolitsema , et sündiv kultuuripärand kestaks . """
171121	185	1	"{""appos_parataxis"": 1}"	""" Ainuüksi Suurbritannias on umbes 550 000 vakantset töökohta , "" ütles Dublinis baseeruva töövahendusagentuuri Prosperity Recruitment Solutions ( PRS ) müügijuht Gary Mullan pressikonverentsil , käivitades oma firma tegevuse Poolas ."	""" Suurbritannias on 550 000 vakantset töökohta , "" ütles Dublinis baseeruva töövahendusagentuuri Prosperity Recruitment Solutions ( PRS ) müügijuht Gary Mullan pressikonverentsil , käivitades oma firma tegevuse Poolas ."
343905	201	0	{}	Veel eelmisel nädalal kinnitas Venemaa kaitseminister Sergei Ivanov , et Iraak ei ole vaene riik ja Venemaa ei kavatse oma kaheksa-miljardisest laenust midagi kustutada .	Eelmisel nädalal kinnitas Venemaa kaitseminister Sergei Ivanov , et Iraak ei ole vaene riik ja Venemaa ei kavatse oma kaheksa-miljardisest laenust midagi kustutada .
701738	872	0	{}	Neid on algernonis päris  .	Neid on algernonis .
545131	2438	0	{}	Segadust oli ka leitnandiga .	Segadust oli leitnandiga .
184176	1313	0	{}	Südalinnas kasutatakse tänavate võimalikult pikalt puhtana hoidmiseks puhast soola , mujal soola-liiva segu .	Südalinnas kasutatakse tänavate puhtana hoidmiseks puhast soola , soola-liiva segu .
668414	622	0	{}	Juba paljud väga head politseinikud on nimelt sellise ebamäärase olukorra tõttu töölt lahkunud .	Paljud head politseinikud on sellise ebamäärase olukorra tõttu töölt lahkunud .
588726	2792	0	{}	Uue valimismaratoni jaoks poleks sel kevadel kellelgi ka raha .	Uue valimismaratoni jaoks poleks sel kevadel kellelgi raha .
378404	1002	0	{}	Nagu on kummalised ja ettearvamatud ka nende omavahelised suhted ja armastussidemed .	Nagu on kummalised ja ettearvamatud nende omavahelised suhted ja armastussidemed .
407599	2938	0	{}	Ontika pankrannik , Kuremäe ehk Pühtitsa nunnaklooster ja Hermanni kindlus Eesti-Vene piiril kujutavad endast enamvähem kohustuslikke turismiobjekte .	Ontika pankrannik , Kuremäe ehk Pühtitsa nunnaklooster ja Hermanni kindlus Eesti-Vene piiril kujutavad endast kohustuslikke turismiobjekte .
425618	3387	0	{}	Kvaliteet on tavaliselt hea .	Kvaliteet on hea .
99631	353	1	"{""nmod_obl"": 1}"	Aga vrakke , millel oleks rääkida mõni huvitav lugu , leidub siin rohkemgi - näiteks Narva lahe põhjast leiti tänavu kaks miiniristleja vrakki .	Aga vrakke , millel oleks rääkida mõni huvitav lugu , leidub - näiteks Narva lahe põhjast leiti kaks miiniristleja vrakki .
420739	511	0	{}	Jaapani avastamine algas vaevaliselt .	Jaapani avastamine algas .
114412	560	0	{}	Lisaks Isometsäle kuulusid kaheaastase võistluskeeluga karistatute hulka veel Janne Immonen , Mika Myllylä , Harri Kirvesniemi , Virpi Kuitunen ja Milla Jauho .	Lisaks Isometsäle kuulusid kaheaastase võistluskeeluga karistatute hulka Janne Immonen , Mika Myllylä , Harri Kirvesniemi , Virpi Kuitunen ja Milla Jauho .
517732	105	1	"{""obl_obj"": 1}"	300 septembris tarbijakaitsesse helistanust kurtsid vastostetud kingade lagunemise üle tervelt 106 inimest .	300 septembris tarbijakaitsesse helistanust kurtsid vastostetud kingade lagunemise üle 106 inimest .
371364	992	0	{}	Pealiskaudset kiidulaulu kuulavad toasistujad vaikselt ja tuimalt .	Pealiskaudset kiidulaulu kuulavad toasistujad .
269	6466	0	{}	Või on see hoopis see Hollandi-armastus , mis Aleksejevis välja lööb ?	Või on see see Hollandi-armastus , mis Aleksejevis välja lööb ?
623949	1986	0	{}	Vaata lisaks ka pilte Loodusemehe pildipangas : http://www.loodusemees.ee/ pildipank.	Vaata lisaks pilte Loodusemehe pildipangas : http://www.loodusemees.ee/ pildipank .
354176	945	1	"{""flat_nummod"": 1, ""nmod_obl"": 1, ""obj_xcomp"": 1}"	"Mitmevõistluse finaalis lubatakse võistelda ka eelnevalt "" TV 10 olümpiastarti "" programmis oleva mitmevõistluse läbinud ja normatiivi täitnud üksikvõistlejail ."	"Mitmevõistluse finaalis lubatakse võistelda "" TV 10 olümpiastarti "" programmis oleva mitmevõistluse läbinud ja normatiivi täitnud üksikvõistlejail ."
412887	887	1	"{""advcl_obl"": 1, ""cop_aux"": 1, ""acl_ccomp"": 1, ""csubj:cop_csubj"": 1}"	Kuigi hääleaparaat on nii keeruline , et inimesel pole õnnestunud ühtki sarnast riista teha , on hääle teket hea selgitada keelega puhkpilli näitel , olgu selleks vile , klarnet või oboe .	Kuigi hääleaparaat on keeruline , et inimesel pole õnnestunud ühtki sarnast riista teha , on hääle teket hea selgitada keelega puhkpilli näitel , olgu selleks vile , klarnet või oboe .
477628	1581	0	{}	Praegu jagan end niiöelda kahe heinakuhja vahel : olen Tallinna Kaubamaja stiilinõunik ja mul on ka oma stuudio .	Jagan end kahe heinakuhja vahel : olen Tallinna Kaubamaja stiilinõunik ja mul on oma stuudio .
705066	227094	0	{}	blackjack: ei jõua enam	Blackjack : ei jõua
242300	835	0	{}	Viimasel ajal on jurtalaadsed ehitised hakanud levima ka Läänes , sageli neil siiski oma idamaise eelkäijaga peale välise kuju erilist seost ei ole .	Viimasel ajal on jurtalaadsed ehitised hakanud levima Läänes , neil oma idamaise eelkäijaga peale välise kuju erilist seost ei ole .
568360	3901	0	{}	Eramuehituse potentsiaali pealinna lähiümbruses peab Jüri Raag jätkuvalt suureks .	Eramuehituse potentsiaali pealinna lähiümbruses peab Jüri Raag suureks .
699334	1524530	1	"{""cc_mark"": 1, ""conj_obl"": 1}"	Terrorirünnak USA-le 11. septembril 2001 ja bioterrori võimaluste kasutus pärast seda annavad niihästi NATO ruumile kui ka rahvusvahelist julgeolekut tagavale koostööle põhimõtteliselt avarama tähenduse .	Terrorirünnak USA-le 11. septembril 2001 ja bioterrori võimaluste kasutus pärast seda annavad NATO ruumile kui rahvusvahelist julgeolekut tagavale koostööle avarama tähenduse .
242810	1595	1	"{""nsubj:cop_nsubj"": 1, ""cop_aux"": 1}"	Siiski tunnistas palestiinlaste liider , et kuigi Haniyeh pole arvestanud valitsuse programmi osas tema seisukohti , kiidab ta valitsuse heaks ja annab sellele võimaluse võtta vastutus .	Tunnistas palestiinlaste liider , et kuigi Haniyeh pole arvestanud valitsuse programmi osas tema seisukohti , kiidab ta valitsuse heaks ja annab sellele võimaluse võtta vastutus .
381926	1955	1	"{""conj_csubj:cop"": 1}"	“ On üsna selge , et see teelõik on praegu halvas korras , kuid kui õige sõidukiirus valida , ei juhtu autoga midagi , ” märkis Pääru , kommenteerides võimalust , et praeguses olukorras võib Mustamäe tee autole märkimisväärseid vigastusi tekitada .	“ On selge , et see teelõik on halvas korras , kuid kui õige sõidukiirus valida , ei juhtu autoga midagi , ” märkis Pääru , kommenteerides võimalust , et praeguses olukorras võib Mustamäe tee autole märkimisväärseid vigastusi tekitada .
220923	552	1	"{""ccomp_conj"": 1}"	""" Teoreetiliselt võib Eesti Energia nõukogu asja ära otsustada , kas mingis äriprojektis osaleda või mitte , "" viitas ta Eesti praegustele seadustele ."	""" võib Eesti Energia nõukogu asja ära otsustada , mingis äriprojektis osaleda või mitte , "" viitas ta Eesti praegustele seadustele ."
673732	29444	1	"{""nsubj:cop_nsubj"": 1, ""nmod_obl"": 1}"	Tegelikult ma ei saanud vastust oma küsimusele .	Ma ei saanud vastust oma küsimusele .
