COLLECTION	SPANSTART	TYPE	TEXT
1420	5463	S	Tolle määruse kohaselt ei saanud Nõmmele ehitada kahe korteriga maju , need ei tohtinud olla rohkem kui kolmekorruselised , ei võinud asuda tänava ääres ning kindlal ehitusjoonel .
			
667912	1396	O	Kohv odavneb alles teist kuud pärast rohkem kui aasta kestnud kallinemist ning veebruarinädalal kulub neljaliikmelisel perel kohvi ostmiseks 36 senti ( -2 , 3 ) vähem kui kuu aega tagasi .
667912	1396	S	Kohv odavneb teist kuud pärast aasta kestnud kallinemist ning veebruarinädalal kulub neljaliikmelisel perel kohvi ostmiseks 36 senti ( -2 , 3 ) .
			
361010	930	O	""" Põhjusel , et avalik konkurss ei andnud soovitud tulemusi ja nõuded vastavale ametikohale olid väga kõrged ja võimalike sobivate kandidaatide ring Eestis piiratud , alustati sihtotsinguga , mille käigus vesteldi rohkem kui kümne kandidaadiga ."
361010	930	S	""" Põhjusel , et avalik konkurss ei andnud soovitud tulemusi ja nõuded vastavale ametikohale olid kõrged ja võimalike sobivate kandidaatide ring Eestis piiratud , alustati sihtotsinguga , mille käigus vesteldi ."
			
53053	1169	O	""" Kui 30 aastat tagasi oli küllalt igapäevane , et Papissaarest sõideti taksoga üle jää otse Vilsandile , siis viimasel ajal on tekkinud olukord , kus inimene ei pääse ka jalgsi üle jää rohkem kui kaks-kolm korda aastas , "" rääkis Kullapere ."
53053	1169	S	""" Kui 30 aastat tagasi oli igapäevane , et Papissaarest sõideti taksoga üle jää Vilsandile , siis viimasel ajal on tekkinud olukord , kus inimene ei pääse üle jää , "" rääkis Kullapere ."
			
226584	2442	O	Paraku on see märgatavalt kallim , kui lasteaiarühmale ette on nähtud : sanitaarremont , sisustus , kvaliteetsed mänguasjad ja õppevahendid on programmi oluline osa ; ka kasvataja abisid on rohkem kui tavarühmas .
226584	2442	S	On see kallim , kui lasteaiarühmale ette on nähtud : sanitaarremont , sisustus , kvaliteetsed mänguasjad ja õppevahendid on programmi oluline osa ; kasvataja abisid on rohkem kui tavarühmas .
			
705251	62200	O	kirss: meeldis rohkem kui chainsaw
705251	62200	S	Kirss : meeldis
			
407180	14	O	Kesklinnas äri püsti panna soovivad kaupmehed otsivad tikutulega 100-kroonise ruutmeetrihinnaga rendipindu , rohkem kui poole kallimad ruumid seisavad aga suisa linna südames tühjana .
407180	14	S	Kesklinnas äri püsti panna soovivad kaupmehed otsivad tikutulega 100-kroonise ruutmeetrihinnaga rendipindu , poole kallimad ruumid seisavad linna südames tühjana .
			
705155	37840	O	Kirke: Markos ... kindlasti rohkem kui teatud isik ...
705155	37840	S	Kirke : Markos ... rohkem kui teatud isik ...
			
489179	3192	O	Ma polnud teda ammu Räpinas kohanud ja kui siis nägin , tundus teine päris poisike nii palju oli ta vähem kui aastaga kaalust alla võtnud . »
489179	3192	S	Ma polnud teda Räpinas kohanud ja kui nägin , tundus teine päris poisike oli ta aastaga kaalust alla võtnud . »
			
360745	1109	O	Keskkonnaministeeriumi keskkonnakorralduse ja -tehnoloogia osakonna spetsialisti Heidi Halliku sõnul võib oodata , et siinsed ettevõtted on tulevikus sel turul müüja rollis , sest Eesti on juba praeguseks vähendanud süsihappegaasi emissiooni mitu korda rohkem kui Kyoto protokoll nõuab .
360745	1109	S	Keskkonnaministeeriumi keskkonnakorralduse ja - tehnoloogia osakonna spetsialisti Heidi Halliku sõnul võib oodata , et siinsed ettevõtted on tulevikus sel turul müüja rollis , sest Eesti on praeguseks vähendanud süsihappegaasi emissiooni mitu korda Kyoto protokoll nõuab .
			
81143	1038	O	Läbimurre juhtus veidi rohkem kui aasta pärast poja Franzi sündi abielust eestlase Urmas Välbega .
81143	1038	S	Läbimurre juhtus kui aasta pärast poja Franzi sündi abielust eestlase Urmas Välbega .
			
570749	2036	O	Uue kombinesooni hinda pole teatavaks tehtud , kuid arvatakse , et see maksab vähemalt kaks korda rohkem kui vanem mudel ehk umbes 2500 dollarit ( 30 000 Eesti krooni ) .
570749	2036	S	Uue kombinesooni hinda pole teatavaks tehtud , kuid arvatakse , et see maksab kaks korda kui vanem mudel ehk 2500 dollarit ( 30 000 Eesti krooni ) .
			
699335	632086	O	Komisjon on seisukohal , et nimetatud ettepanek ei kaitse välismaalast reaalselt mitte sugugi rohkem kui praegune redaktsioon , ja seetõttu on hääletustulemus sama : 1 poolt ja 5 vastu .
699335	632086	S	Komisjon on seisukohal , et nimetatud ettepanek ei kaitse välismaalast , ja on hääletustulemus sama : 1 poolt ja 5 vastu .
			
30843	139	O	Praegu kehtiv seadus lubaks noortele , kes rohkem kui üks kord uimastite pruukimisega vahele jäänud , trahvi määrata või nad kuni kolmeks kuuks pokri pista .
30843	139	S	Kehtiv seadus lubaks noortele , kes üks kord uimastite pruukimisega vahele jäänud , trahvi määrata või nad kuni kolmeks kuuks pokri pista .
			
504342	3709	O	Eestis , kus üksikisiku tulumaks on uus nähtus , on rohkem kui näiteks Skandinaavis levinud sissetuleku varjamine .
504342	3709	S	Eestis , kus üksikisiku tulumaks on uus nähtus , on näiteks Skandinaavis levinud sissetuleku varjamine .
			
598951	914	O	Et aidata endistel omanikel ja nende järeltulijatel oma vara tuvastada , pani Briti valitsus Internetti üles rohkem kui 30 000 dokumendist koosneva varata jäänute nimekirja .
598951	914	S	Et aidata endistel omanikel ja nende järeltulijatel oma vara tuvastada , pani Briti valitsus Internetti üles 30 000 dokumendist koosneva varata jäänute nimekirja .
			
401438	3139	O	Sama seaduse § 32 järgi on vähemalt ühel protsendil ( kuid mitte vähem kui viiel ) hääleõiguslikul valla- või linnaelanikel õigus algatada valla- või linnavolikogu või valitsuse õigusaktide vastuvõtmine , muutmine või tühistamine .
401438	3139	S	Sama seaduse § 32 järgi on ühel protsendil ( kuid vähem kui viiel ) hääleõiguslikul valla- või linnaelanikel õigus algatada valla- või linnavolikogu või valitsuse õigusaktide vastuvõtmine , muutmine või tühistamine .
			
521709	151	O	Indoneesia politsei andmeil on 182 surnud ja vähemalt 210 vigastatud inimese seas rohkem kui pooled eurooplased , valdavalt sakslased ja inglased ; palju on ka austraallasi .
521709	151	S	Indoneesia politsei andmeil on 182 surnud ja 210 vigastatud inimese seas rohkem kui pooled eurooplased , sakslased ja inglased ; palju on austraallasi .
			
140084	2778	O	"Vahepealne võimalus on "" topelt edumaa "" reegel : teist vooru ei tule siis , kui järgmisel kandidaadil jääb 50%-st puudu enam kui kaks korda rohkem kui tippkandidaadil ."
140084	2778	S	"Vahepealne võimalus on "" edumaa "" reegel : teist vooru ei tule , kui järgmisel kandidaadil jääb 50%-st puudu ."
			
8756	235	O	150 000 tihumeetri kohta on otsesed andmed , ja arvatakse , et ega rohkem kui teist sama palju teadmata jää .
8756	235	S	150 000 tihumeetri kohta on otsesed andmed , ja arvatakse , et rohkem kui teist sama teadmata jää .
			
683874	311	O	Rohkem kui eile ongi ta teinud vaid korra elus 2001. aastal Götzises maailmarekordit ( 9026 punkti ) püstitades .
683874	311	S	Kui eile ongi ta teinud korra elus 2001. aastal Götzises maailmarekordit ( 9026 punkti ) püstitades .
			
170415	2613	O	Ühe koka kulinaariaolümpiaks ettevalmistamine ei maksa vähem kui ühe sportlase kulud spordiolüm-piaks .
170415	2613	S	Ühe koka kulinaariaolümpiaks ettevalmistamine ei maksa ühe sportlase kulud spordiolüm-piaks .
			
468196	1210	O	Nii näiteks on meil praegu registreeritud 460 748 sõiduautost 351 858 tulnud tootmisest rohkem kui 10 aastat tagasi .
468196	1210	S	On meil registreeritud 460 748 sõiduautost 351 858 tulnud tootmisest .
			
183206	470	O	Alates veekeskuse avamisest pisut vähem kui kuu tagasi on nii rahvarohked olnud vaid laupäevad .
183206	470	S	Alates veekeskuse avamisest on rahvarohked olnud laupäevad .
			
267771	484	O	Rohkem kui 20 uut maja toovad Neeme küla 150 elanikule kindlasti tublisti lisa ning rikaste ja toredate uute inimeste vastu pole Neeme elanikel midagi .
267771	484	S	20 uut maja toovad Neeme küla 150 elanikule lisa ning rikaste ja toredate uute inimeste vastu pole Neeme elanikel midagi .
			
200627	877	O	Sellest aga tekib olukord , kus riik kulutab tegelikult konkreetsete oskustega töötaja peale rohkem kui eraettevõte - kõige enne vaatab tööotsija ikka palganumbrit ja otsustab selle järgi .
200627	877	S	Sellest aga tekib olukord , kus riik kulutab konkreetsete oskustega töötaja peale - vaatab tööotsija palganumbrit ja otsustab selle järgi .
			
580290	219	O	Rohkem kui kümme aastat ekraanil olnud kodumaisel tõsielusarjal on olnud üle 200 võttepaiga .
580290	219	S	Kümme aastat ekraanil olnud kodumaisel tõsielusarjal on olnud üle 200 võttepaiga .
			
259440	187	O	Uus baasjaam võimaldab Riiast edastada rohkem kui 30 teleprogrammi Balti riikidesse , Venemaale ja teistesse riikidesse .
259440	187	S	Uus baasjaam võimaldab Riiast edastada 30 teleprogrammi Balti riikidesse , Venemaale ja teistesse riikidesse .
			
345090	1493	O	Selle asemel võttis sotsiaalminister Marko Pomerants 2004. aasta augustis vastu määruse , mille järgi laste hoolekandeasutuse üks pere koosneb kuni kaheksast lapsest ja mitte vähem kui viiest kasvatajast .
345090	1493	S	Selle asemel võttis sotsiaalminister Marko Pomerants 2004. aasta augustis vastu määruse , mille järgi laste hoolekandeasutuse üks pere koosneb kuni kaheksast lapsest ja vähem kui viiest kasvatajast .
			
459403	519	O	Nimelt on inglased veendunud , et kui nad juba kord on leiutanud jalgpalli , siis teavad nad ka sellest mängust rohkem kui kõik beckenbauerid , lobanovskid ja sacchid kokku .
459403	519	S	On inglased veendunud , et kui nad kord on leiutanud jalgpalli , teavad nad sellest mängust .
			
639380	183	O	Mullune suurim ringisõitja oli Juhan Telgma , kes veetis välismaal taas rohkem kui 100 päeva , täpsemalt 101 .
639380	183	S	Mullune suurim ringisõitja oli Juhan Telgma , kes veetis välismaal , 101 .
			
546849	1060	O	Viimast ehk rohkem kui kaht esimest : inimesena lahtine , soe ja sõbralik Pääsuke varjab oma siseilma võõra pilgu eest kiivalt ja me võime ainult aimata , mis seal toimub .
546849	1060	S	Viimast ehk rohkem kui kaht esimest : inimesena lahtine , soe ja sõbralik Pääsuke varjab oma siseilma võõra pilgu eest ja me võime aimata , mis toimub .
			
270572	346	O	Negatiivselt mõjus turule ka Nokia hinnang , et möödunud aastal müüdi maailmas ligi 405 miljonit mobiiltelefoni ehk 45 protsenti rohkem kui 1999. aastal .
270572	346	S	Mõjus turule Nokia hinnang , et möödunud aastal müüdi maailmas 405 miljonit mobiiltelefoni ehk 45 protsenti rohkem kui 1999. aastal .
			
2086	1629	O	Katsed näitavad , et auto kõrvalekaldumine keskteljest on siis vähem kui 5 mm .
2086	1629	S	Katsed näitavad , et auto kõrvalekaldumine keskteljest on vähem kui 5 mm .
			
486622	281	O	Viimane lahkuv sõjaväelane sulges enda järel värava , millega lõpetas sümboolselt rohkem kui kakskümmend aastat kestnud Iisraeli okupatsiooni Lõuna-Liibanonis .
486622	281	S	Viimane lahkuv sõjaväelane sulges enda järel värava , millega lõpetas kakskümmend aastat kestnud Iisraeli okupatsiooni Lõuna-Liibanonis .
			
567911	3	O	Lähinädalatel selgub , kas iraagi rahvas väärib oma juhti Saddam Husseini nii , nagu seda eeldas saksa rahvalt rohkem kui pool sajandit tagasi Berliini suurrünnaku eel Adolf Hitler .
567911	3	S	Lähinädalatel selgub , iraagi rahvas väärib oma juhti Saddam Husseini , nagu seda eeldas saksa rahvalt Berliini suurrünnaku eel Adolf Hitler .
			
129372	1967	O	""" Kindlasti läheb kampaania rohkem kui 100 000 krooniga üle seitsme miljoni , "" sõnas Arjakas , aga ei soovinud arve täpsustada ."
129372	1967	S	""" läheb kampaania üle seitsme miljoni , "" sõnas Arjakas , aga ei soovinud arve täpsustada ."
			
1687	1006	O	Vähem kui kahe aastaga sai kunagi kogu maailma hirmul hoidnud armee haledalt lüüa .
1687	1006	S	Kahe aastaga sai kogu maailma hirmul hoidnud armee lüüa .
			
466218	1235	O	Miami ülikooli sotsioloogid , kes jälgisid mida näitavad USA kaheksa suurema teleauditooriumiga piirkonna ( New York , Chicago , Los Angeles jmt ) kohalikud jaamad , jõudsid samale järeldusele : kuritegevusele antakse kaks korda nii palju eetriaega kui näiteks poliitikale ja 15 korda rohkem kui haridusuudistele .
466218	1235	S	Miami ülikooli sotsioloogid , kes jälgisid mida näitavad USA kaheksa suurema teleauditooriumiga piirkonna ( New York , Chicago , Los Angeles jmt ) kohalikud jaamad , jõudsid samale järeldusele : kuritegevusele antakse kaks korda eetriaega kui näiteks poliitikale ja 15 korda rohkem kui haridusuudistele .
			
390029	0	O	TALLINN , 19. juuli ( EPLO ) - Tallinna psühhiaatriahaigla arstid lasid patsiendi laibal rohkem kui kaks aastat mahajäetud surnukuuris kõduneda , kuni turvamees mehe skeletile üleeile juhuslikult peale sattus , kirjutab Postimees .
390029	0	S	TALLINN , 19. juuli ( EPLO ) - Tallinna psühhiaatriahaigla arstid lasid patsiendi laibal kaks aastat mahajäetud surnukuuris kõduneda , kuni turvamees mehe skeletile peale sattus , kirjutab Postimees .
			
704583	1068	O	Valga lihatööstuse juhataja Helmut Paaveli sõnul pole rohkem kui 30 aastat kestnud sesoonsusest lahti saadud , kõik tahavad loomi sügisel müüa .
704583	1068	S	Valga lihatööstuse juhataja Helmut Paaveli sõnul pole 30 aastat kestnud sesoonsusest lahti saadud , kõik tahavad loomi sügisel müüa .
			
552973	73128	O	Paljud muulased elavad ikka veel mentaalselt välismaal ses mõttes , et neid huvitab seal toimuv rohkem kui Eestis toimuv ( väljaspool omaenda kitsast paikkonda ja keelerühma ) .
552973	73128	S	Paljud muulased elavad välismaal ses mõttes , et neid huvitab ( väljaspool omaenda kitsast paikkonda ja keelerühma ) .
			
491487	8973	O	Treener Erich Jenei : “ Hagi ja tema põlvkonna mängijad on väärinud rohkem kui nad on saavutanud .
491487	8973	S	Treener Erich Jenei : “ Hagi ja tema põlvkonna mängijad on väärinud kui nad on saavutanud .
			
105648	1568	O	Praegu uurib finantsinspektsioon rohkem kui kümmet väärtpaberitehingutega seotud juhtumit .
105648	1568	S	Uurib finantsinspektsioon kümmet väärtpaberitehingutega seotud juhtumit .
			
433917	2521	O	Belov tunneb Kuzinit ainult veidi rohkem kui aasta ega kiirustanud uustulnukale kõrget kohta pakkuma .
433917	2521	S	Belov tunneb Kuzinit ega uustulnukale kõrget kohta pakkuma .
			
164013	2159	O	Minu arvates on väga kummaline , et rohkem kui meie RAM-i juubelikontserti oodatakse kuue sakslase ja nende Rammsteini kontserti ( muuseas , erinevalt Rammsteinist on RAM-il Grammy ) .
164013	2159	S	Minu arvates on kummaline , et meie RAM-i juubelikontserti oodatakse kuue sakslase ja nende Rammsteini kontserti ( , on RAM-il Grammy ) .
			
239939	404	O	Kleini karistusele lisanduks süüdimõistmise korral ka Tallinna linnakohtu poolt 2004. aastal mõistetud tingimisi vangistuse ärakandmata osa , seega tuleks tal kanda rohkem kui 4 aastat vangistust .
239939	404	S	Kleini karistusele lisanduks süüdimõistmise korral Tallinna linnakohtu poolt 2004. aastal mõistetud vangistuse ärakandmata osa , tuleks tal kanda 4 aastat vangistust .
			
186392	0	O	BAGDAD , 11. veebruar ( Reuters-EPLO ) - Vähem kui 24 tundi pärast eelmist enesetaputerrorirünnakut Iskandariyah linnas , kus hukkus 53 inimest , lasi enesetaputerrorist õhku autopommi Bagdadi kesklinnas , tappes 47 inimest .
186392	0	S	BAGDAD , 11. veebruar ( Reuters-EPLO ) lasi enesetaputerrorist õhku autopommi Bagdadi kesklinnas , tappes 47 inimest .
			
180155	1807	O	Olukorda , kus omavalitsus on kulutanud rohkem kui tal on tulusid , pole varem tekkinud , tõdes rahandusministeeriumi kohalike eelarvete talituse juhataja .
180155	1807	S	Olukorda , kus omavalitsus on kulutanud kui tal on tulusid , pole tekkinud , tõdes rahandusministeeriumi kohalike eelarvete talituse juhataja .
			
160378	1587	O	Nad on ühed rohkem kui 10 000 nõukogude repressioonide all kannatanust , kellele Meri Murtud Rukkilille märgi on kinkinud .
160378	1587	S	Nad on ühed 10 000 nõukogude repressioonide all kannatanust , kellele Meri Murtud Rukkilille märgi on kinkinud .
			
545878	4645	O	Maailm ei ole selles suhtes kunagi üksmeelne , mis tähendab , et rahu üle võidakse küll kokku leppida , kuid enamasti alles siis , kui vihkamisest ollakse väsinud , aga kui rahu pealt teenitakse vähem kui sõja pealt , siis eelistatakse teenida rohkem .
545878	4645	S	Maailm ei ole selles suhtes üksmeelne , mis tähendab , et rahu üle võidakse kokku leppida , kuid siis , kui vihkamisest ollakse väsinud , aga kui rahu pealt teenitakse kui sõja pealt , siis eelistatakse teenida .
			
8576	1213	O	Vähem kui kaks aastat Eestis töötanud vastuoluline Maarten van Gent on end mitme vaatleja hinnangul ammendanud .
8576	1213	S	Kaks aastat Eestis töötanud vastuoluline Maarten van Gent on end mitme vaatleja hinnangul ammendanud .
			
156357	3031	O	Läinud aastal reisis üle Soome lahe umbes pool miljonit inimest vähem kui 2002. aastal .
156357	3031	S	Läinud aastal reisis üle Soome lahe pool miljonit inimest .
			
193867	393	O	Oviiri sõnul on pealinna parkimist korraldav Valika sel aastal välja kirjutanud umbes 20 000 trahvikviitungit , kuid vähem kui kolmandik neist on tasutud .
193867	393	S	Oviiri sõnul on pealinna parkimist korraldav Valika sel aastal välja kirjutanud 20 000 trahvikviitungit , kuid kolmandik neist on tasutud .
			
466703	2555	O	Mõned immigrandid , sealhulgas vanainimesed , invaliidid , väikelapsed ja isegi päris imikud , on vanglatingimustes pidanud elama juba rohkem kui kaks aastat .
466703	2555	S	Mõned immigrandid , vanainimesed , invaliidid , väikelapsed ja imikud , on vanglatingimustes pidanud elama .
			
632384	6778	O	Erieeskirjad , mida kohaldatakse riigiteenistujate suhtes , kes töötavad samaaegselt rohkem kui ühe liikmesriigi territooriumil ja on ühes neist riikidest eriskeemiga kindlustatud
632384	6778	S	Erieeskirjad , mida kohaldatakse riigiteenistujate suhtes , kes töötavad ja on ühes neist riikidest eriskeemiga kindlustatud
			
93561	2047	O	Rohkem kui midagi muud vajame me investeeringuid tulevikuvõimalustesse .
93561	2047	S	Midagi muud vajame me investeeringuid tulevikuvõimalustesse .
			
172420	7251	O	"Üritage lugeda näiteks ühte lõiku "" Rashomoni "" käsitlusest : "" See ei ole rohkem ega vähem kui epistemoloogiline painajalik linalugu ."
172420	7251	S	"Üritage lugeda ühte lõiku "" Rashomoni "" käsitlusest : "" See ei ole rohkem ega vähem kui epistemoloogiline painajalik linalugu ."
			
486699	2009	O	Kui ülaltsiteeritud seaduse lõike 3 alusel kulub kahel ministril tüli lahendamiseks rohkem kui 15 minutit , siis palga tõstmine on selliste ministrite jaoks kohe kindlasti kohatu .
486699	2009	S	Kui ülaltsiteeritud seaduse lõike 3 alusel kulub kahel ministril tüli lahendamiseks , palga tõstmine on selliste ministrite jaoks kohatu .
			
545645	5637	O	Et mitte alati ei ole palju ja odavalt parem kui vähe , aga viimase peal , siis mitte rohkem kui 2-3 lavastust aastas .
545645	5637	S	Et ei ole palju parem kui vähe , aga viimase peal , siis rohkem kui 2 - 3 lavastust aastas .
			
665598	3253	O	7 ) nimetatud erandimäärused hõlmavad ainult neid edasimüüki arvestades sõlmitud kahepoolsete ainuõiguslike kokkulepete liike , mis käsitlevad kaupade ainuõiguslikku turustamist või ostmist või mõlemat või mis sisaldavad piiranguid , mis on kehtestatud tööstusomandi õiguste kasutamise või loovutamise kohta ; muu hulgas jäävad nende reguleerimisalast välja vertikaalkokkulepped rohkem kui kahe ettevõtja vahel , valikulise turustussüsteemi kokkulepped , teenuseid käsitlevad kokkulepped ja kokkulepped töötlemiseks või ümbertöötamiseks mõeldud kaupade või teenuste tarnimise või ostu kohta või mõlemad ; oluline arv vertikaalkokkuleppeid ei saa seetõttu erandit vastavalt asutamislepingu artikli 81 lõikele 3 enne , kui komisjon pole neid eraldi läbi vaadanud , mis võib vähendada asjaomastele ettevõtjatele kättesaadavat õiguskindlust ja teha haldusjärelevalve tarbetult koormavaks ;
665598	3253	S	7 ) nimetatud erandimäärused hõlmavad neid edasimüüki arvestades sõlmitud kahepoolsete ainuõiguslike kokkulepete liike , mis käsitlevad kaupade ainuõiguslikku turustamist või ostmist või mõlemat või mis sisaldavad piiranguid , mis on kehtestatud tööstusomandi õiguste kasutamise või loovutamise kohta ; muu hulgas jäävad nende reguleerimisalast välja vertikaalkokkulepped , valikulise turustussüsteemi kokkulepped , teenuseid käsitlevad kokkulepped ja kokkulepped töötlemiseks või ümbertöötamiseks mõeldud kaupade või teenuste tarnimise või ostu kohta või mõlemad ; oluline arv vertikaalkokkuleppeid ei saa erandit vastavalt asutamislepingu artikli 81 lõikele , kui komisjon pole neid läbi vaadanud , mis võib vähendada asjaomastele ettevõtjatele kättesaadavat õiguskindlust ja teha haldusjärelevalve koormavaks ;
			
381201	663	O	Erilist protesti tekitab aga artikli põhiline väide , nagu oleks eestlane üks suuremaid limukaid maailmas , kes läheb kaasa igasuguse ühiskondliku tuulemuutusega , nagu oleks ta oludele kohanev rohkem kui mõni teine rahvas .
381201	663	S	Erilist protesti tekitab artikli põhiline väide , nagu oleks eestlane üks suuremaid limukaid maailmas , kes läheb kaasa igasuguse ühiskondliku tuulemuutusega , nagu oleks ta oludele kohanev rohkem kui mõni teine rahvas .
			
428173	1603	O	Kuid ruumi ei ole siiski rohkem kui kolmekümnele õpilasele , arvas direktor .
428173	1603	S	Kuid ruumi ei ole rohkem kui kolmekümnele õpilasele , arvas direktor .
			
467784	3139	O	Inimesed vanuses 16-29 aastat on nõus linna eelarvest raha eraldamisega mõnevõrra rohkem kui vanemad elanikud .
467784	3139	S	Inimesed vanuses 16 - 29 aastat on nõus linna eelarvest raha eraldamisega .
			
705048	736938	O	Nimelt on tulemusjuhtimise summadest , enam kui 100 miljonist kasutatud ära vähem kui neli miljonit .
705048	736938	S	On tulemusjuhtimise summadest , 100 miljonist kasutatud vähem kui neli miljonit .
			
640647	4293	O	( 5 ) Füüsilisest isikust ettevõtja maksab sotsiaalmaksu aastas mitte vähem kui maksustamisperioodi kuude eelarveaastaks riigieelarvega kehtestatud kuumäärade summalt , välja arvatud käesoleva paragrahvi lõikes 7 sätestatud juhul ning juhul , kui füüsilisest isikust ettevõtja on kogu maksustamisperioodi jooksul olnud riikliku pensioni saaja või on maksustamisperioodi kestel :
640647	4293	S	( 5 ) Füüsilisest isikust ettevõtja maksab sotsiaalmaksu aastas maksustamisperioodi kuude eelarveaastaks riigieelarvega kehtestatud kuumäärade summalt , välja arvatud käesoleva paragrahvi lõikes 7 sätestatud juhul ning juhul , kui füüsilisest isikust ettevõtja on kogu maksustamisperioodi jooksul olnud riikliku pensioni saaja või on maksustamisperioodi kestel :
			
542013	2249	O	Kui ühes korteriühistus on keskmiselt 60-80 korterit , siis ainuüksi üks maja “ toodab ” prügi rohkem kui ühe keskmise pikkusega tänava eramajad kokku .
542013	2249	S	Kui ühes korteriühistus on 60 - 80 korterit , üks maja “ toodab ” prügi ühe keskmise pikkusega tänava eramajad kokku .
			
431466	769	O	Suured võlgnevused ulatuvad aga kokku rohkem kui kuue miljoni kroonini , sellest neli miljonit moodustab laen Maapangast .
431466	769	S	Suured võlgnevused ulatuvad kokku , sellest neli miljonit moodustab laen Maapangast .
			
700817	557125	O	Me oleme jõudnud tagasi nende kuulsate elektrijaamadega seotud küsimuste juurde , millele on praegu väga raske vastuseid anda , sest metoodikad ühe või teise asja hindamisel on sedavõrd erinevad , et väita , nagu maksaks üks katel rohkem kui elektrijaam , üheselt ei saa .
700817	557125	S	Me oleme jõudnud tagasi nende kuulsate elektrijaamadega seotud küsimuste juurde , millele on raske vastuseid anda , sest metoodikad ühe või teise asja hindamisel on erinevad , et väita , nagu maksaks üks katel , ei saa .
			
388040	299167	O	Isa on ikka olnud see kulutaja ( ja ta on ikka osanud raha teha , rohkem kui ta kulutab : veel oma 81. eluaastal kasvatab ta tulpe müügiks ja istutas kasvuhoonesse viinamarjad , need küll mitte müügiks , niisama ) , ema on olnud see kokkuhoidja .
388040	299167	S	Isa on olnud see kulutaja ( ja ta on osanud raha teha , ta kulutab : oma 81. eluaastal kasvatab ta tulpe müügiks ja istutas kasvuhoonesse viinamarjad , need müügiks , niisama ) , ema on olnud see kokkuhoidja .
			
106872	0	O	USA-s Arizona osariigis võitlevad päästetöötajad rohkem kui 130 000 hektaril möllava metsatulekahjuga , samas kui Lõuna-Venemaal on üleujutustes hukkunud juba 68 inimest .
106872	0	S	USA-s Arizona osariigis võitlevad päästetöötajad 130 000 hektaril möllava metsatulekahjuga , Lõuna-Venemaal on üleujutustes hukkunud 68 inimest .
			
665191	2992	O	btw gnorpm on selline mõnus vidin millega saab korraga rohkem kui üht rpmi installida , paned ühe hunniku nimekirja , see kontrollib kõiki sõltuvusi ja laseb kenasti masinale kah , kui sõltuvustega asi kombes , kui miskit on puudu , lisad selle ka nimekirja ja lased ikkagi masinale ... ( experimendi mõttes testisin asja ja suutsin sellega korraga kettale lasta 1108 rpm-i  )
665191	2992	S	Btw gnorpm on selline mõnus vidin millega saab üht rpmi installida , paned ühe hunniku nimekirja , see kontrollib kõiki sõltuvusi ja laseb masinale
			
2567	3064	O	Soomes arvatakse hokit mängivat rohkem kui 2000 naist ja tüdrukut , kusjuures igal aastal liitub nendega 200-300 uut tegijat .
2567	3064	S	Soomes arvatakse hokit mängivat , igal aastal liitub nendega 200 - 300 uut tegijat .
			
397699	303	O	Toetuse suurus on 40 % materjali maksumusest , kuid mitte rohkem kui 2000 krooni eramule ning 5000 krooni korter- ja ridaelamule .
397699	303	S	Toetuse suurus on 40 % materjali maksumusest , kuid 2000 krooni eramule ning 5000 krooni korter- ja ridaelamule .
			
660293	504480	O	Siin on erinevus rohkem kui poole võrra .
660293	504480	S	On erinevus poole võrra .
			
103986	181	O	Eesti on keskmiselt neli-viis korda vaesem kui Lääne-Euroopa , Eesti autopargi vanus keskmiselt on rohkem kui kaks korda suurem kui Lääne-Euroopas keskmiselt , rääkis Vitsur teisipäeval BNS-ile .
103986	181	S	Eesti on neli-viis korda vaesem kui Lääne-Euroopa , Eesti autopargi vanus on kaks korda suurem kui Lääne-Euroopas keskmiselt , rääkis Vitsur teisipäeval BNS-ile .
			
98257	1740	O	Peale selle , ka pärast üksikisiku maksumäära kärpimist jaotaks Eesti riik maksude kaudu ümber rahasumma , mis võrdub ligikaudu 30 protsendiga sisemajanduse kogutoodangust - see on endiselt arenenud riikide tasemel number ja selgelt eristuv arengumaadest , kus vastav näitaja on vähem kui 20 protsenti .
98257	1740	S	Peale selle , pärast üksikisiku maksumäära kärpimist jaotaks Eesti riik maksude kaudu ümber rahasumma , mis võrdub 30 protsendiga sisemajanduse kogutoodangust - see on arenenud riikide tasemel number ja eristuv arengumaadest , kus vastav näitaja on vähem kui 20 protsenti .
			
614299	8599	O	f ) käsitööndusalased toimingud vastavalt artikli 4 punktile 6 : 50% investeeringutoetusega seotud riiklikest kulutustest , kuid mitte rohkem kui 30% investeerimiskuludest ; 70% teabe- ja nõuandetalitustele antava abiga seotud riiklikest kuludest ;
614299	8599	S	F ) käsitööndusalased toimingud vastavalt artikli 4 punktile 6 : 50% investeeringutoetusega seotud riiklikest kulutustest , kuid rohkem kui 30% investeerimiskuludest ; 70% teabe- ja nõuandetalitustele antava abiga seotud riiklikest kuludest ;
			
537879	2738	O	Valimisteni jääva pisut vähem kui viie nädala jooksul tahab liidukantsler Helmut Kohl veel 10 korda Alam-Saksimaale Christian Wulffile isiklikult appi minna .
537879	2738	S	Valimisteni jääva viie nädala jooksul tahab liidukantsler Helmut Kohl 10 korda Alam-Saksimaale Christian Wulffile appi minna .
			
